initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,avg_long_positions,avg_short_positions,avg_spread_long,avg_spread_short,total_rebalances,trading_days,strategy,window,rebalance_days,weighting_method
10000,10055.619961419265,0.005561996141926466,0.004855057966290932,0.6354387580334883,0.007640481328705898,0.011551985723011927,-0.3178207844116698,0.01527608704156437,0.5155875299760192,2.212918660287081,1.2129186602870814,35.31158894381761,-43.5993927119889,59,418,long_high_short_low_spread,30,7,spread_weighted
