,value
initial_capital,10000.0
leverage,1.0
final_value,10520.558293076037
total_return,0.052055829307603746
annualized_return,0.008966396385967856
annualized_volatility,0.2042025525791502
sharpe_ratio,0.04390932568040463
sortino_ratio,0.024303660820430038
max_drawdown,-0.3986002113758676
calmar_ratio,0.02249471056479903
win_rate,0.042891566265060244
trading_days,2075.0
num_trades,66.0
num_long_trades,36.0
num_short_trades,30.0
avg_positions,0.15903614457831325
avg_long_positions,0.08674698795180723
avg_short_positions,0.07228915662650602
avg_r2,0.6460819528184804
avg_breakout_z_score,0.2165250120725914
avg_signal_strength,1.424770501697493
