date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,expected_funding_daily,daily_return,log_return
2020-02-20,9827.722298700091,1,0,0.5,0.0,0.5,0.5,0.017886,,
2020-02-21,9571.72096021256,1,0,0.5,0.0,0.5,0.5,-0.1036155,-0.026048898280468524,-0.02639418017321983
2020-02-22,9269.229539715767,0,1,0.0,0.5,-0.5,0.5,0.04314900000000001,-0.03160261584663626,-0.032112755126586824
2020-02-23,9758.517631124063,0,1,0.0,0.5,-0.5,0.5,0.035418000000000005,0.05278627412471004,0.051440244008400644
2020-02-24,10414.071559256203,0,1,0.0,0.5,-0.5,0.5,0.06593700000000001,0.06717761374343367,0.06501741933199237
2020-02-25,10494.764821395422,0,1,0.0,0.5,-0.5,0.5,0.086784,0.007748483547484142,0.007718618223615583
2020-02-26,10431.219598208683,0,1,0.0,0.5,-0.5,0.5,0.015,-0.006054944943329255,-0.00607335045631767
2020-02-27,10432.714738446153,0,1,0.0,0.5,-0.5,0.5,0.015,0.0001433332146250077,0.00014332294340126028
2020-02-28,10525.535999264677,0,1,0.0,0.5,-0.5,0.5,0.015,0.008897133981480732,0.008857787692192516
2020-02-29,10767.853660247949,0,1,0.0,0.5,-0.5,0.5,0.015,0.023021883256130637,0.022760877997914448
2020-03-01,10421.703166738658,0,1,0.0,0.5,-0.5,0.5,0.015,-0.032146656560460674,-0.03267470789477783
2020-03-02,10497.810755234448,0,1,0.0,0.5,-0.5,0.5,0.015,0.0073027975637121045,0.007276261252140488
2020-03-03,9878.967900201069,0,1,0.0,0.5,-0.5,0.5,0.015,-0.05894970574934488,-0.06075869316227502
2020-03-04,9906.701299091754,0,1,0.0,0.5,-0.5,0.5,0.015,0.002807317441543722,0.002803384285294184
2020-03-05,9772.929954676876,0,1,0.0,0.5,-0.5,0.5,0.015960000000000002,-0.013503116766742651,-0.013595112943355761
2020-03-06,10061.679527451237,0,1,0.0,0.5,-0.5,0.5,0.0211905,0.02954585514410435,0.029117787673092782
2020-03-07,10816.481255399789,0,1,0.0,0.5,-0.5,0.5,0.09114749999999999,0.07501746859351166,0.07233691130202811
2020-03-08,10913.391634479398,0,1,0.0,0.5,-0.5,0.5,0.1146885,0.008959510657056802,0.00891961237707454
2020-03-09,10833.604872949585,0,1,0.0,0.5,-0.5,0.5,0.04483200000000001,-0.007310904272667784,-0.007337759906010588
