date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,long_positions,short_positions
2025-01-27,10000.0,2,0,0.5,0.0,0.5,0.5,"BTC/USDC:USDC, SOL/USDC:USDC",None
2025-01-28,9919.871769539457,2,0,0.5,0.0,0.5,0.5,"BTC/USDC:USDC, SOL/USDC:USDC",None
2025-01-29,10006.967505789074,2,0,0.5,0.0,0.5,0.5,"BTC/USDC:USDC, SOL/USDC:USDC",None
2025-01-30,10106.409822167874,1,0,0.5,0.0,0.5,0.5,BTC/USDC:USDC,None
2025-01-31,10001.959038746645,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-01,10001.959038746645,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-02,10001.959038746645,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-03,10001.959038746645,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-04,10269.79502756326,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-05,10162.979961519644,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-06,10351.43174881494,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-07,10481.117855509474,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-08,10463.173112631608,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-09,10470.738532291545,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-10,10405.580845825678,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-11,10518.902257183727,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-12,10254.2223570848,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-13,10377.139066458438,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-02-14,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-15,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-16,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-17,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-18,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-19,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-20,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-21,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-22,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-23,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-24,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-25,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-26,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-27,10282.228882241205,0,0,0.0,0.0,0.0,0.0,None,None
2025-02-28,10282.228882241205,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-03-01,10323.408858965422,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
2025-03-02,9688.882807341435,0,1,0.0,0.5,-0.5,0.5,None,ETH/USDC:USDC
