,value
initial_capital,10000.0
leverage,1.0
final_value,18633.540499759973
total_return,0.8633540499759973
annualized_return,0.11569615043266612
annualized_volatility,0.44983644549107493
sharpe_ratio,0.2571960355643563
sortino_ratio,0.2107513962809048
max_drawdown,-0.5991863904343816
calmar_ratio,0.19308874880951807
win_rate,0.13734939759036144
trading_days,2075.0
num_trades,120.0
num_long_trades,64.0
num_short_trades,56.0
avg_positions,0.5763855421686747
avg_long_positions,0.30843373493975906
avg_short_positions,0.26795180722891565
avg_r2,0.6496569594814114
avg_breakout_z_score,0.16813406539266104
avg_signal_strength,1.3329980145460467
