date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_spread_long,avg_spread_short
2024-11-27,9647.544374944107,0,5000.0,5000.0,0.0,10000.0,2,1,225.40815914095072,16.291444840887195
2024-11-28,10244.021416908969,0,5000.0,5000.0,0.0,10000.0,2,1,225.40815914095072,16.291444840887195
2024-11-29,11398.284582464792,0,5000.0,5000.0,0.0,10000.0,2,1,225.40815914095072,16.291444840887195
2024-11-30,11050.322018812398,0,5000.0,5000.0,0.0,10000.0,2,1,225.40815914095072,16.291444840887195
2024-12-01,11616.30581939826,0,5000.0,5000.0,0.0,10000.0,2,1,225.40815914095072,16.291444840887195
2024-12-02,11534.94167206312,0,5000.0,5000.0,0.0,10000.0,2,1,225.40815914095072,16.291444840887195
2024-12-03,10888.200796546567,0,5000.0,5000.0,0.0,10000.0,2,1,225.40815914095072,16.291444840887195
2024-12-04,9658.848719146179,0,5444.100398273284,5444.100398273284,0.0,10888.200796546567,2,1,370.01441352597124,44.092893817987516
2024-12-05,9361.088632423134,0,5444.100398273284,5444.100398273284,0.0,10888.200796546567,2,1,370.01441352597124,44.092893817987516
2024-12-06,9731.80628485177,0,5444.100398273284,5444.100398273284,0.0,10888.200796546567,2,1,370.01441352597124,44.092893817987516
2024-12-07,9354.229239484439,0,5444.100398273284,5444.100398273284,0.0,10888.200796546567,2,1,370.01441352597124,44.092893817987516
2024-12-08,9312.252645999139,0,5444.100398273284,5444.100398273284,0.0,10888.200796546567,2,1,370.01441352597124,44.092893817987516
2024-12-09,9340.79897368984,0,5444.100398273284,5444.100398273284,0.0,10888.200796546567,2,1,370.01441352597124,44.092893817987516
2024-12-10,9927.88449769898,0,5444.100398273284,5444.100398273284,0.0,10888.200796546567,2,1,370.01441352597124,44.092893817987516
2024-12-11,9674.449950055336,0,4963.94224884949,4963.94224884949,0.0,9927.88449769898,2,1,191.56602419689256,-52.768097046954026
2024-12-12,9688.435884110544,0,4963.94224884949,4963.94224884949,0.0,9927.88449769898,2,1,191.56602419689256,-52.768097046954026
2024-12-13,9675.442608729929,0,4963.94224884949,4963.94224884949,0.0,9927.88449769898,2,1,191.56602419689256,-52.768097046954026
2024-12-14,9831.355302588514,0,4963.94224884949,4963.94224884949,0.0,9927.88449769898,2,1,191.56602419689256,-52.768097046954026
2024-12-15,9882.17124082269,0,4963.94224884949,4963.94224884949,0.0,9927.88449769898,2,1,191.56602419689256,-52.768097046954026
2024-12-16,9692.98402313223,0,4963.94224884949,4963.94224884949,0.0,9927.88449769898,2,1,191.56602419689256,-52.768097046954026
2024-12-17,9878.954388725084,0,4963.94224884949,4963.94224884949,0.0,9927.88449769898,2,1,191.56602419689256,-52.768097046954026
2024-12-18,10205.710536826331,0,4939.477194362542,4939.477194362542,0.0,9878.954388725084,2,1,66.21831107093521,-104.0738995334501
2024-12-19,10081.126509358708,0,4939.477194362542,4939.477194362542,0.0,9878.954388725084,2,1,66.21831107093521,-104.0738995334501
2024-12-20,9644.484957966037,0,4939.477194362542,4939.477194362542,0.0,9878.954388725084,2,1,66.21831107093521,-104.0738995334501
2024-12-21,9891.468969612144,0,4939.477194362542,4939.477194362542,0.0,9878.954388725084,2,1,66.21831107093521,-104.0738995334501
2024-12-22,9837.768702023764,0,4939.477194362542,4939.477194362542,0.0,9878.954388725084,2,1,66.21831107093521,-104.0738995334501
2024-12-23,9931.813835499881,0,4939.477194362542,4939.477194362542,0.0,9878.954388725084,2,1,66.21831107093521,-104.0738995334501
2024-12-24,10096.36930407942,0,4939.477194362542,4939.477194362542,0.0,9878.954388725084,2,1,66.21831107093521,-104.0738995334501
2024-12-25,10173.322192501857,0,5048.18465203971,5048.18465203971,0.0,10096.36930407942,2,1,-18.125193728792915,-84.9770718401184
