regime,num_days,avg_return_annualized,volatility,sharpe,win_rate
LOW_SPREAD,73,-0.5436048783179293,0.34220149130340355,-1.5885520435559906,0.4657534246575342
MEDIUM_SPREAD,242,0.7445095896319829,0.48828470332828805,1.5247448559358767,0.5743801652892562
HIGH_SPREAD,67,0.9910835853766985,0.5659122449347239,1.751302599029319,0.582089552238806
