date,symbol,old_weight,new_weight,weight_change,volatility_30d,quintile,position_type
2023-01-31,POLS/USD,0.0,0.07142857142857142,0.07142857142857142,0.59656999737216,1,long
2023-01-31,BCH/USD,0.0,0.07142857142857142,0.07142857142857142,0.5045289611039063,1,long
2023-01-31,ETH/USD,0.0,0.07142857142857142,0.07142857142857142,0.5271979875965923,1,long
2023-01-31,LTC/USD,0.0,0.07142857142857142,0.07142857142857142,0.5389912833107403,1,long
2023-01-31,SNX/USD,0.0,-0.07142857142857142,-0.07142857142857142,0.9911616574874991,5,short
2023-01-31,FIL/USD,0.0,-0.07142857142857142,-0.07142857142857142,1.0781107546853954,5,short
2023-01-31,BTC/USD,0.0,0.07142857142857142,0.07142857142857142,0.43995660822565763,1,long
2023-01-31,TRAC/USD,0.0,-0.07142857142857142,-0.07142857142857142,1.0025790836704969,5,short
2023-01-31,IMX/USD,0.0,-0.07142857142857142,-0.07142857142857142,1.008947948900707,5,short
2023-01-31,EGLD/USD,0.0,0.07142857142857142,0.07142857142857142,0.5602888720074416,1,long
2023-01-31,ETC/USD,0.0,-0.07142857142857142,-0.07142857142857142,0.9966419882997931,5,short
2023-01-31,LDO/USD,0.0,-0.07142857142857142,-0.07142857142857142,1.6523342087079984,5,short
2023-01-31,XLM/USD,0.0,0.07142857142857142,0.07142857142857142,0.45253045246705753,1,long
2023-01-31,MAGIC/USD,0.0,-0.07142857142857142,-0.07142857142857142,1.8889150150572622,5,short
2023-02-07,POLS/USD,0.07142857142857142,0.0,-0.07142857142857142,0.6283408212522936,0,close
2023-02-07,EOS/USD,0.0,0.07142857142857142,0.07142857142857142,0.6212455913643129,1,long
2023-02-07,ETC/USD,-0.07142857142857142,0.0,0.07142857142857142,0.6891669505091007,0,close
2023-02-07,GRT/USD,0.0,-0.07142857142857142,-0.07142857142857142,1.8930351488039252,5,short
2023-02-14,FIL/USD,-0.07142857142857142,0.0,0.07142857142857142,1.0663618196267712,0,close
2023-02-14,LINK/USD,0.0,0.07142857142857142,0.07142857142857142,0.6328755408355443,1,long
2023-02-14,EGLD/USD,0.07142857142857142,0.0,-0.07142857142857142,0.7614504209394347,0,close
2023-02-14,RPL/USD,0.0,-0.07142857142857142,-0.07142857142857142,1.1574154972711488,5,short
2023-02-21,CRO/USD,0.0,0.07142857142857142,0.07142857142857142,0.6960569602106096,1,long
2023-02-21,FIL/USD,0.0,-0.07142857142857142,-0.07142857142857142,1.5838249800913287,5,short
2023-02-21,EOS/USD,0.07142857142857142,0.0,-0.07142857142857142,0.7370374538940845,0,close
2023-02-21,RPL/USD,-0.07142857142857142,0.0,0.07142857142857142,1.1282747617998217,0,close
2023-02-28,CRO/USD,0.07142857142857142,0.0,-0.07142857142857142,0.7014862071094242,0,close
2023-02-28,ETH/USD,0.07142857142857142,0.0625,-0.008928571428571425,0.5294971303679641,1,long
2023-02-28,FIL/USD,-0.07142857142857142,-0.0625,0.008928571428571425,1.629158631895127,5,short
2023-02-28,OXT/USD,0.0,0.0625,0.0625,0.585164015323326,1,long
2023-02-28,TRAC/USD,-0.07142857142857142,-0.0625,0.008928571428571425,1.6905822473656809,5,short
2023-02-28,XLM/USD,0.07142857142857142,0.0625,-0.008928571428571425,0.49801832528341716,1,long
2023-02-28,MAGIC/USD,-0.07142857142857142,-0.0625,0.008928571428571425,1.8866900409928387,5,short
2023-02-28,LINK/USD,0.07142857142857142,0.0625,-0.008928571428571425,0.6820048013266831,1,long
2023-02-28,BCH/USD,0.07142857142857142,0.0625,-0.008928571428571425,0.5631069085317999,1,long
2023-02-28,LTC/USD,0.07142857142857142,0.0625,-0.008928571428571425,0.6120233357484245,1,long
2023-02-28,SNX/USD,-0.07142857142857142,-0.0625,0.008928571428571425,1.246836676532815,5,short
2023-02-28,BTC/USD,0.07142857142857142,0.0625,-0.008928571428571425,0.5123511377165435,1,long
2023-02-28,IMX/USD,-0.07142857142857142,-0.0625,0.008928571428571425,1.5536137653505722,5,short
2023-02-28,ETC/USD,0.0,0.0625,0.0625,0.6576435194849499,1,long
2023-02-28,AUDIO/USD,0.0,-0.0625,-0.0625,1.2856769696258032,5,short
2023-02-28,GRT/USD,-0.07142857142857142,-0.0625,0.008928571428571425,2.294394610547285,5,short
2023-02-28,LDO/USD,-0.07142857142857142,-0.0625,0.008928571428571425,1.4546225669769555,5,short
2023-03-07,BICO/USD,0.0,-0.0625,-0.0625,1.2594261633842794,5,short
2023-03-07,SNX/USD,-0.0625,0.0,0.0625,1.1452990674487096,0,close
2023-03-14,AXL/USD,0.0,0.0625,0.0625,0.5315160241895968,1,long
2023-03-14,LINK/USD,0.0625,0.0,-0.0625,0.7277539613607236,0,close
2023-03-14,SNX/USD,0.0,-0.0625,-0.0625,1.4435966439820573,5,short
2023-03-14,LTC/USD,0.0625,0.0,-0.0625,0.7645877615359242,0,close
2023-03-14,T/USD,0.0,-0.0625,-0.0625,1.233633809530608,5,short
2023-03-14,BNT/USD,0.0,0.0625,0.0625,0.6982017048929438,1,long
2023-03-14,AUDIO/USD,-0.0625,0.0,0.0625,1.1704331371701355,0,close
2023-03-14,GRT/USD,-0.0625,0.0,0.0625,1.2007016904136576,0,close
2023-03-21,CRO/USD,0.0,0.0625,0.0625,0.6606835352683352,1,long
2023-03-21,BLUR/USD,0.0,-0.0625,-0.0625,1.6209771618262767,5,short
