initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,num_rebalances,avg_long_positions,avg_short_positions,avg_dw_long,avg_dw_short
10000,2482.200435605676,-0.7517799564394324,-0.21784560929837005,0.359233715457666,-0.6064174934717176,-0.8374444780292299,-0.8577609939442671,-0.2539700579023118,0.47607539874335425,2070,296,2.5903381642512078,3.5903381642512078,1.6952164531959595,2.2793624269374875
