date,portfolio_value,cash,majors_exposure,small_caps_exposure,majors_allocation,small_caps_allocation,regime,iqr_spread,iqr_percentile,num_positions,daily_return
2021-08-25,13449.25845603509,0,6724.629228017545,0.0,0.5,0.5,HIGH_SPREAD,29.068402693854452,84.375,10,-0.04031260319314833
2021-08-26,14026.021155871515,0,7013.010577935757,0.0,0.5,0.5,MEDIUM_SPREAD,21.440571505636186,54.54545454545454,10,0.04288434947709807
2021-08-27,13956.818227262935,0,6978.409113631467,0.0,0.5,0.5,HIGH_SPREAD,28.336215067238257,82.35294117647058,10,-0.0049338959238350855
2021-08-28,13957.042285258465,0,6978.521142629233,0.0,0.5,0.5,MEDIUM_SPREAD,22.503465488373884,60.0,10,1.6053658640657886e-05
2021-08-29,13644.060232954456,0,9550.842163068119,0.0,0.7,0.3,HIGH_SPREAD,32.67720520600852,97.22222222222221,10,-0.022424668916750545
2021-08-30,14065.770683730008,0,9846.039478611005,0.0,0.7,0.3,MEDIUM_SPREAD,21.133995151516817,45.94594594594595,10,0.030907988060401292
2021-08-31,14578.916589228427,0,10205.241612459899,0.0,0.7,0.3,LOW_SPREAD,15.118246966933128,15.789473684210526,10,0.03648189047273309
2021-09-01,14541.686625115719,0,10179.180637581003,0.0,0.7,0.3,MEDIUM_SPREAD,20.553858219465518,43.58974358974359,10,-0.0025536852402472388
2021-09-02,14798.066532309063,0,10358.646572616344,0.0,0.7,0.3,HIGH_SPREAD,28.246688659816353,80.0,10,0.01763068575212845
2021-09-03,14700.287656537475,0,10290.201359576233,0.0,0.7,0.3,MEDIUM_SPREAD,22.569082937107822,60.97560975609756,10,-0.006607544003002341
2021-09-04,15307.779490545796,0,10715.445643382056,0.0,0.7,0.3,MEDIUM_SPREAD,24.876041506508756,69.04761904761905,10,0.04132516643224715
2021-09-05,15328.477984955382,0,7664.238992477691,0.0,0.5,0.5,MEDIUM_SPREAD,15.750971345313268,23.25581395348837,10,0.0013521552503659162
2021-09-06,13875.283205695538,0,6937.641602847769,0.0,0.5,0.5,MEDIUM_SPREAD,26.68290296637464,77.27272727272727,10,-0.0948035924170767
2021-09-07,13838.009029766354,0,6919.004514883177,0.0,0.5,0.5,MEDIUM_SPREAD,19.555876992653843,35.55555555555556,10,-0.002686372261856529
2021-09-08,14117.697600415717,0,7058.848800207858,0.0,0.5,0.5,MEDIUM_SPREAD,26.269999151148873,73.91304347826086,10,0.020211619319494334
2021-09-09,13885.608830675135,0,6942.804415337568,0.0,0.5,0.5,HIGH_SPREAD,31.518381938553404,93.61702127659575,10,-0.016439562335840652
2021-09-10,14066.986337756782,0,7033.493168878391,0.0,0.5,0.5,MEDIUM_SPREAD,27.141676543534345,77.08333333333334,10,0.01306226534921251
2021-09-11,14394.547005904347,0,7197.273502952174,0.0,0.5,0.5,HIGH_SPREAD,38.769933351499894,100.0,10,0.023285774243511526
2021-09-12,14064.81029962869,0,7032.405149814345,0.0,0.5,0.5,MEDIUM_SPREAD,23.959631024931436,60.0,10,-0.0229070568278672
2021-09-13,14341.352952656494,0,7170.676476328247,0.0,0.5,0.5,LOW_SPREAD,11.656456974278163,1.9607843137254901,10,0.019662025092162416
2021-09-14,14497.697272358371,0,7248.848636179186,0.0,0.5,0.5,MEDIUM_SPREAD,20.92908432648663,42.30769230769231,10,0.010901643674623873
2021-09-15,14380.58144973973,0,7190.290724869865,0.0,0.5,0.5,HIGH_SPREAD,28.48168716087124,83.01886792452831,10,-0.008078236179061116
2021-09-16,13999.824322407845,0,6999.912161203923,0.0,0.5,0.5,HIGH_SPREAD,34.715898961389414,96.29629629629629,10,-0.02647717191843979
2021-09-17,14190.628745765043,0,7095.314372882522,0.0,0.5,0.5,MEDIUM_SPREAD,22.023328425109543,47.27272727272727,10,0.013629058405525862
2021-09-18,13938.178144462418,0,6969.089072231209,0.0,0.5,0.5,MEDIUM_SPREAD,21.965884021742262,46.42857142857143,10,-0.01778995179321885
2021-09-19,13005.172770039633,0,6502.586385019817,0.0,0.5,0.5,MEDIUM_SPREAD,22.10966360172671,49.122807017543856,10,-0.06693883266181844
2021-09-20,12527.334575510193,0,6263.667287755096,0.0,0.5,0.5,MEDIUM_SPREAD,23.985553220750663,62.06896551724138,10,-0.0367421642894471
2021-09-21,13274.492813159368,0,6637.246406579684,0.0,0.5,0.5,MEDIUM_SPREAD,23.062996945472715,57.6271186440678,10,0.05964223539696967
2021-09-22,13518.846343217656,0,6759.423171608828,0.0,0.5,0.5,MEDIUM_SPREAD,24.122286668852727,63.33333333333333,10,0.01840774886826968
2021-09-23,13178.71867571247,0,6589.359337856235,0.0,0.5,0.5,MEDIUM_SPREAD,22.37244002461975,50.81967213114754,10,-0.025159518709658824
2021-09-24,13132.659867526329,0,6566.329933763164,0.0,0.5,0.5,MEDIUM_SPREAD,24.1799153989302,64.51612903225806,10,-0.0034949382652066374
2021-09-25,13174.365883519276,0,6587.182941759638,0.0,0.5,0.5,MEDIUM_SPREAD,28.15464362441042,79.36507936507937,10,0.0031757478236436043
2021-09-26,12957.946032127595,0,6478.973016063797,0.0,0.5,0.5,MEDIUM_SPREAD,24.246101951853515,64.0625,10,-0.01642734483808561
2021-09-27,12669.60693373549,0,6334.803466867745,0.0,0.5,0.5,MEDIUM_SPREAD,26.23027426397262,70.76923076923077,10,-0.02225191382007652
2021-09-28,12806.490761483557,0,6403.245380741779,0.0,0.5,0.5,MEDIUM_SPREAD,27.021092988234177,75.75757575757575,10,0.010804110061503724
2021-09-29,13057.16879245598,0,6528.58439622799,0.0,0.5,0.5,HIGH_SPREAD,28.166405222094326,80.59701492537313,10,0.019574295225851746
2021-09-30,13625.799818871285,0,6812.899909435642,0.0,0.5,0.5,MEDIUM_SPREAD,17.190952262165,22.058823529411764,10,0.043549335652598886
2021-10-01,13735.293637205976,0,6867.646818602988,0.0,0.5,0.5,MEDIUM_SPREAD,19.140022992618377,23.18840579710145,10,0.008035771829191685
2021-10-02,13916.103335667254,0,6958.051667833627,0.0,0.5,0.5,MEDIUM_SPREAD,20.52450525463746,31.428571428571427,10,0.013163875723159135
2021-10-03,13819.576995723157,0,6909.788497861578,0.0,0.5,0.5,MEDIUM_SPREAD,17.530081451112896,22.535211267605636,10,-0.006936305200946458
2021-10-04,13906.506072832466,0,6953.253036416233,0.0,0.5,0.5,MEDIUM_SPREAD,21.287414996987597,38.88888888888889,10,0.006290284944048041
2021-10-05,13909.987737954272,0,6954.993868977136,0.0,0.5,0.5,MEDIUM_SPREAD,17.789994954436285,23.28767123287671,10,0.00025036231987907165
2021-10-06,13924.91168714385,0,6962.455843571925,0.0,0.5,0.5,MEDIUM_SPREAD,16.809777774032916,20.27027027027027,10,0.0010728944892492986
2021-10-07,13823.373455631447,0,6911.686727815723,0.0,0.5,0.5,LOW_SPREAD,11.342544128907406,1.3333333333333335,10,-0.007291840249597281
2021-10-08,14047.479512824411,0,7023.739756412206,0.0,0.5,0.5,LOW_SPREAD,9.77763952445319,1.3157894736842104,10,0.016212110445563255
2021-10-09,13621.043034360082,0,6810.521517180041,0.0,0.5,0.5,LOW_SPREAD,15.48762874488062,15.584415584415584,10,-0.030356796610738646
2021-10-10,13609.783660690187,0,4082.935098207056,0.0,0.3,0.7,LOW_SPREAD,10.670679387453205,2.564102564102564,10,-0.0008266161146023299
2021-10-11,13591.237615904105,0,4077.3712847712313,0.0,0.3,0.7,LOW_SPREAD,10.155373788967191,2.5316455696202533,10,-0.0013626994556606986
2021-10-12,13802.988325343133,0,4140.896497602939,0.0,0.3,0.7,LOW_SPREAD,12.330153648741117,8.75,10,0.015579943153318343
2021-10-13,13800.747187086703,0,4140.224156126011,0.0,0.3,0.7,LOW_SPREAD,10.617900188926605,3.7037037037037033,10,-0.00016236616329778908
2021-10-14,13856.275048753798,0,4156.882514626139,0.0,0.3,0.7,LOW_SPREAD,10.721151775973425,6.097560975609756,10,0.004023540241288703
2021-10-15,13881.183214984994,0,4164.354964495498,0.0,0.3,0.7,LOW_SPREAD,11.886601565371247,9.63855421686747,10,0.0017976091080436074
2021-10-16,13805.8776002145,0,4141.76328006435,0.0,0.3,0.7,LOW_SPREAD,8.513801330461446,1.1904761904761905,10,-0.00542501410752938
2021-10-17,13765.559576582948,0,4129.667872974884,0.0,0.3,0.7,LOW_SPREAD,10.978753467421878,8.235294117647058,10,-0.002920352099233914
2021-10-18,13764.130657928925,0,4129.239197378677,0.0,0.3,0.7,MEDIUM_SPREAD,15.814467399417936,26.744186046511626,10,-0.00010380389159436731
2021-10-19,13966.558282890976,0,4189.967484867292,0.0,0.3,0.7,MEDIUM_SPREAD,15.669790865620012,25.287356321839084,10,0.01470689504428968
2021-10-20,13849.843309452175,0,4154.952992835652,0.0,0.3,0.7,MEDIUM_SPREAD,20.608000007332127,45.45454545454545,10,-0.008356745525615716
2021-10-21,13875.669696987412,0,4162.700909096224,0.0,0.3,0.7,MEDIUM_SPREAD,21.591099430738666,52.80898876404494,10,0.0018647422182467288
2021-10-22,13973.08610071387,0,4191.925830214161,0.0,0.3,0.7,MEDIUM_SPREAD,19.77975446414658,40.0,10,0.007020663207888855
2021-10-23,13901.443888595257,0,4170.433166578577,0.0,0.3,0.7,MEDIUM_SPREAD,21.23295063273276,49.45054945054945,10,-0.0051271574226507965
2021-10-24,14134.118953135687,0,7067.059476567843,0.0,0.5,0.5,MEDIUM_SPREAD,26.445648491693596,78.26086956521739,10,0.016737474639689554
2021-10-25,14130.56918107383,0,7065.284590536915,0.0,0.5,0.5,HIGH_SPREAD,31.426049813627824,93.54838709677419,10,-0.0002511491571300928
2021-10-26,13392.676686612083,0,6696.338343306042,0.0,0.5,0.5,HIGH_SPREAD,32.14344938133384,95.74468085106383,10,-0.05221958754853717
2021-10-27,13787.510715376142,0,6893.755357688071,0.0,0.5,0.5,MEDIUM_SPREAD,24.191948341175262,68.42105263157895,10,0.02948133804788644
2021-10-28,13913.877875753722,0,6956.938937876861,0.0,0.5,0.5,HIGH_SPREAD,35.0690835855238,97.91666666666666,10,0.009165335424664578
2022-07-28,13974.41471392747,0,6987.207356963735,0.0,0.5,0.5,MEDIUM_SPREAD,17.435546366209408,30.927835051546392,10,0.00435082431471101
2024-03-05,14203.991013619008,0,7101.995506809504,0.0,0.5,0.5,HIGH_SPREAD,49.99969298207364,100.0,10,0.01642833023001189
2024-04-12,13698.545995671826,0,6849.272997835913,0.0,0.5,0.5,MEDIUM_SPREAD,15.37274227909634,20.2020202020202,10,-0.035584718229021206
2024-04-13,13894.724352093775,0,6947.362176046888,0.0,0.5,0.5,MEDIUM_SPREAD,15.775291651139007,25.0,10,0.014321107983572334
2024-08-05,14040.250309387317,0,7020.125154693658,0.0,0.5,0.5,LOW_SPREAD,13.084141051895273,12.871287128712872,10,0.010473468462266489
