date,symbol,old_weight,new_weight,weight_change,funding_rate_pct,position_type
2020-02-20,XTZ,0.0,0.5,0.5,-1.1924,long
2020-03-21,XTZ,0.5,-0.5,-1.0,1.0,short
2020-08-18,ETH,0.0,0.5,0.5,-10.1749,long
2020-08-18,XTZ,-0.5,-0.17004555796088164,0.3299544420391184,7.0132,short
2020-08-18,BTC,0.0,-0.3299544420391184,-0.3299544420391184,8.6384,short
2020-09-17,ETH,0.5,0.08443090379577535,-0.41556909620422466,-2.1148,long
2020-09-17,LINK,0.0,-0.07891791463782889,-0.07891791463782889,1.0,short
2020-09-17,BTC,-0.3299544420391184,0.16871126606420014,0.49866570810331856,1.0,long
2020-09-17,LTC,0.0,-0.1406265051242455,-0.1406265051242455,1.0,short
2020-09-17,ETC,0.0,0.1348921391824699,0.1348921391824699,1.0,long
2020-09-17,BCH,0.0,0.11196569095755458,0.11196569095755458,1.0,long
2020-09-17,XTZ,-0.17004555796088164,-0.10605907538576036,0.06398648257512128,1.8867,short
2020-09-17,XRP,0.0,-0.17439650485216526,-0.17439650485216526,1.0,short
2020-10-17,ETH,0.08443090379577535,-0.07762075172841579,-0.16205165552419115,1.0,short
2020-10-17,LINK,-0.07891791463782889,0.0658895106684646,0.14480742530629348,0.8372,long
2020-10-17,BTC,0.16871126606420014,0.2706183163851175,0.10190705032091738,1.0,long
2020-10-17,LTC,-0.1406265051242455,-0.09491687078963593,0.04570963433460956,1.0,short
2020-10-17,ETC,0.1348921391824699,-0.17010027411154083,-0.3049924132940107,1.0,short
2020-10-17,BCH,0.11196569095755458,0.16349217294641785,0.05152648198886327,1.0,long
2020-10-17,XTZ,-0.10605907538576036,-0.058442468438268405,0.04761660694749195,1.0,short
2020-10-17,XRP,-0.17439650485216526,-0.09891963493213901,0.07547686992002625,1.0,short
2020-11-16,ETH,-0.07762075172841579,0.18185419395590735,0.25947494568432317,1.0,long
2020-11-16,LINK,0.0658895106684646,-0.06191920692398211,-0.12780871759244672,1.0,short
2020-11-16,BTC,0.2706183163851175,-0.10451529958085211,-0.3751336159659696,2.5141,short
2020-11-16,LTC,-0.09491687078963593,0.11902581905575478,0.21394268984539072,1.0,long
2020-11-16,ETC,-0.17010027411154083,-0.11607905928883215,0.05402121482270868,2.6951,short
2020-11-16,BCH,0.16349217294641785,0.19911998698833785,0.03562781404192,1.0,long
2020-11-16,XTZ,-0.058442468438268405,-0.08730329620536342,-0.028860827767095018,1.0,short
2020-11-16,XRP,-0.09891963493213901,-0.1301831380009702,-0.03126350306883119,2.1701,short
2020-12-16,ETH,0.18185419395590735,-0.08244792802170019,-0.26430212197760755,6.597600000000001,short
2020-12-16,LINK,-0.06191920692398211,-0.07266470845726711,-0.010745501533284997,1.4706,short
2020-12-16,BTC,-0.10451529958085211,-0.10885776470092969,-0.004342465120077577,4.9424,short
2020-12-16,LTC,0.11902581905575478,-0.062497547055784794,-0.18152336611153957,1.6209999999999998,short
2020-12-16,ETC,-0.11607905928883215,0.5,0.6160790592888321,1.0,long
2020-12-16,BCH,0.19911998698833785,-0.06290691675084026,-0.26202690373917814,5.1857,short
2020-12-16,XTZ,-0.08730329620536342,-0.075246443311296,0.012056852894067424,4.2323,short
2020-12-16,XRP,-0.1301831380009702,-0.03537869170218197,0.09480444629878823,1.0,short
2021-01-15,ETH,-0.08244792802170019,-0.10853429978957388,-0.026086371767873692,13.4057,short
2021-01-15,LINK,-0.07266470845726711,-0.08726787918659973,-0.01460317072933262,29.1836,short
2021-01-15,BTC,-0.10885776470092969,-0.15711390322114,-0.04825613852021031,9.3278,short
2021-01-15,LTC,-0.062497547055784794,-0.09335291937583594,-0.030855372320051144,10.92,short
2021-01-15,ETC,0.5,0.13795787675913077,-0.36204212324086926,1.0,long
2021-01-15,BCH,-0.06290691675084026,0.14541215062297758,0.20831906737381783,6.4416,long
2021-01-15,XTZ,-0.075246443311296,0.21662997261789163,0.2918764159291876,6.038,long
2021-01-15,XRP,-0.03537869170218197,-0.05373099842685046,-0.01835230672466849,8.7103,short
2021-02-14,ETH,-0.10853429978957388,0.09822671456114855,0.20676101435072242,10.0503,long
2021-02-14,LINK,-0.08726787918659973,0.0878781075757427,0.17514598676234244,7.4291,long
2021-02-14,GRT,0.0,-0.1190184898110344,-0.1190184898110344,31.2284,short
2021-02-14,BTC,-0.15711390322114,0.1233850268784679,0.2804989300996079,10.0028,long
2021-02-14,LTC,-0.09335291937583594,0.1085575610482984,0.20191048042413434,9.6944,long
2021-02-14,ETC,0.13795787675913077,0.08195258993634244,-0.056005286822788325,7.761800000000001,long
2021-02-14,BCH,0.14541215062297758,0.0,-0.14541215062297758,13.0461,close
2021-02-14,XTZ,0.21662997261789163,-0.20962490736480763,-0.4262548799826993,18.4594,short
2021-02-14,XRP,-0.05373099842685046,0.0,0.05373099842685046,11.1824,close
2021-02-14,FIL,0.0,-0.171356602824158,-0.171356602824158,13.6887,short
2021-03-16,ETH,0.09822671456114855,0.12913624050693745,0.0309095259457889,3.0443,long
2021-03-16,LINK,0.0878781075757427,0.1024548136566509,0.014576706080908206,1.0,long
2021-03-16,GRT,-0.1190184898110344,-0.08497326220145618,0.03404522760957822,4.7778,short
2021-03-16,BTC,0.1233850268784679,0.15000081519511016,0.026615788316642255,1.4614,long
2021-03-16,LTC,0.1085575610482984,-0.11347184253090141,-0.2220294035791998,3.8322,short
2021-03-16,ETC,0.08195258993634244,-0.09571357740557711,-0.17766616734191953,3.5118000000000005,short
2021-03-16,BCH,0.0,0.1184081306413015,0.1184081306413015,2.3869,long
2021-03-16,XTZ,-0.20962490736480763,-0.10691423657132189,0.10271067079348574,6.905799999999999,short
2021-03-16,FIL,-0.171356602824158,-0.0989270812907434,0.07242952153341459,5.7342,short
2021-04-15,ETH,0.12913624050693745,0.10013518974655497,-0.02900105076038248,4.433800000000001,long
2021-04-15,GRT,-0.08497326220145618,-0.23863950374240342,-0.15366624154094724,25.6455,short
2021-04-15,LINK,0.1024548136566509,0.0,-0.1024548136566509,10.9802,close
2021-04-15,BTC,0.15000081519511016,0.14548685880063003,-0.004513956394480129,7.2744,long
2021-04-15,LTC,-0.11347184253090141,0.07990569171111396,0.19337753424201537,7.922899999999999,long
2021-04-15,ETC,-0.09571357740557711,0.057443314760879355,0.15315689216645645,10.6292,long
2021-04-15,BCH,0.1184081306413015,0.07881104508703056,-0.03959708555427094,8.8223,long
2021-04-15,XTZ,-0.10691423657132189,-0.26136049625759655,-0.15444625968627468,26.908,short
2021-04-15,FIL,-0.0989270812907434,0.038217899893791096,0.1371449811845345,9.2967,long
2021-05-15,ETH,0.10013518974655497,-0.19322036460887973,-0.2933555543554347,1.5155,short
2021-05-15,LINK,0.0,0.07524496891562332,0.07524496891562332,1.0,long
2021-05-15,GRT,-0.23863950374240342,-0.17934477434356916,0.05929472939883426,2.111,short
2021-05-15,BTC,0.14548685880063003,0.11895694766786398,-0.02652991113276605,1.0,long
2021-05-15,LTC,0.07990569171111396,0.0,-0.07990569171111396,1.0,close
2021-05-15,ADA,0.0,0.07154836348505068,0.07154836348505068,1.0,long
2021-05-15,ETC,0.057443314760879355,0.03686992358870749,-0.020573391172171863,1.0,long
2021-05-15,BCH,0.07881104508703056,0.045328552511276744,-0.033482492575753815,1.0,long
2021-05-15,CRV,0.0,0.06502487290265802,0.06502487290265802,1.0,long
2021-05-15,XTZ,-0.26136049625759655,-0.12743486104755108,0.13392563521004547,1.8227,short
2021-05-15,FIL,0.038217899893791096,0.08702637092881978,0.04880847103502868,1.0,long
2021-06-14,GRT,-0.17934477434356916,0.06318353221143914,0.2425283065550083,-0.9593,long
2021-06-14,LINK,0.07524496891562332,0.06156076723877681,-0.01368420167684651,0.4064,long
2021-06-14,ETH,-0.19322036460887973,0.0,0.19322036460887973,1.0,close
2021-06-14,LTC,0.0,-0.15333828652957876,-0.15333828652957876,1.0,short
2021-06-14,BCH,0.045328552511276744,0.07269398013228526,0.027365427621008513,1.0,long
2021-06-14,CRV,0.06502487290265802,0.0,-0.06502487290265802,1.0,close
2021-06-14,XLM,0.0,-0.19411249659744337,-0.19411249659744337,1.0,short
2021-06-14,BTC,0.11895694766786398,0.14210584020322886,0.02314889253536488,1.0,long
2021-06-14,ADA,0.07154836348505068,0.08825702803685023,0.01670866455179955,-1.2865,long
2021-06-14,ETC,0.03686992358870749,0.07219885217741968,0.03532892858871219,-2.6986,long
2021-06-14,XTZ,-0.12743486104755108,-0.15254921687297787,-0.025114355825426787,1.0,short
2021-06-14,FIL,0.08702637092881978,0.0,-0.08702637092881978,1.0,close
2021-07-14,ETH,0.0,0.0754263902470451,0.0754263902470451,-0.6525000000000001,long
2021-07-14,GRT,0.06318353221143914,0.05132949041554609,-0.011854041795893056,-7.656300000000001,long
