date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,avg_divergence_long,avg_divergence_short,daily_return,cumulative_max,drawdown
2022-01-31,9988.32685360174,1,1,0.5,0.5,0.0,1.0,-0.6061451373891688,0.26982644152285556,,9988.32685360174,0.0
2022-02-01,10167.223909536877,1,1,0.5,0.5,0.0,1.0,-0.4572835430261318,0.28975863833245535,0.017910612914176616,10167.223909536877,0.0
2022-02-02,10221.84692632589,1,1,0.5,0.5,0.0,1.0,-0.5176816622274795,0.34533462275102805,0.0053724612809773475,10221.84692632589,0.0
2022-02-03,10155.375291187136,1,1,0.5,0.5,0.0,1.0,0.4491086534115293,0.3418139948727658,-0.006502898704886628,10221.84692632589,-0.006502898704886649
2022-02-04,10042.325866558505,1,1,0.5,0.5,0.0,1.0,0.3774147082037598,0.16722911440554655,-0.011131979014772142,10221.84692632589,-0.017562487587740806
2022-02-05,9976.552197283878,1,1,0.5,0.5,0.0,1.0,0.40117733648678533,0.14565354606660763,-0.006549644987488112,10221.84692632589,-0.023997104516432086
2022-02-06,9873.604249761987,1,1,0.5,0.5,0.0,1.0,0.3327468654650525,-0.002574624171327785,-0.010318990517577564,10221.84692632589,-0.03406846914005532
2022-02-07,9859.28397031943,1,1,0.5,0.5,0.0,1.0,-0.4497091215295358,0.2643944059058667,-0.001450359876729257,10221.84692632589,-0.03546941747608222
2022-02-08,9848.788122800393,1,1,0.5,0.5,0.0,1.0,0.1427343214498676,0.3108878206641533,-0.001064564886317565,10221.84692632589,-0.036496222866016635
2022-02-09,9877.174659899301,1,1,0.5,0.5,0.0,1.0,0.0533947183912612,0.27769243594713244,0.002882236549813788,10221.84692632589,-0.03371917706367737
2022-02-10,10414.320627504922,1,1,0.5,0.5,0.0,1.0,0.12325224476584935,0.3790628156112793,0.05438255230884992,10414.320627504922,0.0
2022-02-11,10267.282829187914,1,1,0.5,0.5,0.0,1.0,0.061699811965309596,0.4583856693671951,-0.014118808473081779,10414.320627504922,-0.014118808473081832
2022-02-12,10317.841730880526,1,1,0.5,0.5,0.0,1.0,0.13242628708380944,0.39742870990001966,0.004924272812363073,10414.320627504922,-0.009264060525425794
2022-02-13,10246.544271371402,1,1,0.5,0.5,0.0,1.0,0.12488698844980663,0.43734878315420483,-0.006910113700982268,10414.320627504922,-0.016110158514844545
2022-02-14,10049.401784029642,1,1,0.5,0.5,0.0,1.0,-0.21516066117043017,0.4374815646969798,-0.01923990002098286,10414.320627504922,-0.035040100696679566
2022-02-15,9829.958250774602,1,1,0.5,0.5,0.0,1.0,-0.17099651598791726,0.40781170134018013,-0.021836477232284213,10414.320627504922,-0.056111425567883844
2022-02-16,9942.687116481407,1,1,0.5,0.5,0.0,1.0,-0.17377691633284711,0.33491541825469456,0.011467888553638783,10414.320627504922,-0.0452870165892433
2022-02-17,9998.421931043998,1,1,0.5,0.5,0.0,1.0,-0.23993128072498263,0.4031500354091406,0.005605608816775742,10414.320627504922,-0.03993526907194566
2022-02-18,9934.708022503324,1,1,0.5,0.5,0.0,1.0,-0.1831466651260508,0.3809465909130379,-0.006372396462170693,10414.320627504922,-0.04605318216676642
2022-02-19,9995.604676419189,1,1,0.5,0.5,0.0,1.0,-0.12704267265828648,0.2955291801700834,0.006129687332322886,10414.320627504922,-0.04020578644178438
2022-02-20,9966.955025944362,1,1,0.5,0.5,0.0,1.0,-0.05842452716332655,0.2345349011261366,-0.0028662248460480377,10414.320627504922,-0.04295677246377806
2022-02-21,10032.750188642682,1,1,0.5,0.5,0.0,1.0,-0.15055543835291865,0.2160296473352794,0.006601330348843026,10414.320627504922,-0.036639013960688575
2022-02-22,10106.16491363842,1,1,0.5,0.5,0.0,1.0,-0.06934419267169724,0.21740454628417502,0.007317507524392086,10414.320627504922,-0.029589612696640163
2022-02-23,10136.182161619521,1,1,0.5,0.5,0.0,1.0,-0.06493913229300984,0.16067674601147924,0.0029701917827000823,10414.320627504922,-0.02670730773842491
