date,symbol,signal,kurtosis,kurtosis_rank,kurtosis_percentile,returns_mean_30d,returns_std_30d
2020-02-19,XRP/USD,LONG,-0.018562096681551843,3.0,100.0,0.005504525915886265,0.04103072332890517
2020-02-24,XLM/USD,LONG,0.09303182423701362,3.0,100.0,0.007116563791592564,0.041929118855788115
2020-02-29,ALGO/USD,LONG,2.032834399071157,5.0,100.0,0.00996760829463607,0.0830539527688722
2020-02-29,XRP/USD,LONG,-0.5000009389488245,4.0,80.0,-0.00207562276723339,0.04592616972583161
2020-02-29,ZRX/USD,SHORT,-1.0592179811181048,1.0,20.0,-0.0005009097512072104,0.05264538120412351
2020-03-05,ALGO/USD,LONG,1.31881711995623,5.0,100.0,0.009944015688561209,0.08768357696332035
2020-03-05,XRP/USD,LONG,-0.5078576708471711,4.0,80.0,-0.0034980963976909735,0.04586912146841233
2020-03-05,ZRX/USD,SHORT,-1.054229587348614,1.0,20.0,0.002821830354115109,0.05335440671357226
2020-03-10,ALGO/USD,LONG,0.9150241496363094,5.0,100.0,-0.006482998202385344,0.09134191486523839
2020-03-10,XRP/USD,LONG,0.10096350597336157,4.0,80.0,-0.00967589065008061,0.05280316630047117
2020-03-10,ZRX/USD,SHORT,-0.4819305301198069,1.0,20.0,-0.007125212959107267,0.05959551555817928
2020-03-15,LINK/USD,LONG,12.109112577415907,6.0,100.0,-0.0252847206331497,0.12302218393271681
2020-03-15,XTZ/USD,LONG,9.77166867554166,5.0,83.33333333333334,-0.02725652931601943,0.13691921488173678
2020-03-15,ZRX/USD,SHORT,6.163506119228334,1.0,16.666666666666664,-0.02631825897707433,0.08752507942024886
2020-03-20,LINK/USD,LONG,9.952978352131087,6.0,100.0,-0.022132084722778812,0.12882769421547702
2020-03-20,XTZ/USD,LONG,8.584609487149848,5.0,83.33333333333334,-0.02489196638283865,0.14103640719763977
2020-03-20,ZRX/USD,SHORT,5.368470244909702,1.0,16.666666666666664,-0.02070505309948605,0.09137705924098732
