initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,num_rebalances,avg_long_positions,avg_short_positions,avg_dw_long,avg_dw_short
10000,2241.0758109052745,-0.7758924189094726,-0.23478642356243606,0.5044959523215918,-0.46538812151414655,-0.5883738098939044,-0.8685336120692648,-0.2703250862140636,0.37175085826385484,2040,292,1.0696078431372549,0.0,1.8016102183067308,
