initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure,avg_long_funding_rate,avg_short_funding_rate,total_expected_funding_income
10000,40457.57856514815,3.045757856514815,0.2790812233726516,0.366894175274724,0.7606586372315135,-0.4255683492111791,0.516642547033285,2074,2.8437801350048217,2.51976856316297,5.363548698167792,0.4493731918997107,0.4662487945998071,-0.016875602700096432,0.9156219864995179,-0.42864277217240765,2.2321028918612016,42.61460034514232
