initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure,avg_long_funding_rate,avg_short_funding_rate,total_expected_funding_income
10000,16332.872867008784,0.6332872867008784,0.10926513593537446,0.24182065447685405,0.45184368627135946,-0.3050383869706827,0.5020266357845976,1728,3.5150462962962963,2.892939814814815,6.407986111111111,0.47366898148148145,0.48582175925925924,-0.01215277777777778,0.9594907407407407,-0.001616679718847437,1.654470629231145,18.842872851241687
