strategy,trendline_window,score_method,r2_threshold,pvalue_threshold,volatility_window,rebalance_days,num_quintiles,long_percentile,short_percentile,weighting_method,initial_capital,leverage,long_allocation,short_allocation,avg_trendline_score_long,avg_trendline_score_short,avg_r2_long,avg_r2_short,long_symbols,short_symbols
long_uptrend_short_downtrend,60,multiplicative,0.0,1.0,30,7,5,80,20,equal_weight,10000,1.0,0.5,0.5,80.60467683290598,-153.82656664237587,0.4228772835343698,0.49517567065318885,"ADA/USD,ALGO/USD,ANKR/USD,ATH/USD,BNT/USD,BONK/USD,CHZ/USD,CRO/USD,CRV/USD,CVC/USD,ENA/USD,EOS/USD,GIGA/USD,GRT/USD,LDO/USD,LINK/USD,MAGIC/USD,MANA/USD,MOG/USD,OXT/USD,PENGU/USD,PEPE/USD,PNUT/USD,POPCAT/USD,POWR/USD,PYTH/USD,ROSE/USD,SNX/USD,STORJ/USD,SUPER/USD,T/USD,TURBO/USD,USDT/USD,W/USD,WIF/USD,WLD/USD,XLM/USD,XTZ/USD,ZRX/USD","ADA/USD,ALGO/USD,ANKR/USD,ATH/USD,BIO/USD,BONK/USD,CHZ/USD,CRO/USD,CVC/USD,DOGE/USD,EOS/USD,FARTCOIN/USD,FLOKI/USD,GIGA/USD,GRT/USD,IMX/USD,LDO/USD,MAGIC/USD,MANA/USD,MOG/USD,OXT/USD,PENGU/USD,PNUT/USD,POPCAT/USD,PYTH/USD,ROSE/USD,RSR/USD,STORJ/USD,T/USD,TURBO/USD,USDT/USD,WIF/USD,XLM/USD,ZRX/USD"
