date,symbol,base,open,high,low,close,volume,cmc_rank,market_cap,coin_name,cmc_price,circulating_supply,cmc_volume_24h,pct_1h,pct_24h,pct_7d,returns,skewness_30d,volume_30d_avg,market_cap_shifted,passes_volume_filter,passes_marketcap_filter,passes_data_filter,passes_all_filters,forward_return,quintile,signal
2021-05-21,MANA/USD,MANA,0.958,1.011,0.697,0.82,17593812.59,104.0,120814039.59466664,Decentraland,0.08142354,1483772847.878867,30341186.53149482,1.050844665138,2.353066634186,0.895737206074,-0.15554343771256182,-0.7841473963376097,12600086.263666667,120814039.59466664,True,True,True,True,-0.07730256286266882,5,-1
2021-05-21,ADA/USD,ADA,1.806,1.874,1.3169,1.5525,307315756.9,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,-0.15124792016929697,-0.49092738304697286,172400001.689,6377915101.911628,True,True,True,True,-0.05787478290297448,5,-1
2021-05-21,EOS/USD,EOS,6.658,6.93,4.83,5.568,10786561.1,15.0,2625024378.6311483,EOS,2.7950519,939168383.9261,4016977942.267029,0.105015822823,6.42036802599,2.959966400009,-0.1795339105482816,-0.07964078192118007,10821199.076666666,2625024378.6311483,True,True,True,True,-0.0862279848618256,5,-1
2021-05-22,MANA/USD,MANA,0.82,0.828,0.696,0.759,9492933.69,104.0,120814039.59466664,Decentraland,0.08142354,1483772847.878867,30341186.53149482,1.050844665138,2.353066634186,0.895737206074,-0.07730256286266882,-0.7029949001885037,12805089.456666667,120814039.59466664,True,True,True,True,-0.19585140902620224,5,-1
2021-05-22,ADA/USD,ADA,1.5524,1.601,1.3674,1.4652,155738930.97,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,-0.05787478290297448,-0.4679208316961364,180176846.719,6377915101.911628,True,True,True,True,-0.10602807242493979,5,-1
2021-05-22,EOS/USD,EOS,5.57,5.681,4.907,5.108,6786321.5,15.0,2625024378.6311483,EOS,2.7950519,939168383.9261,4016977942.267029,0.105015822823,6.42036802599,2.959966400009,-0.0862279848618256,-0.04174547404280816,11067165.94,2625024378.6311483,True,True,True,True,-0.17126311531080948,5,-1
2021-05-23,MANA/USD,MANA,0.759,0.803,0.484,0.624,21835715.21,104.0,120814039.59466664,Decentraland,0.08142354,1483772847.878867,30341186.53149482,1.050844665138,2.353066634186,0.895737206074,-0.19585140902620224,-0.6895718547555941,12670931.678666664,120814039.59466664,True,True,True,True,0.2218606775013206,5,-1
2021-05-23,ADA/USD,ADA,1.4653,1.54,1.06,1.3178,362911913.98,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,-0.10602807242493979,-0.4608415716216708,181945091.87099996,6377915101.911628,True,True,True,True,0.1622912514335727,5,-1
2021-05-23,EOS/USD,EOS,5.109,5.331,3.58,4.304,10622178.1,15.0,2625024378.6311483,EOS,2.7950519,939168383.9261,4016977942.267029,0.105015822823,6.42036802599,2.959966400009,-0.17126311531080948,-0.03694166524768328,11095095.836666668,2625024378.6311483,True,True,True,True,0.2728184364119152,5,-1
2021-05-24,MANA/USD,MANA,0.623,0.785,0.589,0.779,18055757.08,104.0,120814039.59466664,Decentraland,0.08142354,1483772847.878867,30341186.53149482,1.050844665138,2.353066634186,0.895737206074,0.2218606775013206,-0.5713436204897456,12784819.963333335,120814039.59466664,True,True,True,True,0.007672671911660186,5,-1
2021-05-24,ADA/USD,ADA,1.3178,1.5999,1.2586,1.55,255961229.19,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,0.1622912514335727,-0.36511256006336235,187639228.179,6377915101.911628,True,True,True,True,0.0031563039504782205,5,-1
2021-05-24,EOS/USD,EOS,4.301,5.654,4.179,5.654,13705614.2,15.0,2625024378.6311483,EOS,2.7950519,939168383.9261,4016977942.267029,0.105015822823,6.42036802599,2.959966400009,0.2728184364119152,0.006736869050283523,11113710.933333334,2625024378.6311483,True,True,True,True,0.009154993519909642,5,-1
2021-05-25,MANA/USD,MANA,0.781,0.85,0.717,0.785,12932121.74,104.0,120814039.59466664,Decentraland,0.08142354,1483772847.878867,30341186.53149482,1.050844665138,2.353066634186,0.895737206074,0.007672671911660186,-0.4837513550228376,13193808.014666667,120814039.59466664,True,True,True,True,0.25202189205289666,5,-1
2021-05-25,ADA/USD,ADA,1.5499,1.65,1.4373,1.5549,193646460.6,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,0.0031563039504782205,-0.42193440075325767,194015947.40233332,6377915101.911628,True,True,True,True,0.1358199160809689,5,-1
2021-05-25,EOS/USD,EOS,5.655,6.008,5.062,5.706,13431175.1,15.0,2625024378.6311483,EOS,2.7950519,939168383.9261,4016977942.267029,0.105015822823,6.42036802599,2.959966400009,0.009154993519909642,-0.06822649224011217,11466184.703333335,2625024378.6311483,True,True,True,True,0.1217863835998424,5,-1
2021-05-26,MANA/USD,MANA,0.787,1.015,0.762,1.01,27509567.51,104.0,120814039.59466664,Decentraland,0.08142354,1483772847.878867,30341186.53149482,1.050844665138,2.353066634186,0.895737206074,0.25202189205289666,-0.4951676886174293,13355356.829333333,120814039.59466664,True,True,True,True,-0.11531084651099437,5,-1
2021-05-26,ADA/USD,ADA,1.5547,1.8332,1.554,1.7811,224330520.17,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,0.1358199160809689,-0.43538564832751014,198757373.90933332,6377915101.911628,True,True,True,True,-0.07240347900024754,5,-1
2021-05-26,EOS/USD,EOS,5.698,6.521,5.547,6.445,10956947.7,15.0,2625024378.6311483,EOS,2.7950519,939168383.9261,4016977942.267029,0.105015822823,6.42036802599,2.959966400009,0.1217863835998424,-0.083459003196447,11782971.17,2625024378.6311483,True,True,True,True,0.08574344135508981,5,-1
2021-05-27,ADA/USD,ADA,1.7822,1.79,1.61,1.6567,128226844.71,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,-0.07240347900024754,-0.42920655041841654,203747906.28733334,6377915101.911628,True,True,True,True,-0.09000646893016533,5,-1
2021-05-27,MANA/USD,MANA,1.011,1.019,0.856,0.9,16676188.82,104.0,120814039.59466664,Decentraland,0.08142354,1483772847.878867,30341186.53149482,1.050844665138,2.353066634186,0.895737206074,-0.11531084651099437,-0.2813296735501763,13954336.383,120814039.59466664,True,True,True,True,-0.1016636537765003,5,-1
2021-05-27,EOS/USD,EOS,6.441,7.695,6.063,7.022,17236714.6,15.0,2625024378.6311483,EOS,2.7950519,939168383.9261,4016977942.267029,0.105015822823,6.42036802599,2.959966400009,0.08574344135508981,-0.07564824337600944,11982939.443333333,2625024378.6311483,True,True,True,True,-0.13781283201752875,5,-1
2021-05-28,ADA/USD,ADA,1.6565,1.68,1.4501,1.5141,196815551.17,8.0,6377915101.911628,Cardano,0.20499536,31112484646.0,2303857908.8700047,2.209417764677,15.540791684273,32.75007396959,-0.09000646893016533,-0.32233178110337557,205767628.013,6377915101.911628,True,True,True,True,-0.07471272840203183,5,-1
