date,regime,strategy,direction,daily_return,num_positions
2021-05-11,Moderate Up,Trend Following,LONG,-0.058334940238199684,2
2021-05-11,Moderate Up,Trend Following,SHORT,0.14382571585903087,1
2021-05-18,Strong Down,Mean Reversion,LONG,-0.19454272542082124,1
2021-05-18,Strong Down,Mean Reversion,SHORT,0.15911983978456162,2
2021-05-18,Strong Down,Trend Following,LONG,-0.15911983978456162,2
2021-05-18,Strong Down,Trend Following,SHORT,0.19454272542082124,1
2021-05-25,Down,Mean Reversion,LONG,0.06874709670909757,2
2021-05-25,Down,Mean Reversion,SHORT,-0.05963780344309856,3
2021-05-25,Down,Trend Following,LONG,0.05963780344309856,3
2021-05-25,Down,Trend Following,SHORT,-0.06874709670909757,2
2021-06-01,Down,Mean Reversion,LONG,0.0013855799519882084,2
2021-06-01,Down,Mean Reversion,SHORT,-0.024294890785627306,3
2021-06-01,Down,Trend Following,LONG,0.024294890785627306,3
2021-06-01,Down,Trend Following,SHORT,-0.0013855799519882084,2
2021-06-08,Strong Down,Mean Reversion,LONG,0.012719827984294108,2
2021-06-08,Strong Down,Mean Reversion,SHORT,-0.022880766940009466,3
2021-06-08,Strong Down,Trend Following,LONG,0.022880766940009466,3
2021-06-08,Strong Down,Trend Following,SHORT,-0.012719827984294108,2
2021-06-15,Moderate Up,Mean Reversion,LONG,-0.01140145911474516,2
2021-06-15,Moderate Up,Mean Reversion,SHORT,0.02816322234856632,3
2021-06-15,Moderate Up,Trend Following,LONG,-0.02816322234856632,3
2021-06-15,Moderate Up,Trend Following,SHORT,0.01140145911474516,2
2021-06-22,Strong Down,Mean Reversion,LONG,0.12777407457567702,2
2021-06-22,Strong Down,Mean Reversion,SHORT,-0.06374181447040254,3
2021-06-22,Strong Down,Trend Following,LONG,0.06374181447040254,3
2021-06-22,Strong Down,Trend Following,SHORT,-0.12777407457567702,2
2021-06-29,Moderate Up,Mean Reversion,LONG,0.003425091970062133,1
2021-06-29,Moderate Up,Mean Reversion,SHORT,-0.010635395044800378,2
2021-06-29,Moderate Up,Trend Following,LONG,0.010635395044800378,2
2021-06-29,Moderate Up,Trend Following,SHORT,-0.003425091970062133,1
2021-07-06,Moderate Up,Mean Reversion,LONG,-0.003943476832073689,1
2021-07-06,Moderate Up,Mean Reversion,SHORT,-0.0023668320212681393,2
2021-07-06,Moderate Up,Trend Following,LONG,0.0023668320212681393,2
2021-07-06,Moderate Up,Trend Following,SHORT,0.003943476832073689,1
2021-07-13,Down,Mean Reversion,LONG,-0.0029346320346320953,2
2021-07-13,Down,Mean Reversion,SHORT,-0.004455439711934515,3
2021-07-13,Down,Trend Following,LONG,0.004455439711934515,3
2021-07-13,Down,Trend Following,SHORT,0.0029346320346320953,2
2021-07-20,Down,Mean Reversion,LONG,0.0332317073170732,2
2021-07-20,Down,Mean Reversion,SHORT,-0.04588009423315873,3
2021-07-20,Down,Trend Following,LONG,0.04588009423315873,3
2021-07-20,Down,Trend Following,SHORT,-0.0332317073170732,2
2021-07-27,Strong Up,Mean Reversion,LONG,-0.0050740697538784185,1
2021-07-27,Strong Up,Mean Reversion,SHORT,-0.005054904536402838,2
2021-07-27,Strong Up,Trend Following,LONG,0.005054904536402838,2
2021-07-27,Strong Up,Trend Following,SHORT,0.0050740697538784185,1
2021-08-03,Down,Mean Reversion,LONG,0.02695173630036113,2
2021-08-03,Down,Mean Reversion,SHORT,-0.006385373009366811,3
2021-08-03,Down,Trend Following,LONG,0.006385373009366811,3
2021-08-03,Down,Trend Following,SHORT,-0.02695173630036113,2
2021-08-10,Strong Up,Mean Reversion,LONG,4.998500449859833e-05,1
2021-08-10,Strong Up,Mean Reversion,SHORT,-0.02070210265341854,2
2021-08-10,Strong Up,Trend Following,LONG,0.02070210265341854,2
2021-08-10,Strong Up,Trend Following,SHORT,-4.998500449859833e-05,1
2021-08-17,Moderate Up,Mean Reversion,LONG,-0.010781622911694516,2
2021-08-17,Moderate Up,Mean Reversion,SHORT,-0.02522310314973748,3
2021-08-17,Moderate Up,Trend Following,LONG,0.02522310314973748,3
2021-08-17,Moderate Up,Trend Following,SHORT,0.010781622911694516,2
2021-08-24,Moderate Up,Mean Reversion,LONG,0.029919485036169757,2
2021-08-24,Moderate Up,Mean Reversion,SHORT,-0.015017063223873226,3
2021-08-24,Moderate Up,Trend Following,LONG,0.015017063223873226,3
2021-08-24,Moderate Up,Trend Following,SHORT,-0.029919485036169757,2
2021-08-31,Moderate Up,Mean Reversion,LONG,0.025179633595959705,2
2021-08-31,Moderate Up,Mean Reversion,SHORT,-0.028452114674435747,3
2021-08-31,Moderate Up,Trend Following,LONG,0.028452114674435747,3
2021-08-31,Moderate Up,Trend Following,SHORT,-0.025179633595959705,2
2021-09-07,Down,Mean Reversion,LONG,0.00615097414154514,2
2021-09-07,Down,Mean Reversion,SHORT,-0.09141818809445328,3
2021-09-07,Down,Trend Following,LONG,0.09141818809445328,3
2021-09-07,Down,Trend Following,SHORT,-0.00615097414154514,2
2021-09-14,Moderate Up,Mean Reversion,LONG,0.014873167244339791,2
2021-09-14,Moderate Up,Mean Reversion,SHORT,0.0021439840171895513,3
2021-09-14,Moderate Up,Trend Following,LONG,-0.0021439840171895513,3
2021-09-14,Moderate Up,Trend Following,SHORT,-0.014873167244339791,2
2021-09-21,Strong Down,Mean Reversion,LONG,0.05766907655044806,2
2021-09-21,Strong Down,Mean Reversion,SHORT,-0.0672288223619397,3
2021-09-21,Strong Down,Trend Following,LONG,0.0672288223619397,3
2021-09-21,Strong Down,Trend Following,SHORT,-0.05766907655044806,2
2021-09-28,Down,Mean Reversion,LONG,0.007793810490617753,2
2021-09-28,Down,Mean Reversion,SHORT,-0.012752625044289529,3
2021-09-28,Down,Trend Following,LONG,0.012752625044289529,3
2021-09-28,Down,Trend Following,SHORT,-0.007793810490617753,2
2021-10-05,Strong Up,Mean Reversion,LONG,-0.005518349037161585,2
2021-10-05,Strong Up,Mean Reversion,SHORT,0.01451495113571569,3
2021-10-05,Strong Up,Trend Following,LONG,-0.01451495113571569,3
2021-10-05,Strong Up,Trend Following,SHORT,0.005518349037161585,2
2021-10-12,Moderate Up,Mean Reversion,LONG,0.02535813953488375,2
2021-10-12,Moderate Up,Mean Reversion,SHORT,-0.01815708645805154,3
2021-10-12,Moderate Up,Trend Following,LONG,0.01815708645805154,3
2021-10-12,Moderate Up,Trend Following,SHORT,-0.02535813953488375,2
2021-10-19,Strong Up,Mean Reversion,LONG,0.009478790950749272,2
2021-10-19,Strong Up,Mean Reversion,SHORT,-0.01064017321028424,3
2021-10-19,Strong Up,Trend Following,LONG,0.01064017321028424,3
2021-10-19,Strong Up,Trend Following,SHORT,-0.009478790950749272,2
2021-10-26,Down,Mean Reversion,LONG,-0.030076073095543443,2
2021-10-26,Down,Mean Reversion,SHORT,0.04719239400809037,3
2021-10-26,Down,Trend Following,LONG,-0.04719239400809037,3
2021-10-26,Down,Trend Following,SHORT,0.030076073095543443,2
2021-11-02,Moderate Up,Mean Reversion,LONG,0.01836756582828336,1
2021-11-02,Moderate Up,Mean Reversion,SHORT,0.02634125776609106,2
2021-11-02,Moderate Up,Trend Following,LONG,-0.02634125776609106,2
2021-11-02,Moderate Up,Trend Following,SHORT,-0.01836756582828336,1
2021-11-09,Moderate Up,Mean Reversion,LONG,-0.0030318602261048544,1
2021-11-09,Moderate Up,Mean Reversion,SHORT,0.04470708855406019,2
2021-11-09,Moderate Up,Trend Following,LONG,-0.04470708855406019,2
2021-11-09,Moderate Up,Trend Following,SHORT,0.0030318602261048544,1
2021-11-16,Down,Mean Reversion,LONG,-0.018759060597274557,1
2021-11-16,Down,Mean Reversion,SHORT,-0.004175758250158423,2
2021-11-16,Down,Trend Following,LONG,0.004175758250158423,2
2021-11-16,Down,Trend Following,SHORT,0.018759060597274557,1
2021-11-23,Moderate Up,Mean Reversion,LONG,-0.025520209173112596,1
2021-11-23,Moderate Up,Mean Reversion,SHORT,0.0007532390326435989,2
2021-11-23,Moderate Up,Trend Following,LONG,-0.0007532390326435989,2
2021-11-23,Moderate Up,Trend Following,SHORT,0.025520209173112596,1
2021-11-30,Down,Mean Reversion,LONG,0.041395656487708044,1
2021-11-30,Down,Mean Reversion,SHORT,0.002544542246656706,2
2021-11-30,Down,Trend Following,LONG,-0.002544542246656706,2
2021-11-30,Down,Trend Following,SHORT,-0.041395656487708044,1
2021-12-07,Strong Down,Mean Reversion,LONG,0.005008891523414327,1
2021-12-07,Strong Down,Mean Reversion,SHORT,-0.03138138197985302,2
2021-12-07,Strong Down,Trend Following,LONG,0.03138138197985302,2
2021-12-07,Strong Down,Trend Following,SHORT,-0.005008891523414327,1
2021-12-14,Moderate Up,Mean Reversion,LONG,0.009514381770638791,1
2021-12-14,Moderate Up,Mean Reversion,SHORT,-0.0079342947220431,2
2021-12-14,Moderate Up,Trend Following,LONG,0.0079342947220431,2
2021-12-14,Moderate Up,Trend Following,SHORT,-0.009514381770638791,1
2021-12-21,Moderate Up,Mean Reversion,LONG,-0.0004627349126027358,1
2021-12-21,Moderate Up,Mean Reversion,SHORT,-0.018322435437531814,2
2021-12-21,Moderate Up,Trend Following,LONG,0.018322435437531814,2
2021-12-21,Moderate Up,Trend Following,SHORT,0.0004627349126027358,1
2021-12-28,Down,Mean Reversion,LONG,-0.012249443207127009,1
2021-12-28,Down,Mean Reversion,SHORT,0.019045553157196887,2
2021-12-28,Down,Trend Following,LONG,-0.019045553157196887,2
2021-12-28,Down,Trend Following,SHORT,0.012249443207127009,1
2022-01-25,Down,Mean Reversion,LONG,0.010208730622539353,1
2022-01-25,Down,Mean Reversion,SHORT,-0.006821279817354253,2
2022-01-25,Down,Trend Following,LONG,0.006821279817354253,2
2022-01-25,Down,Trend Following,SHORT,-0.010208730622539353,1
2022-02-01,Moderate Up,Mean Reversion,LONG,-0.039267015706806296,1
2022-02-01,Moderate Up,Mean Reversion,SHORT,0.022230985511156792,2
2022-02-01,Moderate Up,Trend Following,LONG,-0.022230985511156792,2
2022-02-01,Moderate Up,Trend Following,SHORT,0.039267015706806296,1
2022-02-08,Strong Up,Mean Reversion,LONG,0.025727466288147594,1
2022-02-08,Strong Up,Mean Reversion,SHORT,0.00042810947902788277,2
2022-02-08,Strong Up,Trend Following,LONG,-0.00042810947902788277,2
2022-02-08,Strong Up,Trend Following,SHORT,-0.025727466288147594,1
2022-02-15,Moderate Up,Mean Reversion,LONG,0.00437873480321449,1
2022-02-15,Moderate Up,Mean Reversion,SHORT,-0.004798770480363507,2
2022-02-15,Moderate Up,Trend Following,LONG,0.004798770480363507,2
2022-02-15,Moderate Up,Trend Following,SHORT,-0.00437873480321449,1
2022-02-22,Down,Mean Reversion,LONG,-0.015436529408083877,1
2022-02-22,Down,Mean Reversion,SHORT,0.02526864434339851,2
2022-02-22,Down,Trend Following,LONG,-0.02526864434339851,2
2022-02-22,Down,Trend Following,SHORT,0.015436529408083877,1
2022-03-01,Strong Up,Mean Reversion,LONG,-0.0020921340988219184,1
2022-03-01,Strong Up,Mean Reversion,SHORT,0.011520605641312964,2
2022-03-01,Strong Up,Trend Following,LONG,-0.011520605641312964,2
2022-03-01,Strong Up,Trend Following,SHORT,0.0020921340988219184,1
2022-03-08,Down,Mean Reversion,LONG,0.018238313969197506,1
2022-03-08,Down,Mean Reversion,SHORT,-0.017790725562632614,2
2022-03-08,Down,Trend Following,LONG,0.017790725562632614,2
2022-03-08,Down,Trend Following,SHORT,-0.018238313969197506,1
2022-03-15,Down,Mean Reversion,LONG,0.014519056261342977,1
2022-03-15,Down,Mean Reversion,SHORT,-0.023008182610456285,2
2022-03-15,Down,Trend Following,LONG,0.023008182610456285,2
2022-03-15,Down,Trend Following,SHORT,-0.014519056261342977,1
2022-03-22,Moderate Up,Mean Reversion,LONG,0.019276819923371602,1
2022-03-22,Moderate Up,Mean Reversion,SHORT,-0.02437437714538815,2
2022-03-22,Moderate Up,Trend Following,LONG,0.02437437714538815,2
2022-03-22,Moderate Up,Trend Following,SHORT,-0.019276819923371602,1
2022-03-29,Moderate Up,Mean Reversion,LONG,-0.007075962539021818,1
2022-03-29,Moderate Up,Mean Reversion,SHORT,-0.015039694788965219,2
2022-03-29,Moderate Up,Trend Following,LONG,0.015039694788965219,2
2022-03-29,Moderate Up,Trend Following,SHORT,0.007075962539021818,1
2022-04-05,Down,Mean Reversion,LONG,-0.04084810733109728,1
2022-04-05,Down,Mean Reversion,SHORT,0.060245469597900836,2
2022-04-05,Down,Trend Following,LONG,-0.060245469597900836,2
2022-04-05,Down,Trend Following,SHORT,0.04084810733109728,1
2022-04-12,Down,Mean Reversion,LONG,0.008329947175944707,1
2022-04-12,Down,Mean Reversion,SHORT,-0.012047359323549112,2
2022-04-12,Down,Trend Following,LONG,0.012047359323549112,2
2022-04-12,Down,Trend Following,SHORT,-0.008329947175944707,1
2022-04-19,Moderate Up,Mean Reversion,LONG,-0.0005990893841361089,1
2022-04-19,Moderate Up,Mean Reversion,SHORT,-0.005958961930178086,2
2022-04-19,Moderate Up,Trend Following,LONG,0.005958961930178086,2
2022-04-19,Moderate Up,Trend Following,SHORT,0.0005990893841361089,1
2022-04-26,Down,Mean Reversion,LONG,0.013185654008438852,1
2022-04-26,Down,Mean Reversion,SHORT,-0.008359391237646951,2
2022-04-26,Down,Trend Following,LONG,0.008359391237646951,2
2022-04-26,Down,Trend Following,SHORT,-0.013185654008438852,1
2022-05-03,Down,Mean Reversion,LONG,0.07621900290890238,1
2022-05-03,Down,Mean Reversion,SHORT,-0.029071446821762714,2
2022-05-03,Down,Trend Following,LONG,0.029071446821762714,2
2022-05-03,Down,Trend Following,SHORT,-0.07621900290890238,1
2022-05-10,Strong Down,Mean Reversion,LONG,-0.19141578519121233,1
2022-05-10,Strong Down,Mean Reversion,SHORT,0.10157252670488454,2
2022-05-10,Strong Down,Trend Following,LONG,-0.10157252670488454,2
2022-05-10,Strong Down,Trend Following,SHORT,0.19141578519121233,1
2022-05-17,Moderate Up,Mean Reversion,LONG,-0.06133625410733845,1
2022-05-17,Moderate Up,Mean Reversion,SHORT,0.0536415118057009,2
2022-05-17,Moderate Up,Trend Following,LONG,-0.0536415118057009,2
2022-05-17,Moderate Up,Trend Following,SHORT,0.06133625410733845,1
2022-05-24,Down,Mean Reversion,LONG,-0.0033355645640451015,1
2022-05-24,Down,Mean Reversion,SHORT,0.014125628131783058,2
2022-05-24,Down,Trend Following,LONG,-0.014125628131783058,2
2022-05-24,Down,Trend Following,SHORT,0.0033355645640451015,1
2022-05-31,Moderate Up,Mean Reversion,LONG,-0.03201071080817913,1
2022-05-31,Moderate Up,Mean Reversion,SHORT,0.033992971275627254,2
2022-05-31,Moderate Up,Trend Following,LONG,-0.033992971275627254,2
2022-05-31,Moderate Up,Trend Following,SHORT,0.03201071080817913,1
2022-06-07,Moderate Up,Mean Reversion,LONG,0.02193532213587368,1
2022-06-07,Moderate Up,Mean Reversion,SHORT,0.007215119032244172,2
2022-06-07,Moderate Up,Trend Following,LONG,-0.007215119032244172,2
2022-06-07,Moderate Up,Trend Following,SHORT,-0.02193532213587368,1
2022-06-14,Strong Down,Mean Reversion,LONG,0.05124878365228669,1
2022-06-14,Strong Down,Mean Reversion,SHORT,-0.030431111642107656,2
2022-06-14,Strong Down,Trend Following,LONG,0.030431111642107656,2
2022-06-14,Strong Down,Trend Following,SHORT,-0.05124878365228669,1
2022-06-21,Moderate Up,Mean Reversion,LONG,-0.01857537611298743,1
2022-06-21,Moderate Up,Mean Reversion,SHORT,0.014066177546859182,2
2022-06-21,Moderate Up,Trend Following,LONG,-0.014066177546859182,2
2022-06-21,Moderate Up,Trend Following,SHORT,0.01857537611298743,1
2022-06-28,Down,Mean Reversion,LONG,0.007874015748031482,1
2022-06-28,Down,Mean Reversion,SHORT,0.004283246461569079,2
2022-06-28,Down,Trend Following,LONG,-0.004283246461569079,2
2022-06-28,Down,Trend Following,SHORT,-0.007874015748031482,1
2022-07-05,Moderate Up,Mean Reversion,LONG,0.0050406504065040325,1
2022-07-05,Moderate Up,Mean Reversion,SHORT,-0.015764211282285667,2
2022-07-05,Moderate Up,Trend Following,LONG,0.015764211282285667,2
2022-07-05,Moderate Up,Trend Following,SHORT,-0.0050406504065040325,1
2022-07-12,Strong Down,Mean Reversion,LONG,0.02577975811584976,1
2022-07-12,Strong Down,Mean Reversion,SHORT,-0.022385976553189024,2
2022-07-12,Strong Down,Trend Following,LONG,0.022385976553189024,2
2022-07-12,Strong Down,Trend Following,SHORT,-0.02577975811584976,1
2022-07-19,Strong Up,Mean Reversion,LONG,-0.027301335538138294,1
2022-07-19,Strong Up,Mean Reversion,SHORT,0.02014566319282135,2
2022-07-19,Strong Up,Trend Following,LONG,-0.02014566319282135,2
2022-07-19,Strong Up,Trend Following,SHORT,0.027301335538138294,1
2022-07-26,Down,Mean Reversion,LONG,0.03381976689093147,1
2022-07-26,Down,Mean Reversion,SHORT,-0.05864112081812339,2
2022-07-26,Down,Trend Following,LONG,0.05864112081812339,2
2022-07-26,Down,Trend Following,SHORT,-0.03381976689093147,1
2022-08-02,Down,Mean Reversion,LONG,-0.004134241245136228,1
2022-08-02,Down,Mean Reversion,SHORT,0.009163165805032208,2
2022-08-02,Down,Trend Following,LONG,-0.009163165805032208,2
2022-08-02,Down,Trend Following,SHORT,0.004134241245136228,1
2022-08-09,Moderate Up,Mean Reversion,LONG,0.02780996523754342,1
2022-08-09,Moderate Up,Mean Reversion,SHORT,-0.011177182365325056,2
2022-08-09,Moderate Up,Trend Following,LONG,0.011177182365325056,2
2022-08-09,Moderate Up,Trend Following,SHORT,-0.02780996523754342,1
2022-08-16,Down,Mean Reversion,LONG,-0.016732841747022165,1
2022-08-16,Down,Mean Reversion,SHORT,0.02685392840074527,2
2022-08-16,Down,Trend Following,LONG,-0.02685392840074527,2
2022-08-16,Down,Trend Following,SHORT,0.016732841747022165,1
2022-08-23,Down,Mean Reversion,LONG,-0.005394123387184202,1
2022-08-23,Down,Mean Reversion,SHORT,-0.0015633698654062556,2
2022-08-23,Down,Trend Following,LONG,0.0015633698654062556,2
2022-08-23,Down,Trend Following,SHORT,0.005394123387184202,1
2022-08-30,Down,Mean Reversion,LONG,-0.009246088193456625,1
2022-08-30,Down,Mean Reversion,SHORT,-0.0010572583037367633,2
2022-08-30,Down,Trend Following,LONG,0.0010572583037367633,2
2022-08-30,Down,Trend Following,SHORT,0.009246088193456625,1
2022-09-06,Down,Mean Reversion,LONG,0.02381786339754821,1
2022-09-06,Down,Mean Reversion,SHORT,-0.012565147713316849,2
2022-09-06,Down,Trend Following,LONG,0.012565147713316849,2
2022-09-06,Down,Trend Following,SHORT,-0.02381786339754821,1
2022-09-13,Moderate Up,Mean Reversion,LONG,0.010957518543492917,1
2022-09-13,Moderate Up,Mean Reversion,SHORT,-0.014411483006761039,2
2022-09-13,Moderate Up,Trend Following,LONG,0.014411483006761039,2
2022-09-13,Moderate Up,Trend Following,SHORT,-0.010957518543492917,1
2022-09-20,Down,Mean Reversion,LONG,-0.017098445595854883,1
2022-09-20,Down,Mean Reversion,SHORT,0.014412909085979253,2
2022-09-20,Down,Trend Following,LONG,-0.014412909085979253,2
2022-09-20,Down,Trend Following,SHORT,0.017098445595854883,1
2022-09-27,Down,Mean Reversion,LONG,0.004050405040504024,1
2022-09-27,Down,Mean Reversion,SHORT,0.006574750785759503,2
2022-09-27,Down,Trend Following,LONG,-0.006574750785759503,2
2022-09-27,Down,Trend Following,SHORT,-0.004050405040504024,1
2022-10-04,Moderate Up,Mean Reversion,LONG,-0.004455445544554515,1
2022-10-04,Moderate Up,Mean Reversion,SHORT,0.004618886472323197,2
2022-10-04,Moderate Up,Trend Following,LONG,-0.004618886472323197,2
2022-10-04,Moderate Up,Trend Following,SHORT,0.004455445544554515,1
2022-10-11,Down,Mean Reversion,LONG,0.0011613364302304197,1
2022-10-11,Down,Mean Reversion,SHORT,0.002714073827902369,2
2022-10-11,Down,Trend Following,LONG,-0.002714073827902369,2
2022-10-11,Down,Trend Following,SHORT,-0.0011613364302304197,1
2022-10-18,Down,Mean Reversion,LONG,0.0040216821122573965,1
2022-10-18,Down,Mean Reversion,SHORT,0.020452675363106576,2
2022-10-18,Down,Trend Following,LONG,-0.020452675363106576,2
2022-10-18,Down,Trend Following,SHORT,-0.0040216821122573965,1
2022-10-25,Moderate Up,Mean Reversion,LONG,0.02190382081686426,1
2022-10-25,Moderate Up,Mean Reversion,SHORT,-0.011580290376366542,2
2022-10-25,Moderate Up,Trend Following,LONG,0.011580290376366542,2
2022-10-25,Moderate Up,Trend Following,SHORT,-0.02190382081686426,1
2023-02-07,Down,Mean Reversion,LONG,0.017857142857142794,1
2023-02-07,Down,Mean Reversion,SHORT,0.046710879290280644,2
2023-02-07,Down,Trend Following,LONG,-0.046710879290280644,2
2023-02-07,Down,Trend Following,SHORT,-0.017857142857142794,1
2023-02-14,Moderate Up,Mean Reversion,LONG,0.02484143763213531,1
2023-02-14,Moderate Up,Mean Reversion,SHORT,-0.040856639016581486,2
2023-02-14,Moderate Up,Trend Following,LONG,0.040856639016581486,2
2023-02-14,Moderate Up,Trend Following,SHORT,-0.02484143763213531,1
2023-02-21,Moderate Up,Mean Reversion,LONG,-0.01327592393254401,1
2023-02-21,Moderate Up,Mean Reversion,SHORT,0.015833973279801072,2
2023-02-21,Moderate Up,Trend Following,LONG,-0.015833973279801072,2
2023-02-21,Moderate Up,Trend Following,SHORT,0.01327592393254401,1
2023-02-28,Down,Mean Reversion,LONG,0.0242622950819672,1
2023-02-28,Down,Mean Reversion,SHORT,-0.008845277717550004,2
2023-02-28,Down,Trend Following,LONG,0.008845277717550004,2
2023-02-28,Down,Trend Following,SHORT,-0.0242622950819672,1
2023-03-07,Down,Mean Reversion,LONG,-0.036012703044868366,1
2023-03-07,Down,Mean Reversion,SHORT,0.029401795559383298,2
2023-03-07,Down,Trend Following,LONG,-0.029401795559383298,2
2023-03-07,Down,Trend Following,SHORT,0.036012703044868366,1
2023-03-14,Strong Up,Mean Reversion,LONG,-0.026063100137174278,1
2023-03-14,Strong Up,Mean Reversion,SHORT,0.040299933838123914,2
2023-03-14,Strong Up,Trend Following,LONG,-0.040299933838123914,2
2023-03-14,Strong Up,Trend Following,SHORT,0.026063100137174278,1
2023-03-21,Strong Up,Mean Reversion,LONG,-0.02836695803471556,1
2023-03-21,Strong Up,Mean Reversion,SHORT,0.024616576064880075,2
2023-03-21,Strong Up,Trend Following,LONG,-0.024616576064880075,2
2023-03-21,Strong Up,Trend Following,SHORT,0.02836695803471556,1
2023-03-28,Down,Mean Reversion,LONG,0.017401960784313664,1
2023-03-28,Down,Mean Reversion,SHORT,-0.021475486167577607,2
2023-03-28,Down,Trend Following,LONG,0.021475486167577607,2
2023-03-28,Down,Trend Following,SHORT,-0.017401960784313664,1
2023-04-04,Moderate Up,Mean Reversion,LONG,0.015003489183531005,1
2023-04-04,Moderate Up,Mean Reversion,SHORT,0.0052859349890453655,2
2023-04-04,Moderate Up,Trend Following,LONG,-0.0052859349890453655,2
2023-04-04,Moderate Up,Trend Following,SHORT,-0.015003489183531005,1
2023-04-11,Moderate Up,Mean Reversion,LONG,-0.00994200497100245,1
2023-04-11,Moderate Up,Mean Reversion,SHORT,0.00919497577103931,2
2023-04-11,Moderate Up,Trend Following,LONG,-0.00919497577103931,2
2023-04-11,Moderate Up,Trend Following,SHORT,0.00994200497100245,1
2023-04-18,Down,Mean Reversion,LONG,-0.029234972677595672,1
2023-04-18,Down,Mean Reversion,SHORT,0.043756601385182226,2
2023-04-18,Down,Trend Following,LONG,-0.043756601385182226,2
2023-04-18,Down,Trend Following,SHORT,0.029234972677595672,1
2023-04-25,Moderate Up,Mean Reversion,LONG,-0.008486562942008447,1
2023-04-25,Moderate Up,Mean Reversion,SHORT,0.006532671507674531,2
2023-04-25,Moderate Up,Trend Following,LONG,-0.006532671507674531,2
2023-04-25,Moderate Up,Trend Following,SHORT,0.008486562942008447,1
2023-05-02,Down,Mean Reversion,LONG,-0.0075136612021858284,1
2023-05-02,Down,Mean Reversion,SHORT,-0.002936077422757588,2
2023-05-02,Down,Trend Following,LONG,0.002936077422757588,2
2023-05-02,Down,Trend Following,SHORT,0.0075136612021858284,1
2023-05-09,Down,Mean Reversion,LONG,0.0020345879959308144,1
2023-05-09,Down,Mean Reversion,SHORT,-0.00906262107444078,2
2023-05-09,Down,Trend Following,LONG,0.00906262107444078,2
2023-05-09,Down,Trend Following,SHORT,-0.0020345879959308144,1
2023-07-04,Moderate Up,Mean Reversion,LONG,-0.013572361736101046,1
2023-07-04,Moderate Up,Mean Reversion,SHORT,0.011261198776592818,2
2023-07-04,Moderate Up,Trend Following,LONG,-0.011261198776592818,2
2023-07-04,Moderate Up,Trend Following,SHORT,0.013572361736101046,1
