initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,avg_turnover,long_total_return,short_total_return,long_sharpe,short_sharpe,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,21687.91804832181,1.1687918048321813,0.1468268596472997,0.5375333374703759,0.2731493089121965,0.20027959721949817,-0.6662951911284364,0.22036307871085484,0.11094961240310078,2064,0.02391795865633075,0.0,1.1687918048321904,0,0.2546913762864574,0.0,0.7146317829457365,0.0,0.2180232558139535,-0.2180232558139535,0.2180232558139535
