initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
50000.0,54130.51933864829,0.08261038677296587,0.5620940846520222,0.24180455383642738,2.3245802270219436,-0.06285063443526819,0.578125,65,8.415384615384616,0.0,8.415384615384616,0.5,0.0,0.5,0.5
