date,symbol,signal,old_weight,new_weight,weight_change,kurtosis
2022-01-31,CRO/USD,LONG,0.0,0.35075543047076113,0.35075543047076113,1.9934618910360449
2022-01-31,POWR/USD,LONG,0.0,0.14924456952923884,0.14924456952923884,11.273343363585608
2022-01-31,ALGO/USD,SHORT,0.0,-0.5,-0.5,-0.9896921467879394
2022-02-07,ALGO/USD,CLOSE,-0.5,0.0,0.5,-0.4409016433877926
2022-02-07,POWR/USD,LONG,0.14924456952923884,0.23729555565962285,0.088050986130384,10.773819375875593
2022-02-07,OXT/USD,SHORT,0.0,-0.5,-0.5,-0.5382559022282085
2022-02-07,CRO/USD,LONG,0.35075543047076113,0.26270444434037715,-0.08805098613038398,2.3989136557469584
2022-02-14,POWR/USD,CLOSE,0.23729555565962285,0.0,-0.23729555565962285,
2022-02-14,CRO/USD,LONG,0.26270444434037715,0.2354437451384052,-0.02726069920197194,2.0640741185229174
2022-02-14,ZRX/USD,LONG,0.0,0.2645562548615948,0.2645562548615948,1.1935095004169858
2022-02-21,CRO/USD,LONG,0.2354437451384052,0.2801715955265616,0.04472785038815641,-0.1616398726821009
2022-02-21,ZRX/USD,CLOSE,0.2645562548615948,0.0,-0.2645562548615948,-0.47387809968928396
2022-02-21,GRT/USD,LONG,0.0,0.21982840447343838,0.21982840447343838,1.615304116944908
2022-02-28,CRO/USD,LONG,0.2801715955265616,0.28843102598335757,0.008259430456795946,-0.4402454447886197
2022-02-28,GRT/USD,LONG,0.21982840447343838,0.2115689740166424,-0.008259430456795974,0.6289104733100417
2022-03-07,CRO/USD,LONG,0.28843102598335757,0.2844796517277606,-0.0039513742555969955,-0.4443276883307776
2022-03-07,GRT/USD,LONG,0.2115689740166424,0.21552034827223943,0.003951374255597023,1.7166971112637892
2022-03-14,CRO/USD,LONG,0.2844796517277606,0.2862827282384909,0.001803076510730306,-0.15362759868898612
2022-03-14,GRT/USD,LONG,0.21552034827223943,0.21371727176150915,-0.0018030765107302782,1.828535080885466
2022-03-21,CRO/USD,LONG,0.2862827282384909,0.29465564856743975,0.008372920328948874,0.04266475459945207
2022-03-21,GRT/USD,LONG,0.21371727176150915,0.20534435143256027,-0.008372920328948874,-0.069008640317338
2022-03-28,CRO/USD,LONG,0.29465564856743975,0.2928767527832406,-0.0017788957841991526,0.19009741821859905
2022-03-28,GRT/USD,LONG,0.20534435143256027,0.20712324721675937,0.001778895784199097,0.33446799938142924
2022-04-04,OXT/USD,CLOSE,-0.5,0.0,0.5,-0.18839350080990336
2022-04-04,IMX/USD,LONG,0.0,0.13463364342341,0.13463364342341,1.4249511720336177
2022-04-04,ALGO/USD,LONG,0.0,0.36536635657659,0.36536635657659,0.7345647437993112
2022-04-04,CRO/USD,SHORT,0.2928767527832406,-0.5,-0.7928767527832405,-0.8474806333204277
2022-04-04,GRT/USD,CLOSE,0.20712324721675937,0.0,-0.20712324721675937,0.21852726445017012
2022-04-11,IMX/USD,CLOSE,0.13463364342341,0.0,-0.13463364342341,
2022-04-11,XLM/USD,LONG,0.0,0.24045807061786106,0.24045807061786106,0.8318881199433825
2022-04-11,ALGO/USD,CLOSE,0.36536635657659,0.0,-0.36536635657659,-0.0666923759330631
2022-04-11,CRO/USD,LONG,-0.5,0.2595419293821389,0.7595419293821388,0.5729269107107289
2022-04-11,GRT/USD,SHORT,0.0,-0.5,-0.5,-0.5065498734397882
2022-04-18,XLM/USD,LONG,0.24045807061786106,0.23174046444958019,-0.008717606168280878,0.6219546081390219
2022-04-18,CRO/USD,LONG,0.2595419293821389,0.26825953555041987,0.008717606168280989,0.8438858092314034
2022-04-25,XLM/USD,CLOSE,0.23174046444958019,0.0,-0.23174046444958019,0.64545710021783
2022-04-25,ALGO/USD,SHORT,0.0,-0.5,-0.5,-1.0077855028419347
2022-04-25,CRO/USD,LONG,0.26825953555041987,0.38997239380089327,0.1217128582504734,1.5115878348505873
2022-04-25,ZRX/USD,LONG,0.0,0.11002760619910672,0.11002760619910672,5.476349409541266
2022-04-25,GRT/USD,CLOSE,-0.5,0.0,0.5,-0.04797911196990379
2022-05-02,CRO/USD,LONG,0.38997239380089327,0.3559022612867444,-0.034070132514148865,0.722098652973751
2022-05-02,ZRX/USD,LONG,0.11002760619910672,0.1440977387132556,0.03407013251414888,7.805011204510448
2022-05-09,IMX/USD,SHORT,0.0,-0.5,-0.5,-0.17468268879525883
2022-05-09,ALGO/USD,CLOSE,-0.5,0.0,0.5,1.8316092747404955
2022-05-09,OXT/USD,LONG,0.0,0.32903687423630296,0.32903687423630296,3.2178816360746145
2022-05-09,ZRX/USD,LONG,0.1440977387132556,0.17096312576369702,0.02686538705044142,6.5151275090231096
2022-05-09,CRO/USD,CLOSE,0.3559022612867444,0.0,-0.3559022612867444,1.985190395590764
2022-05-16,IMX/USD,CLOSE,-0.5,0.0,0.5,1.531692955819894
2022-05-16,OXT/USD,CLOSE,0.32903687423630296,0.0,-0.32903687423630296,1.7371869081393596
2022-05-16,CRO/USD,SHORT,0.0,-0.5,-0.5,0.3525407350709511
2022-05-16,ZRX/USD,LONG,0.17096312576369702,0.25041307749363545,0.07944995172993843,3.308410628695693
2022-05-16,GRT/USD,LONG,0.0,0.24958692250636455,0.24958692250636455,5.1554128271469
2022-05-23,OXT/USD,LONG,0.0,0.286291390835371,0.286291390835371,0.879384439136373
2022-05-23,ZRX/USD,CLOSE,0.25041307749363545,0.0,-0.25041307749363545,0.0992677467132963
2022-05-23,GRT/USD,LONG,0.24958692250636455,0.213708609164629,-0.03587831334173555,4.320253265538744
