,Elite VC (8+),Strong VC (5+),Moderate VC (3-4),Weak VC (1-2),Market Benchmark
2021-08-24,94.86320849755097,78.06119852374192,69.58200968576543,104.9745266867124,83.60605890096129
2021-08-25,97.31009813016252,80.48590528211042,73.76240492637888,117.05322570486139,89.70976961652832
2021-08-26,91.36396164438769,74.75687448225163,67.7192922844718,109.40836817445094,83.36267099395516
2021-08-27,97.16608322138528,80.3239577691235,72.3226020632402,115.5826930806782,88.78889818794889
2021-08-28,95.92544339827433,80.00417273328645,70.43679193636439,116.32914138846039,88.45215820088823
2021-08-29,95.3307543718141,80.22369743089843,72.8925881859215,115.02419402194198,88.69992526945158
2021-08-30,93.87540277737882,77.49699186047356,69.71107418559077,108.59466758740597,84.65158921704972
2021-08-31,102.07442032266087,81.95304286029256,72.05948227686085,110.94891489508673,87.78199094309551
2021-09-01,108.30732492090267,87.10472885209181,75.332775372996,116.13377949104084,92.37920113016666
2021-09-02,106.19455111684584,85.60393527481271,73.5560695356896,116.33747572234444,91.42125080210104
2021-09-03,108.64602681757665,88.26810258755361,76.03796593137825,117.28967078013835,93.4038523275551
2021-09-04,112.04401719166123,92.17822292151061,77.98364229916596,118.60730122215838,95.8671039512551
2021-09-05,120.48126814480901,98.23239303072323,83.36956881646478,122.9000264088541,101.03586298436248
2021-09-06,118.32659615247621,98.67850658444236,82.62559033474825,125.8491127023157,102.03288009386706
2021-09-07,99.46994182433453,81.5134802008012,67.08298196646807,106.87328325829903,84.98975510273074
2021-09-08,99.6639149728273,87.39892990029476,66.48483373278106,106.11933167417939,86.89226955520702
2021-09-09,100.9490808024149,92.07775709200551,70.33978267202595,107.95971009280005,90.30699452818423
2021-09-10,96.0917527691635,85.82528717789107,65.20826289105997,100.54699877548909,84.05911125822747
2021-09-11,98.96191438732981,87.7947642351221,66.92214574832484,105.78230173095528,87.04055967141237
2021-09-12,104.12858754343685,94.5597751443231,70.13185394829637,113.4105310559269,93.08803218220531
2021-09-13,100.6668282521934,89.18752186019239,67.03618374709887,106.65071622860634,87.91101270201543
2021-09-14,107.63370766566766,92.26639215309643,71.92567387093733,111.40661275416376,91.94857572062968
2021-09-15,111.29891730118433,95.42781696683802,74.94112169720476,114.97908954002011,95.15176437573973
2021-09-16,108.28612501933306,93.33417171326063,74.4875352671535,113.92739052992644,93.86009550208371
2021-09-17,104.10622936118942,89.40541510390995,73.06756678153819,107.63832897391414,89.7570186574875
2021-09-18,105.5975958159116,91.49543641896256,74.26983430576927,108.71778855133932,91.18635737336969
2021-09-19,102.80106695764587,88.57705952578846,71.97898512133028,104.45541913172728,87.99459862007348
2021-09-20,90.30415163565492,76.80783321155664,61.99317020431489,89.93137666853514,75.95523090975828
2021-09-21,84.40274304077849,71.64339049581086,57.191471503297315,87.25284427957055,71.97541333851932
2021-09-22,93.79134552075723,80.47708674747972,65.03224867550115,99.49382517653666,81.60500172992575
2021-09-23,96.39511661053197,82.98175942061303,67.7794530867851,106.61541728201564,85.85053164297281
2021-09-24,88.04470535261785,75.86377634685164,62.358314432719844,98.49865803491372,78.97272842146721
2021-09-25,86.23454837110916,74.35293048402679,61.325041766549745,103.39686909954091,80.05891936045577
2021-09-26,86.60460076895876,74.8540367359296,62.45712557439846,102.19412560843294,80.05035192732176
2021-09-27,84.27719128144851,72.36179967085295,59.13040583281703,100.23624918530258,77.63218573795118
2021-09-28,80.53315114519823,68.85742786146598,56.46312381903904,96.72431172101317,74.43056756280271
2021-09-29,82.26759159195876,70.98068502604511,58.325301017908714,100.61169278727208,77.09907818781791
2021-09-30,86.47566634925681,73.54997433275483,60.747929388829434,102.97654592871397,79.47973463952606
2021-10-01,96.75528767210622,82.27771777351862,65.4358500524382,112.74984742967703,87.37011502758143
2021-10-02,97.23745595115565,82.7726488304518,66.06752180035167,113.71205336334424,88.06134273511975
2021-10-03,97.39333550645372,84.30049601841993,68.8679245065106,118.51022550107173,91.09626339467208
2021-10-04,96.6889344321558,83.50905946621526,68.52488595401621,114.13270531074639,89.07311531519461
2021-10-05,99.33196094232204,86.63354025624658,70.54630777112448,116.73229687030062,91.63907244553143
2021-10-06,102.34624217635844,86.09334536030015,69.27829281418498,114.8266018138543,90.41913308152868
2021-10-07,102.3869020970073,86.2991296059002,69.50789570153923,115.41339133872393,90.76952781982337
2021-10-08,104.12544368086593,86.80837200209521,71.29810209662463,114.53906741757915,91.04814973826652
2021-10-09,105.78305036128214,88.14352795449882,72.9108523674494,117.28960300165116,92.9496000373035
2021-10-10,100.61779320747561,82.69055484994558,68.15387718838842,111.68785262087763,87.76864937019837
2021-10-11,103.54155284574199,83.67197856083617,67.64324638947443,111.81950918960757,88.0366112671914
2021-10-12,101.87140483248706,82.62580264561629,67.10989082694684,110.43389445344461,87.01631900355048
2021-10-13,107.55477084363281,86.39354328082194,69.60187301657558,111.27625849942382,89.25205243200519
2021-10-14,108.94190056735344,88.21754603930972,74.88639546284948,117.4053384317588,93.49809246973183
2021-10-15,112.05364815643223,90.28226101055266,71.7168744049238,115.12331127085514,92.58105809293681
2021-10-16,110.49593712747908,89.97939269347094,72.84898807010177,115.7113913932362,92.97357821202465
2021-10-17,110.12922045263649,89.5964668572449,69.89272866744761,113.94121236233781,91.49816304373334
2021-10-18,108.32156842360088,88.38208370227258,74.4870503216634,114.28360400015063,92.22480700265129
2021-10-19,110.54060269534719,90.26578877052782,77.03894174611914,116.16540506305725,94.2035351507878
2021-10-20,116.76322402542898,96.53257482081223,77.81427402083223,119.35178711351092,97.88153429222336
2021-10-21,112.61379719955511,95.27731790544381,74.65060279441656,115.81887418643531,95.37934515209314
2021-10-22,112.36794803741212,95.54885801783321,76.77827308991826,118.17815521048807,96.84458425990745
2021-10-23,114.58246833006447,96.56560592584512,78.98844897791656,119.00494797479439,98.031931555596
2021-10-24,111.13603440239974,94.17847779443508,76.38224439834806,114.75315614879686,94.97091996960485
2021-10-25,114.75110679744365,100.45635350185194,85.79521465906545,122.79175935565735,102.43167404392126
2021-10-26,114.24544760495662,99.91445780530893,83.88981060580204,124.77996009805177,102.5391557040123
2021-10-27,107.18728584640633,96.87729909551291,77.23473672933603,113.54770724066185,95.71144878005406
2021-10-28,112.78412638080573,98.68040549062368,84.53846995122174,120.65354031604777,100.69222051699148
2021-10-29,114.04711645862241,99.69316889993381,84.83184298262682,121.38909999387933,101.407219724795
2021-10-30,113.1202467568286,98.47619154907834,84.7840104231586,120.82378984821199,100.73633098825027
2021-10-31,113.38654898891217,100.026838012146,85.29741322811753,121.12618512442452,101.53837630347215
2021-11-01,113.93765569026085,99.67901150727238,85.2878467162239,121.64755932273907,101.60233802146001
2021-11-02,116.68793616667438,100.97183721544872,85.48555462869254,122.48714965279979,102.43769437642734
2021-11-03,116.42210834085171,101.1422544055779,85.51425416437345,122.29790410243956,102.43652531582515
2021-11-04,115.5442967808699,101.14380542675751,84.98809601022302,121.54851456941901,102.03762436452129
2021-11-05,114.91385628559877,100.95910558978474,84.86373135560564,122.09916318483158,102.14654241731344
2021-11-06,114.25191447942387,100.60804046640877,84.6819676296264,121.7557241029014,101.84744505819788
2021-11-07,115.77617453630575,101.98015695533569,85.17942624809592,122.33755885345113,102.68421953970415
2021-11-08,119.8725086541042,104.77078343920411,85.9893909217578,123.78376345176608,104.43813805823041
2021-11-09,120.31583163138167,105.26316431539999,87.0927286268248,124.36189318333254,105.086964958924
2021-11-10,116.21029561988388,102.16395372277425,85.95112487418322,123.70404420695581,103.43768652567951
2021-11-11,116.38838455031951,102.9443312940889,86.19347650882222,123.94848140001703,103.8720871854058
2021-11-12,115.61988196069548,102.8475653943983,85.96069138607686,123.49486750797115,103.6141044247837
2021-11-13,115.87801026745541,102.84057266401818,86.46771651644002,123.50085544356564,103.72930972844136
2021-11-14,116.25810604346665,102.21342956888245,86.30827465154596,123.21178247496812,103.35370062336071
2021-11-15,113.69415273356121,100.16248497717653,85.82038254497007,122.2212010950666,102.11611675966387
2021-11-16,105.48519745602667,92.27091801008149,77.39191384725349,112.49624930003364,93.84836873271121
2021-11-17,106.68898628135915,92.63281320964697,78.0526200799135,113.1435581999333,94.31060572465232
2021-11-18,99.19883274700399,88.79206582216064,73.01696717153197,105.17771843035254,89.36538301350505
2021-11-19,104.13960091840971,93.44082011064577,76.6597799137654,111.10714003594876,94.12870453466412
2021-11-20,105.44933578008988,94.00688395803985,77.57048309932377,112.53229006585208,94.94054519738278
2021-11-21,102.69519368185844,91.5733445358829,75.83836135424218,112.21467391982462,93.16622963019815
2021-11-22,99.59608614303217,88.2241620212948,73.90981343188331,106.35936701206072,89.42041393613886
2021-11-23,102.30312486481573,91.056958125699,75.69550595258598,108.74958846418852,91.96483027608902
2021-11-24,99.71025657562797,88.13851166264033,73.6241026285709,105.1981966884078,89.0429769577862
2021-11-25,105.19406482797753,92.96280774793026,75.94550290548436,110.02736096729308,93.48066509261085
2021-11-26,95.79357175769155,84.5254161079205,68.82058974788073,100.3533099464709,85.04690062487583
2021-11-27,98.89780559461798,89.84996490090103,69.65986523261098,101.0776978288769,88.58537412926071
2021-11-28,101.24200799493791,91.09184265986038,70.90984999710285,103.3807580749241,90.07103138626118
2021-11-29,102.58666273206771,91.71281396523966,71.57055622976283,104.99615714213316,90.9343984721983
2021-11-30,103.6019318076182,91.99765986528476,71.42770082810661,106.00594445264133,91.34474533566569
2021-12-01,103.12489884486975,93.04509192461876,71.32055927686446,105.5050953028865,91.84717564239162
2021-12-02,101.4962277629763,91.01868261571195,70.78485152065366,102.9398221618195,89.90088492736413
2021-12-03,94.65667686262908,85.12725810452159,67.80274501108022,97.787382227872,84.65078585272224
2021-12-04,85.98313446812188,77.15011937504613,56.285028252548024,88.09607371495765,75.97154203080235
2021-12-05,84.62883322561015,76.57594760988756,54.23148185373996,85.92595776052949,74.83203062750371
2021-12-06,85.17024706575931,77.1559960533012,58.55285775384041,87.21883816964748,76.02510198825692
2021-12-07,85.31964945023306,76.30240335195255,57.606440717868,89.0583185545837,75.85141164471948
2021-12-08,88.7131787642036,79.66342530704034,65.14206315523325,93.40117822582653,79.89254915939354
2021-12-09,80.95603011914453,72.42943270172557,57.6778684186961,84.82079999509412,72.4286666202815
2021-12-10,79.69399743274853,70.18315657811429,54.28505262936103,80.44182582584908,69.55331514852246
2021-12-11,83.48362573070764,73.51321055747437,60.8921149559609,85.08094632352967,73.53927977960585
2021-12-12,83.55611570878263,73.8947123897018,59.46356093939877,86.01437008495449,73.83662781817804
2021-12-13,76.4549111183784,66.36958773728009,55.356468141782635,77.12019843411886,66.51546191481717
2021-12-14,78.75877869148864,68.91341004016559,59.99926869560956,79.58863676924929,69.24267940152866
2021-12-15,80.98195205104219,70.64461696899886,59.99926869560956,82.49501488873585,71.03014932372793
2021-12-16,79.77900674104119,69.14182609467306,57.320729914555564,79.83739830195299,69.11997403702259
2021-12-17,79.48078824219351,68.22147647722696,56.42788365420424,78.15288438119828,68.02392919880575
2021-12-18,81.25418580152397,69.76283543736847,58.03500692283663,80.96445739079041,69.8703001033598
2021-12-19,79.55298070226073,69.38112927771715,56.785022158344766,79.5904847513518,69.13714023387053
2021-12-20,78.97707910919402,68.0844094540676,56.96359141041503,79.10169546195206,68.24974454869924
2021-12-21,81.02445293850317,71.37903179013192,59.284991687328485,81.61874354792332,71.16229621558558
2021-12-22,83.24239537494384,72.44024110374592,59.999268695609544,82.96219523463142,72.23407939534754
2021-12-23,90.51448900082866,78.26185187330078,62.49923822459328,89.14537813891474,77.63922695104439
2021-12-24,92.44323614007632,79.5872299048222,60.53497645182035,87.61871551493617,77.81190668650126
2021-12-25,92.04993760600617,79.7698922244155,60.71354570389061,89.37550624823852,78.39703356503924
2021-12-26,92.67174314304289,80.68975494996836,60.71354570389061,90.8683444225957,79.33757384825662
2021-12-27,94.63049206881209,82.32295240372228,60.71354570389061,90.591627590901,80.25136216657961
2021-12-28,87.59496294253911,75.29372214424485,55.89217589799341,82.70561218685064,73.40301598850048
2021-12-29,83.36049341255097,73.18186119149098,54.10648337729074,80.2216348346196,71.27595617704364
2021-12-30,87.51136668155978,77.06153989668154,54.99932963764208,81.22709712895053,73.98188469400642
2021-12-31,85.53526818230627,75.24374377831903,54.28505262936101,79.83940811783188,72.44224524305923
2022-01-01,88.95888646534998,78.34691058625607,56.42788365420421,83.28773469359784,75.45871257300644
2022-01-02,88.8914613478831,77.95220773184516,58.21357617490687,85.56308195314926,76.01973595758118
2022-01-03,88.0993904399257,78.15319462217894,57.142160662485274,87.95571899944062,76.63218169495798
2022-01-04,86.71631617367152,76.70154404776989,56.60645290627448,86.76280051028942,75.38487900725572
2022-01-05,80.29914753583807,71.12499354591739,51.78508310037728,86.80020898719823,71.45957368364817
2022-01-06,78.34984793177125,70.17153338578653,52.142221604517815,86.23736595989539,70.78126909137113
2022-01-07,74.81522454294993,66.35231240997287,50.71366758795568,85.37432620964933,68.08518214792615
2022-01-08,73.25689794916221,64.57901989353941,49.285113571393545,83.04320774696293,66.24413639121256
2022-01-09,73.74907498767021,65.19366211983032,49.99939057967461,87.2764462178287,67.7929694045406
2022-01-10,71.17520014737723,62.613826149938475,48.39226731104221,86.68431919801998,65.89341046446694
2022-01-11,74.28735642623019,65.60862011554107,49.64225207553407,86.17345462524372,67.71611257765477
2022-01-12,77.08427933679584,68.12765240709714,51.60651384830701,88.25303819022355,70.0054905930861
2022-01-13,73.5966185212658,64.54159750770235,49.82082132760435,83.7219838724196,66.46031286533798
2022-01-14,76.55249462424764,66.5796103980788,51.42794459623675,86.81178114546876,68.67816966807354
2022-01-15,77.86068676813818,67.60729007235888,56.46067850085384,87.24212892439982,70.69425699926366
2022-01-16,78.77021833697569,68.44001434680925,56.36445802380065,90.0757947765418,71.8354806624448
2022-01-17,75.34916103750217,64.95357235451301,51.02320007265472,84.70074231333922,67.24705260912684
2022-01-18,75.25348277562374,64.3848519785589,53.999387075401,84.17755471108522,67.69948388145355
2022-01-19,72.06527475045357,61.99427852568231,51.062725129678036,80.52767051667094,64.77105382176799
2022-01-20,69.19385051239124,59.02487891541455,48.57509572148943,75.93713336934196,61.44945933845582
2022-01-21,59.77492200199477,51.29456398182708,46.15559939027543,64.99887060081653,54.24916250449655
2022-01-22,54.31042829226471,47.102210359733355,44.303291916782676,59.91187362991915,50.42845965102517
2022-01-23,56.88186797125282,48.8776642835952,43.338299012360615,62.04583931565601,51.54014071227644
2022-01-24,55.27157249683927,46.906244426876256,39.93504307039265,58.85653379998271,48.79362079684977
2022-01-25,55.31111805577774,47.41592612232881,39.1612968063141,58.86085045854939,48.79874322964731
2022-01-26,55.53320707859393,47.36497196575271,38.875533688694595,62.468756038345305,49.71382523871729
2022-01-27,55.236985879777066,47.31179859104875,39.86629853841409,61.33572934663434,49.65371124798136
2022-01-28,56.84263913519595,48.59170245479526,39.57952445942628,64.65140124853002,51.074281316461715
2022-01-29,58.216517585268335,49.399301356751195,41.326215066176424,65.60200625977554,52.199727104821925
2022-01-30,57.36418977641236,48.502617482431425,39.719895015602866,65.08873116207877,51.198631225998795
2022-01-31,59.80031255130792,50.139056764025256,39.20236858376694,66.43401684638498,52.15407014674862
2022-02-01,60.78418322719616,51.423292189104906,39.359928847468794,68.56375644313293,53.3686320367631
2022-02-02,57.808260729333405,48.68760732490473,37.36855783441039,67.3444333283809,51.24487604008718
2022-02-03,58.34965087390769,49.13826817568852,38.316980896971444,71.26905202169829,52.82437430239491
2022-02-04,63.974406775710776,53.552437281065984,40.519596577373456,73.03790004345144,55.90586810424313
2022-02-05,64.1373275358722,53.817886111103995,40.910922733509636,73.03562669975368,56.13455824025668
2022-02-06,65.78926678082661,55.443826057620726,41.42938443077114,73.77950941270826,57.2118953924292
2022-02-07,68.98198071700148,58.29568555896466,43.421755471339445,76.86225655107312,59.91379035768388
2022-02-08,69.18544548310946,57.4180047488308,43.20480164778282,74.9986384759718,58.93715217563812
2022-02-09,70.203840488065,58.375015106923456,44.311100373807044,76.82138589548725,60.19180988443073
