Strategy,Description,Avg Return,Avg Drawdown,Stdev Return,Stdev Downside Return,Sharpe Ratio,Sortino Ratio,Information Coefficient,Max Drawdown,Win Rate,Calmar Ratio,Total Return,Final Value,Num Days
Breakout Signal,"Entry: 50d, Exit: 70d",-0.2547375810202548,-0.23625267952004037,0.2677187132517341,0.19388103194881906,-1.0474871563647228,-1.4464123221899825,0.10805190576033273,-0.4574066750559068,0.46616541353383456,-0.6130909952623791,-0.3026132871333325,6973.867128666675,400
Mean Reversion,Best category: up_move_low_volume,11.408555431928862,-0.27776545597125896,1.0539684430949665,0.5227919673293999,6.382710069292282,12.86778568695931,0.13970351392905084,-0.6474718169781488,0.5134328358208955,10.389911681183776,5.560034898955558,65600.34898955558,336
Size Factor,Strategy: long_small_short_large,0.4116982948469581,-0.09625089936887549,0.326742872485782,0.2325990537050456,1.0343980229916634,1.453067740140073,0.007438487905991785,-0.30185869796016607,0.5287846481876333,1.1196701755154026,0.45450427935049703,14545.04279350497,470
Carry Factor,"Top 10 short, Bottom 10 long",0.3265344717113958,-0.028601140849067588,0.28990592445779306,0.18442150465181023,0.9213934589581839,1.4484071313318718,0.17780765896935902,-0.06320747447235094,0.3157894736842105,4.22604169425377,0.03830952772720539,10383.095277272054,58
