initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure,avg_long_funding_rate,avg_short_funding_rate,total_funding_cost
10000,5.785229670156378e-09,-0.9999999999994216,-0.9976686812877488,1.5033161433081914,-0.6636452922618679,-0.9999999999998622,0.3146729522687095,1698,2.6431095406360425,2.9587750294464077,5.601884570082451,0.48969375736160187,0.48144876325088337,0.008244994110718492,0.9711425206124853,1.9054422755588585,-0.8677608316859484,28.62737998411901
