initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,73970.46659915896,6.397046659915896,0.41770928917793904,0.29686169515292604,1.4070838238754895,-0.33118327235589073,0.5403726708074534,2094,7.581661891117479,7.393982808022923,14.975644699140402,0.5,0.5,3.9167968454719884e-18,1.0
