initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure,avg_long_funding_rate,avg_short_funding_rate,total_expected_funding_income
10000,4725.617097577453,-0.5274382902422547,-0.12366687635129325,0.36499619288576396,-0.33881689387921465,-0.7167252967171515,0.4983116256632899,2074,2.884281581485053,2.5130183220829316,5.397299903567985,0.4493731918997107,0.4662487945998071,-0.016875602700096432,0.9156219864995179,-0.24025628551413847,2.3485636317845273,36.01054159150856
