metric,value
total_return,-0.746645228109043
annualized_return,-0.16167050677232186
annualized_volatility,4.531880308169717
sharpe_ratio,-0.0356740460424065
sortino_ratio,-0.05779988767201659
max_drawdown,1.0100156375813882
calmar_ratio,-0.16006733040239118
win_rate,0.42857142857142855
avg_win,0.07813797815931316
avg_loss,-0.11739323612922085
profit_factor,0.46807848539762964
num_trades,196.0
avg_hold_days,2.622448979591837
final_equity,25335.4771890957
