date,symbol,old_weight,new_weight,weight_change,volatility_30d,quintile,position_type
2020-01-31,ETC/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.4110347051540566,5,short
2020-01-31,DASH/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.940017408471248,5,short
2020-01-31,BTC/USD,0.0,0.16666666666666666,0.16666666666666666,0.5851765919439572,1,long
2020-01-31,BCH/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.3983548458611053,5,short
2020-01-31,OXT/USD,0.0,0.16666666666666666,0.16666666666666666,0.6509837546827573,1,long
2020-01-31,ALGO/USD,0.0,0.16666666666666666,0.16666666666666666,0.7002172064116599,1,long
2020-02-10,BCH/USD,-0.16666666666666666,0.0,0.16666666666666666,1.3143214101825773,0,close
2020-02-10,XRP/USD,0.0,0.16666666666666666,0.16666666666666666,0.6178740354373523,1,long
2020-02-10,OXT/USD,0.16666666666666666,-0.16666666666666666,-0.3333333333333333,1.4923551818010337,5,short
2020-02-10,ALGO/USD,0.16666666666666666,0.0,-0.16666666666666666,0.7835622875610007,0,close
2020-02-10,ETH/USD,0.0,0.16666666666666666,0.16666666666666666,0.7263173520583481,1,long
2020-02-20,DASH/USD,-0.16666666666666666,0.0,0.16666666666666666,0.917895280103366,0,close
2020-02-20,ETH/USD,0.16666666666666666,0.0,-0.16666666666666666,0.8485658502871021,0,close
2020-02-20,ATOM/USD,0.0,0.16666666666666666,0.16666666666666666,0.795779681316045,1,long
2020-02-20,ALGO/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.1738961400701533,5,short
2020-03-01,ETC/USD,-0.16666666666666666,0.0,0.16666666666666666,1.0240214751699768,0,close
2020-03-01,XTZ/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.3776125351907276,5,short
2020-03-01,XLM/USD,0.0,0.16666666666666666,0.16666666666666666,0.8874629903078177,1,long
2020-03-01,ATOM/USD,0.16666666666666666,0.0,-0.16666666666666666,1.0460710167857545,0,close
2020-03-11,LINK/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.288503689747725,5,short
2020-03-11,OXT/USD,-0.16666666666666666,0.16666666666666666,0.3333333333333333,0.9302912319569917,1,long
2020-03-11,XLM/USD,0.16666666666666666,0.0,-0.16666666666666666,1.0609367901811928,0,close
2020-03-21,LINK/USD,-0.16666666666666666,0.0,0.16666666666666666,2.4632563081346626,0,close
2020-03-21,BTC/USD,0.16666666666666666,0.0,-0.16666666666666666,1.9853793529660455,0,close
2020-03-21,BCH/USD,0.0,-0.16666666666666666,-0.16666666666666666,2.562280268573933,5,short
2020-03-21,ZRX/USD,0.0,0.16666666666666666,0.16666666666666666,1.7524975058056462,1,long
2020-03-31,OXT/USD,0.16666666666666666,0.125,-0.04166666666666666,1.7288944651168179,1,long
2020-03-31,XRP/USD,0.16666666666666666,0.125,-0.04166666666666666,1.8591212185070414,1,long
2020-03-31,BCH/USD,-0.16666666666666666,0.0,0.16666666666666666,2.5761997292625662,0,close
2020-03-31,KNC/USD,0.0,-0.16666666666666666,-0.16666666666666666,2.8636305729739453,5,short
2020-03-31,ZRX/USD,0.16666666666666666,0.125,-0.04166666666666666,1.7923406654453817,1,long
2020-03-31,XLM/USD,0.0,0.125,0.125,1.9291339164095225,1,long
2020-04-20,DASH/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.1594940384420418,5,short
2020-04-20,ETC/USD,0.0,0.125,0.125,0.8883311057296899,1,long
2020-04-20,LINK/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.2355129356597145,5,short
2020-04-20,BTC/USD,0.0,0.125,0.125,0.8381366440461079,1,long
2020-04-20,OXT/USD,0.125,0.0,-0.125,0.9872218578454409,0,close
2020-04-20,KNC/USD,-0.16666666666666666,0.125,0.29166666666666663,0.8970057880051433,1,long
2020-04-20,ZRX/USD,0.125,0.0,-0.125,0.9301621814789341,0,close
2020-04-20,XLM/USD,0.125,0.0,-0.125,0.9297700734394377,0,close
2020-04-20,ALGO/USD,-0.16666666666666666,0.0,0.16666666666666666,1.0755901869507647,0,close
2020-04-30,DASH/USD,-0.16666666666666666,0.0,0.16666666666666666,0.8997219363085552,0,close
2020-04-30,ETC/USD,0.125,0.0,-0.125,0.8977798491248408,0,close
2020-04-30,LINK/USD,-0.16666666666666666,0.0,0.16666666666666666,0.9880430849895362,0,close
2020-04-30,LTC/USD,0.0,0.125,0.125,0.7763050347815508,1,long
2020-04-30,KNC/USD,0.125,0.0,-0.125,1.0460882218586363,0,close
2020-04-30,ALGO/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.1145047034860804,5,short
2020-04-30,ZRX/USD,0.0,0.125,0.125,0.8616865574432165,1,long
2020-04-30,ETH/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.0472317610168502,5,short
2020-05-10,DASH/USD,0.0,0.125,0.125,0.7745208869363842,1,long
2020-05-10,ETH/USD,-0.16666666666666666,0.0,0.16666666666666666,0.9096001833936245,0,close
2020-05-10,XTZ/USD,-0.16666666666666666,0.0,0.16666666666666666,0.9375665907067486,0,close
2020-05-10,KNC/USD,0.0,-0.16666666666666666,-0.16666666666666666,1.043457005571948,5,short
2020-05-10,ZRX/USD,0.125,-0.16666666666666666,-0.29166666666666663,1.6773697160841685,5,short
2020-05-20,LINK/USD,0.0,0.125,0.125,0.6140438733540147,1,long
2020-05-20,BTC/USD,0.125,0.0,-0.125,0.7647732181154339,0,close
2020-05-20,XLM/USD,0.0,-0.16666666666666666,-0.16666666666666666,0.944635039893575,5,short
