date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,portfolio_beta,daily_return
2021-04-01,9777.371559024641,0,4888.685779512321,-4888.685779512321,0.0,9777.371559024641,1,2,-0.1157084473554342,
2021-04-02,9582.887441087652,0,4791.443720543826,-4791.443720543826,0.0,9582.887441087652,1,2,-0.12203755184100801,-0.019891247536509726
2021-04-03,9646.621964946411,0,4823.3109824732055,-4823.3109824732055,0.0,9646.621964946411,1,2,-0.12071859332590548,0.006650868462201753
2021-04-04,8797.119475189233,0,4398.559737594616,-4398.559737594616,0.0,8797.119475189233,1,2,-0.1336112139038993,-0.08806217273197536
2021-04-05,9096.339909749693,0,4548.169954874847,-4548.169954874847,0.0,9096.339909749693,1,2,-0.13649649264901784,0.03401345581407189
2021-04-06,8955.102678536334,0,4477.551339268167,-4477.551339268167,0.0,8955.102678536334,1,2,-0.06911388915899486,-0.015526819865424923
2021-04-07,9147.405532879982,0,4573.702766439991,-4573.702766439991,0.0,9147.405532879982,1,2,-0.07232068396136115,0.021474109370578365
2021-04-08,9768.660463130907,0,4884.330231565454,-4884.330231565454,0.0,9768.660463130907,1,2,-0.11026462449597674,0.06791597114808656
2021-04-09,9641.52137371455,0,4820.760686857275,-4820.760686857275,0.0,9641.52137371455,1,2,-0.10623028250518862,-0.013014997286087349
2021-04-10,9290.400143311106,0,4645.200071655553,-4645.200071655553,0.0,9290.400143311106,1,2,-0.10455099136052637,-0.036417616763335436
2021-04-11,9241.229354185714,0,4620.614677092857,-4620.614677092857,0.0,9241.229354185714,1,2,-0.12677617415233713,-0.005292644920229184
2021-04-12,9616.259457111499,0,4808.129728555749,-4808.129728555749,0.0,9616.259457111499,1,2,-0.12469808106480171,0.04058227412740467
2021-04-13,9309.502103901601,0,4654.7510519508005,-4654.7510519508005,0.0,9309.502103901601,1,2,-0.12326022253812155,-0.03189986237143816
2021-04-14,9141.199251899387,0,4570.599625949693,-4570.599625949693,0.0,9141.199251899387,1,2,-0.11884900767000883,-0.0180786093739298
2021-04-15,9091.460494715111,0,4545.7302473575555,-4545.7302473575555,0.0,9091.460494715111,1,2,-0.12609691513564408,-0.005441163223079415
2021-04-16,8741.45829424535,0,4370.729147122675,-4370.729147122675,0.0,8741.45829424535,1,2,-0.13665785828113117,-0.03849790698350586
2021-04-17,8735.429639182234,0,4367.714819591117,-4367.714819591117,0.0,8735.429639182234,1,2,-0.12958299044608512,-0.0006896623950132241
2021-04-18,8751.2341787713,0,4375.61708938565,-4375.61708938565,0.0,8751.2341787713,1,2,-0.12209027534394953,0.0018092458232592534
2021-04-19,9021.62843953723,0,4510.814219768615,-4510.814219768615,0.0,9021.62843953723,1,2,-0.12040411980044857,0.030897843120442525
2021-04-20,9080.373039007332,0,4540.186519503666,-4540.186519503666,0.0,9080.373039007332,1,2,-0.11823055916577546,0.006511529472069011
2021-04-21,8927.849562728496,0,4463.924781364248,-4463.924781364248,0.0,8927.849562728496,1,2,-0.13965533009708203,-0.01679704959516848
2021-04-22,8866.64903377393,0,4433.324516886965,-4433.324516886964,4.921978954283107e-13,8866.64903377393,1,2,-0.13035794191916134,-0.006855013463719417
2021-04-23,8795.295397207552,0,4397.647698603776,-4397.647698603775,4.882369729179743e-13,8795.295397207552,1,2,-0.1318867830105729,-0.008047418623945313
2021-04-24,8828.671462017588,0,4414.335731008794,-4414.335731008793,4.900897166991485e-13,8828.671462017588,1,2,-0.12970446590095647,0.0037947633709531914
2021-04-25,8798.944267932737,0,4399.472133966368,-4399.472133966367,4.884395259326233e-13,8798.944267932737,1,2,-0.1301261876411369,-0.0033671197543981846
2021-04-26,9320.200773312818,0,4660.100386656409,-4660.100386656408,5.17375074633054e-13,9320.200773312818,1,2,-0.1259467381685491,0.059240800885598466
2021-04-27,9085.377734897942,0,4542.688867448971,-4542.68886744897,5.043397774350223e-13,9085.377734897942,1,2,-0.08513093315268547,-0.025195062223043574
2021-04-28,8983.77104976359,0,4491.885524881795,-4491.8855248817945,4.986994733704226e-13,8983.77104976359,1,2,-0.07595639614471289,-0.011183539980299195
2021-04-29,9044.44332858906,0,4522.22166429453,-4522.22166429453,0.0,9044.44332858906,1,2,-0.07402957415184713,0.006753542414358993
2021-04-30,9143.085621970853,0,4571.5428109854265,-4571.5428109854265,0.0,9143.085621970853,1,2,-0.06926660839949161,0.010906397419727432
2021-05-01,9102.401826531534,0,4551.200913265767,-4551.200913265767,0.0,9102.401826531534,1,2,-0.07701209160186859,-0.004449678929130507
2021-05-02,9133.88686712118,0,4566.94343356059,-4566.94343356059,0.0,9133.88686712118,1,2,-0.07469601391771977,0.0034589816171237686
2021-05-03,8976.848978603855,0,4488.424489301928,-4488.424489301928,0.0,8976.848978603855,1,2,-0.08095222348517092,-0.017192887409478108
