,value
initial_capital,10000.0
leverage,1.0
final_value,13401.390671827581
total_return,0.3401390671827581
annualized_return,0.0528490784047857
annualized_volatility,0.2550383374173902
sharpe_ratio,0.20722013380401727
sortino_ratio,0.11250044816971556
max_drawdown,-0.41614490866639614
calmar_ratio,0.12699681602293092
win_rate,0.056385542168674696
trading_days,2075.0
num_trades,88.0
num_long_trades,45.0
num_short_trades,43.0
avg_positions,0.21204819277108433
avg_long_positions,0.10843373493975904
avg_short_positions,0.10361445783132531
avg_r2,0.6541547782192453
avg_breakout_z_score,0.1720626461910231
avg_signal_strength,1.3913679211341894
