initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,avg_long_positions,avg_short_positions,avg_spread_long,avg_spread_short,total_rebalances,trading_days,strategy,window,rebalance_days,weighting_method
10000,10050.661553379212,0.005066155337921191,0.004422377791933663,0.6345074886695403,0.006969780295590639,0.010153747898370117,-0.3229579892960824,0.013693353124883689,0.513189448441247,2.212918660287081,1.2129186602870814,35.31158894381761,-43.5993927119889,59,418,long_high_short_low_spread,30,7,equal_weight
