date,portfolio_value,long_value,short_value,num_longs,num_shorts,daily_return,year_month,rolling_return_30d,rolling_sharpe_90d,year
2022-07-02,1.023317619048874,0.511658809524437,0.511658809524437,10,10,-0.0007462138891718428,2022-07,3.6525553182575,-1.257319277310754,2022
2022-07-03,1.0221814358143986,0.5110907179071993,0.5110907179071993,10,10,-0.0011102938260082462,2022-07,4.413167448118416,-1.3684958282070112,2022
2022-07-04,1.0135386572320995,0.5067693286160497,0.5067693286160497,10,10,-0.008455229452893787,2022-07,2.9485427239772877,-1.6675652720710963,2022
2022-07-05,1.0164735678559509,0.5082367839279754,0.5082367839279754,10,10,0.002895706644151508,2022-07,3.351829629377634,-1.4188924651417776,2022
2022-07-06,1.0120175701239484,0.5060087850619742,0.5060087850619742,10,10,-0.004383781214696514,2022-07,2.826221396312789,-1.70273360098208,2022
2022-07-07,0.9998037666636178,0.4999018833318089,0.4999018833318089,10,10,-0.012068766216020044,2022-07,-0.6470093758385365,-1.9468686126142216,2022
2022-07-08,0.991045018850257,0.4955225094251285,0.4955225094251285,10,10,-0.008760466909010667,2022-07,-0.42379328004251704,-2.1442795671332657,2022
2022-07-09,0.9782209198561452,0.4891104599280726,0.4891104599280726,10,10,-0.012939976237395734,2022-07,-2.8305256383624577,-2.357881131360925,2022
2022-07-10,0.9784804804807259,0.48924024024036294,0.48924024024036294,10,10,0.00026533947425577686,2022-07,-2.652231981491504,-2.224902042369446,2022
2022-07-11,0.9848035671745563,0.49240178358727815,0.49240178358727815,10,10,0.006462149036150278,2022-07,-0.9409085175927534,-2.151743913549841,2022
2022-07-12,0.9817726695601638,0.4908863347800819,0.4908863347800819,10,10,-0.0030776671769053854,2022-07,-0.42665346713118835,-2.054086929695523,2022
2022-07-13,0.959307063286113,0.4796535316430565,0.4796535316430565,10,10,-0.022882696749050302,2022-07,-3.6924316120975353,-2.308860156182855,2022
2022-07-14,0.9317576590160048,0.4658788295080024,0.4658788295080024,10,10,-0.02871802504584664,2022-07,-7.433763654233793,-2.6393933171028614,2022
2022-07-15,0.9362471115993926,0.4681235557996963,0.4681235557996963,10,10,0.004818262066264012,2022-07,-7.207073877794102,-3.287265677583069,2022
2022-07-16,0.9431479314165687,0.47157396570828436,0.47157396570828436,10,10,0.007370724813652529,2022-07,-6.6503884962969,-2.941238387999257,2022
2022-07-17,0.9605046212889564,0.4802523106444782,0.4802523106444782,10,10,0.018402934782795644,2022-07,-5.156305727099397,-2.401758884682127,2022
2022-07-18,0.9605170741849822,0.4802585370924911,0.4802585370924911,10,10,1.2964951703331451e-05,2022-07,-6.569069441450104,-2.3909570377718925,2022
2022-07-19,0.9615776592723062,0.4807888296361531,0.4807888296361531,10,10,0.0011041813996111038,2022-07,-8.46366673342004,-2.1781633411048684,2022
2022-07-20,0.9668474167057791,0.48342370835288956,0.48342370835288956,10,10,0.005480324321865959,2022-07,-6.769040976709617,-2.0194239334478192,2022
2022-07-21,0.9604601069982518,0.4802300534991259,0.4802300534991259,10,10,-0.006606326496987558,2022-07,-6.61919946411601,-2.22273011645309,2022
2022-07-22,0.9675516123869807,0.48377580619349037,0.48377580619349037,10,10,0.007383446055757803,2022-07,-5.450872881065405,-2.08348090112346,2022
2022-07-23,0.9723895734110681,0.48619478670553407,0.48619478670553407,10,10,0.005000209768812214,2022-07,-4.2238127067248605,-2.0359839435072815,2022
2022-07-24,0.9849545682396634,0.4924772841198317,0.4924772841198317,10,10,0.012921770422237522,2022-07,-1.7960580163378759,-1.6450450950342366,2022
2022-07-25,0.9834244974077585,0.49171224870387925,0.49171224870387925,10,10,-0.0015534430533578059,2022-07,-2.901552594014034,-1.5899647965569046,2022
2022-07-26,0.9858317700733287,0.49291588503666434,0.49291588503666434,10,10,0.0024478469591875385,2022-07,-3.6741811375567646,-1.4255374024385215,2022
2022-07-27,0.9763638895451809,0.48818194477259047,0.48818194477259047,10,10,-0.009603951521509058,2022-07,-4.152129781227765,-1.611365146772107,2022
2022-07-28,1.0056188064583074,0.5028094032291537,0.5028094032291537,10,10,0.02996312873344209,2022-07,-1.6664080022040006,-1.1310288375120974,2022
2022-07-29,1.0157744229352006,0.5078872114676003,0.5078872114676003,10,10,0.010098872864818809,2022-07,-1.6788165338533445,-0.64206386400025,2022
2022-07-30,1.0501442182775804,0.5250721091387902,0.5250721091387902,10,10,0.033836051160910596,2022-07,2.1149268039020397,-0.21512385601305542,2022
2022-07-31,1.068477614874808,0.534238807437404,0.534238807437404,10,10,0.017457979845185045,2022-07,4.335182172537833,0.10569116525026236,2022
2022-08-01,1.043769726100018,0.521884863050009,0.521884863050009,10,10,-0.023124385977599582,2022-08,1.998607926848095,-0.011626081845996504,2022
2022-08-02,1.0631126191874827,0.5315563095937413,0.5315563095937413,10,10,0.018531762901131676,2022-08,4.004297274335955,0.22962877007201607,2022
2022-08-03,1.0813474737715303,0.5406737368857651,0.5406737368857651,10,10,0.017152326343359725,2022-08,6.690303922359675,0.41820340317591087,2022
2022-08-04,1.0701494954221717,0.5350747477110859,0.5350747477110859,10,10,-0.010355578221588835,2022-08,5.280602394751854,0.520560719847804,2022
2022-08-05,1.0653963719140458,0.5326981859570229,0.5326981859570229,10,10,-0.004441550950085582,2022-08,5.274493582513573,0.7400714280166336,2022
2022-08-06,1.0788209802371123,0.5394104901185561,0.5394104901185561,10,10,0.012600576346011305,2022-08,7.903272242829984,0.7306490655887851,2022
2022-08-07,1.0614358797714065,0.5307179398857033,0.5307179398857033,10,10,-0.01611490764842627,2022-08,7.102690552121671,0.3342755328425155,2022
2022-08-08,1.0508971877709212,0.5254485938854606,0.5254485938854606,10,10,-0.009928712794931127,2022-08,7.42943300839074,0.179168909397897,2022
2022-08-09,1.0376076095939528,0.5188038047969764,0.5188038047969764,10,10,-0.012645935617314974,2022-08,6.042749987631635,-0.041371395341018594,2022
2022-08-10,1.0161506641258946,0.5080753320629473,0.5080753320629473,10,10,-0.020679248368711378,2022-08,3.1830811743781995,-0.43229631531523777,2022
2022-08-11,1.0334337230526165,0.5167168615263082,0.5167168615263082,10,10,0.0170083625754347,2022-08,5.26201788807148,-0.18406988854027462,2022
2022-08-12,1.0347449926018946,0.5173724963009473,0.5173724963009473,10,10,0.0012688472613462398,2022-08,7.863793794801044,0.05323728496028045,2022
2022-08-13,1.030383494851151,0.5151917474255755,0.5151917474255755,10,10,-0.004215046008366197,2022-08,10.584923545388536,0.09658381073662176,2022
2022-08-14,1.021149498207259,0.5105747491036295,0.5105747491036295,10,10,-0.008961708616291308,2022-08,9.06837367570914,-0.033324524228632885,2022
2022-08-15,1.0343956785008097,0.5171978392504049,0.5171978392504049,10,10,0.012971832544407702,2022-08,9.674807529630126,0.29138408546586964,2022
2022-08-16,1.0227594433577574,0.5113797216788787,0.5113797216788787,10,10,-0.01124930757630116,2022-08,6.481470332256989,0.03142791684735712,2022
2022-08-17,1.029630226839828,0.514815113419914,0.514815113419914,10,10,0.006717888088633606,2022-08,7.195411150133868,0.030852574347915628,2022
2022-08-18,1.0249522217621516,0.5124761108810758,0.5124761108810758,10,10,-0.004543383591247396,2022-08,6.5906858253971246,0.03379132955384451,2022
2022-08-19,1.02227289331804,0.51113644665902,0.51113644665902,10,10,-0.002614100820724219,2022-08,5.732598097133601,-0.02763270751501374,2022
2022-08-20,1.0127515866336048,0.5063757933168024,0.5063757933168024,10,10,-0.009313860072657887,2022-08,5.444419737409056,-0.18212880272044307,2022
2022-08-21,1.0167174199016358,0.5083587099508179,0.5083587099508179,10,10,0.003915899338369222,2022-08,5.081466134231483,-0.1653473795343372,2022
2022-08-22,1.0194372186377827,0.5097186093188913,0.5097186093188913,10,10,0.0026750783284603674,2022-08,4.838353527555328,-0.23941559556168956,2022
2022-08-23,1.0381308352011152,0.5190654176005576,0.5190654176005576,10,10,0.018337192542677405,2022-08,5.398854797586217,-0.00325362570439402,2022
2022-08-24,1.034710119116073,0.5173550595580365,0.5173550595580365,10,10,-0.0032950722289059042,2022-08,5.215003474440594,0.15373823393468528,2022
2022-08-25,1.0236888864147313,0.5118444432073657,0.5118444432073657,10,10,-0.010651517268195687,2022-08,3.840119327721281,-0.26680124467538263,2022
2022-08-26,1.0141446279700488,0.5070723139850244,0.5070723139850244,10,10,-0.009323397539372946,2022-08,3.8695345894518063,-0.42172385323959144,2022
2022-08-27,1.0100634130568842,0.5050317065284421,0.5050317065284421,10,10,-0.004024292788824102,2022-08,0.44197727508998863,-0.3880140558182617,2022
2022-08-28,1.0166696209499915,0.5083348104749957,0.5083348104749957,10,10,0.006540389254486634,2022-08,0.08812960777295764,0.26085878168428744,2022
2022-08-29,1.0248311494066407,0.5124155747033203,0.5124155747033203,10,10,0.00802770958083987,2022-08,-2.4104373885386554,0.5307461713442165,2022
2022-08-30,1.0110642362895848,0.5055321181447924,0.5055321181447924,10,10,-0.013433347654417727,2022-08,-5.373381508975306,0.3863076951522983,2022
2022-08-31,1.0156903820103038,0.5078451910051519,0.5078451910051519,10,10,0.004575521074403843,2022-08,-2.690185716980986,0.5202562174043573,2022
2022-09-01,1.0227268726371954,0.5113634363185977,0.5113634363185977,10,10,0.006927790940546963,2022-09,-3.798821105251604,0.7526369193646238,2022
2022-09-02,1.03199766198236,0.51599883099118,0.51599883099118,10,10,0.009064775350293708,2022-09,-4.56373302626284,0.8027232519352215,2022
2022-09-03,1.040725357747858,0.520362678873929,0.520362678873929,10,10,0.008457088699922899,2022-09,-2.749535256539659,0.9434708388831811,2022
2022-09-04,1.027812151223117,0.5139060756115585,0.5139060756115585,10,10,-0.012407890735635752,2022-09,-3.5277218584296888,0.7408848518609752,2022
2022-09-05,1.0577544726950017,0.5288772363475008,0.5288772363475008,10,10,0.029132095233795896,2022-09,-1.9527343208954329,0.829362543166168,2022
2022-09-06,1.0339096086442277,0.5169548043221138,0.5169548043221138,10,10,-0.022542910161391982,2022-09,-2.593305130509338,0.6486545358211215,2022
2022-09-07,1.0406122771773452,0.5203061385886726,0.5203061385886726,10,10,0.00648283803253058,2022-09,-0.9786790480800112,0.5775397583819863,2022
2022-09-08,1.0329874997546336,0.5164937498773168,0.5164937498773168,10,10,-0.007327203022622242,2022-09,-0.4452656087523543,0.49252022178213234,2022
2022-09-09,1.0524000035199488,0.5262000017599744,0.5262000017599744,10,10,0.018792583424219744,2022-09,3.567319362551058,0.9177099248823093,2022
2022-09-10,1.0522426968339293,0.5261213484169647,0.5261213484169647,10,10,-0.0001494742355504508,2022-09,1.8200464492056367,1.0374081564853994,2022
2022-09-11,1.0463837006771681,0.5231918503385841,0.5231918503385841,10,10,-0.005568103417956882,2022-09,1.124789987725161,0.8099731231962098,2022
2022-09-12,1.0328693388211585,0.5164346694105793,0.5164346694105793,10,10,-0.012915302338199486,2022-09,0.24125424974577037,0.4683521333778753,2022
2022-09-13,1.0437445520171256,0.5218722760085628,0.5218722760085628,10,10,0.010529127729146603,2022-09,2.212707722966578,0.5842736458385726,2022
2022-09-14,1.0568725170426208,0.5284362585213104,0.5284362585213104,10,10,0.012577756693555209,2022-09,2.1729439719225807,0.7418435323356973,2022
2022-09-15,1.0515045347243654,0.5257522673621827,0.5257522673621827,10,10,-0.005079119980597291,2022-09,2.810542748179068,0.6345699986835105,2022
2022-09-16,1.038200835277259,0.5191004176386295,0.5191004176386295,10,10,-0.012652060935328113,2022-09,0.8323967395300835,0.23721559676030737,2022
2022-09-17,1.026406034648091,0.5132030173240455,0.5132030173240455,10,10,-0.011360808264056166,2022-09,0.14184201517606354,-0.24190588904033303,2022
2022-09-18,1.0055767301814211,0.5027883650907106,0.5027883650907106,10,10,-0.020293435310726027,2022-09,-1.6332393479032148,-0.3476285757576372,2022
2022-09-19,0.9899419907705774,0.4949709953852887,0.4949709953852887,10,10,-0.015548032230243591,2022-09,-2.252239953417068,-0.45056266952754254,2022
2022-09-20,0.9788643533828136,0.4894321766914068,0.4894321766914068,10,10,-0.011190188406030588,2022-09,-3.7230665844679156,-0.5363252606612102,2022
2022-09-21,0.9788316000075452,0.4894158000037726,0.4894158000037726,10,10,-3.346058639819294e-05,2022-09,-3.9831406866326247,-0.4253951664214774,2022
2022-09-22,0.9617278868763157,0.48086394343815786,0.48086394343815786,10,10,-0.01747360131313458,2022-09,-7.359664671746124,-0.49905633595298377,2022
2022-09-23,0.9646468042514132,0.4823234021257066,0.4823234021257066,10,10,0.0030350761529627235,2022-09,-6.771298895241607,-0.597386701542629,2022
2022-09-24,0.9685031588367617,0.4842515794183809,0.4842515794183809,10,10,0.003997685544960827,2022-09,-5.390869072658077,-0.6924682917256446,2022
2022-09-25,0.9673291502458575,0.48366457512292876,0.48366457512292876,10,10,-0.0012121887060381198,2022-09,-4.6162525968213135,-0.64346116136762,2022
2022-09-26,0.9776137411482291,0.48880687057411454,0.48880687057411454,10,10,0.01063194559965197,2022-09,-3.2126370967589524,-0.5453843437406564,2022
2022-09-27,0.9846316312326054,0.4923158156163027,0.4923158156163027,10,10,0.007178591900860232,2022-09,-3.1512685199985846,-0.5900590164120665,2022
2022-09-28,0.9887230077101657,0.4943615038550829,0.4943615038550829,10,10,0.004155235671678081,2022-09,-3.5233259369000347,-0.46526974363362034,2022
2022-09-29,0.9813449339273885,0.49067246696369426,0.49067246696369426,10,10,-0.00746222523926543,2022-09,-2.939407932305116,-0.5113044909321903,2022
2022-09-30,0.9877596933900954,0.4938798466950477,0.4938798466950477,10,10,0.006536702071752387,2022-09,-2.7499215425203394,-0.40666818361134527,2022
2022-10-01,0.9710245565052861,0.48551227825264304,0.48551227825264304,10,10,-0.01694251850606754,2022-10,-5.05533955498697,-0.6259730144269336,2022
2022-10-02,0.9657352646846724,0.4828676323423362,0.4828676323423362,10,10,-0.005447124673808257,2022-10,-6.420789478379685,-0.584362170656499,2022
2022-10-03,0.9747548151262906,0.4873774075631453,0.4873774075631453,10,10,0.00933956827657445,2022-10,-6.338900280505166,-0.49185267238762787,2022
2022-10-04,0.9720308198183214,0.4860154099091607,0.4860154099091607,10,10,-0.002794544090163109,2022-10,-5.427191275994813,-0.4696445933769132,2022
2022-10-05,0.9718431102140106,0.4859215551070053,0.4859215551070053,10,10,-0.00019311075377825837,2022-10,-8.122051449435297,-0.3038607027937806,2022
2022-10-06,0.9685304346548191,0.48426521732740957,0.48426521732740957,10,10,-0.003408652615196295,2022-10,-6.323490317024971,-0.22861302820391777,2022
2022-10-07,0.9673215302684898,0.4836607651342449,0.4836607651342449,10,10,-0.0012481842005926946,2022-10,-7.043040767081488,-0.06308308830452677,2022
2022-10-08,0.9633512138986308,0.4816756069493154,0.4816756069493154,10,10,-0.004104443295867677,2022-10,-6.7412515516928835,-0.12538676856071357,2022
2022-10-09,0.9600428736415373,0.48002143682076864,0.48002143682076864,10,10,-0.003434199499998347,2022-10,-8.77585799786258,-0.2668958761009844,2022
2022-10-10,0.9475835556542179,0.47379177782710896,0.47379177782710896,10,10,-0.012977876644258535,2022-10,-9.946292950724967,-0.4060143915296195,2022
2022-10-11,0.9576365847993459,0.47881829239967294,0.47881829239967294,10,10,0.010609121575761549,2022-10,-8.481316731175138,0.07073096000447379,2022
2022-10-12,0.9616619549030762,0.4808309774515381,0.4808309774515381,10,10,0.004203442274058222,2022-10,-6.894132804770181,0.5629972996901874,2022
2022-10-13,0.9555162389974383,0.47775811949871916,0.47775811949871916,10,10,-0.006390723761404593,2022-10,-8.453056147615667,0.395766154813462,2022
2022-10-14,0.9447226429314245,0.47236132146571225,0.47236132146571225,10,10,-0.011296088570236007,2022-10,-10.61148552003397,0.11785154987898727,2022
2022-10-15,0.9414874179996116,0.4707437089998058,0.4707437089998058,10,10,-0.003424523542459257,2022-10,-10.462828555807713,-0.20837216536804684,2022
2022-10-16,0.9356296076089319,0.46781480380446594,0.46781480380446594,10,10,-0.006221867949256166,2022-10,-9.879709607528364,-0.3015563185996297,2022
2022-10-17,0.9390941497714265,0.46954707488571323,0.46954707488571323,10,10,0.0037028992395276017,2022-10,-8.50656386744646,-0.2624436121011664,2022
2022-10-18,0.9317800865951329,0.46589004329756645,0.46589004329756645,10,10,-0.00778842374651556,2022-10,-7.338738195838546,-0.4608611366409554,2022
2022-10-19,0.9202544351338398,0.4601272175669199,0.4601272175669199,10,10,-0.012369497510308025,2022-10,-7.039559518279692,-0.544838600877875,2022
2022-10-20,0.9206205133414581,0.46031025667072906,0.46031025667072906,10,10,0.0003978010793994624,2022-10,-5.950144148172654,-0.6505734628852992,2022
2022-10-21,0.9247117414229157,0.46235587071145784,0.46235587071145784,10,10,0.004443989702780149,2022-10,-5.529026503048362,-0.6590406127292618,2022
2022-10-22,0.9321621602645229,0.46608108013226146,0.46608108013226146,10,10,0.008057017671412758,2022-10,-3.0742299371001924,-0.7349476481437682,2022
2022-10-23,0.9345744985640365,0.46728724928201826,0.46728724928201826,10,10,0.0025878955425835404,2022-10,-3.1174421098832616,-0.6725333621676168,2022
2022-10-24,0.932495274521938,0.466247637260969,0.466247637260969,10,10,-0.002224781486433902,2022-10,-3.7178902295033955,-0.7428440950624426,2022
2022-10-25,0.96134660373251,0.480673301866255,0.480673301866255,10,10,0.030939920017678535,2022-10,-0.6184602740263667,-0.12955810767317433,2022
2022-10-26,0.9692423283086303,0.48462116415431516,0.48462116415431516,10,10,0.008213192354832755,2022-10,-0.8563108809995224,-0.4597368699523741,2022
2022-10-27,0.9713629751629567,0.48568148758147833,0.48568148758147833,10,10,0.00218794288320745,2022-10,-1.3475756464413458,-0.5806884598565238,2022
2022-10-28,0.9749058130054553,0.48745290650272766,0.48745290650272766,10,10,0.0036472852405191603,2022-10,-1.3974788284446205,-1.0880847942366652,2022
2022-10-29,0.9845012408279008,0.4922506204139504,0.4922506204139504,10,10,0.009842415230723267,2022-10,0.3216307326192158,-1.2207551214590353,2022
2022-10-30,0.9626371963094497,0.48131859815472483,0.48131859815472483,10,10,-0.022208244755552498,2022-10,-2.5433814771711027,-1.2083465365115207,2022
2022-10-31,0.960552345788772,0.480276172894386,0.480276172894386,10,10,-0.0021657697507124762,2022-10,-1.0784702247081723,-1.567334019123201,2022
2022-11-01,0.9588371297069627,0.47941856485348133,0.47941856485348133,10,10,-0.001785656023150839,2022-11,-0.7142884007618866,-1.9068552076187661,2022
2022-11-02,0.9714927947340596,0.4857463973670298,0.4857463973670298,10,10,0.013198972625272365,2022-11,-0.3346503491555852,-1.5076869420764696,2022
2022-11-03,0.9820949656940275,0.49104748284701377,0.49104748284701377,10,10,0.010913278016508876,2022-11,1.0353731250607012,-1.247075097658321,2022
2022-11-04,0.9676232502329509,0.48381162511647546,0.48381162511647546,10,10,-0.014735556098538494,2022-11,-0.43421205920062267,-1.6940702499990037,2022
2022-11-05,0.9705405831719159,0.48527029158595797,0.48527029158595797,10,10,0.003014947127678802,2022-11,0.20754624172580893,-1.3953833678121366,2022
2022-11-06,0.9788231686690151,0.48941158433450754,0.48941158433450754,10,10,0.00853399192234705,2022-11,1.1890191669085448,-1.0899345504287996,2022
2022-11-07,0.9851305348216003,0.49256526741080014,0.49256526741080014,10,10,0.0064438259682408905,2022-11,2.260787198765213,-0.7781075295783839,2022
2022-11-08,0.9890226649311511,0.49451133246557555,0.49451133246557555,10,10,0.00395087754563983,2022-11,3.018593448820739,-0.3766260718751004,2022
2022-11-09,0.9982140518112885,0.49910702590564426,0.49910702590564426,10,10,0.009293403686332358,2022-11,5.343116800092096,-0.5128365559239604,2022
2022-11-10,0.990925088223083,0.4954625441115415,0.4954625441115415,10,10,-0.007302004590077127,2022-11,3.4761102439201386,-0.6580169317006969,2022
2022-11-11,0.9948841038630094,0.4974420519315047,0.4974420519315047,10,10,0.003995272384339055,2022-11,3.454659799168369,-0.5176504884359264,2022
2022-11-12,1.0012228771124747,0.5006114385562374,0.5006114385562374,10,10,0.00637136850900788,2022-11,4.783449642152959,-0.2562327440133252,2022
2022-11-13,0.9918407958026005,0.49592039790130027,0.49592039790130027,10,10,-0.009370622190467803,2022-11,4.98751175529899,-0.6416056213237746,2022
2022-11-14,0.9915510163034151,0.49577550815170757,0.49577550815170757,10,10,-0.00029216331936710027,2022-11,5.317500515320139,-0.4561358714961637,2022
2022-11-15,0.9854691054024608,0.4927345527012304,0.4927345527012304,10,10,-0.006133734725650486,2022-11,5.326840598909355,-0.6791061139462021,2022
2022-11-16,0.9922108706577674,0.4961054353288837,0.4961054353288837,10,10,0.006841173628221675,2022-11,5.656165667656365,-0.4810562974314439,2022
2022-11-17,1.003661579086284,0.501830789543142,0.501830789543142,10,10,0.011540599651892025,2022-11,7.7144267757231155,-0.2347188400459691,2022
2022-11-18,0.9951974274374051,0.49759871371870257,0.49759871371870257,10,10,-0.008433272554464466,2022-11,8.143725196245954,-0.21978577507204192,2022
2022-11-19,0.9916435299731822,0.4958217649865911,0.4958217649865911,10,10,-0.003571047679829853,2022-11,7.714689777435102,-0.3484822785616866,2022
2022-11-20,1.0035780862331714,0.5017890431165857,0.5017890431165857,10,10,0.012035127441724969,2022-11,8.52874915256281,-0.1862721466907812,2022
2022-11-21,1.0154675921368403,0.5077337960684202,0.5077337960684202,10,10,0.011847115901359562,2022-11,8.936796130908986,-0.30008627459238957,2022
2022-11-22,1.042618635481381,0.5213093177406904,0.5213093177406904,10,10,0.026737478925749736,2022-11,11.560783766660986,0.20969058538658647,2022
2022-11-23,1.0592805904163576,0.5296402952081788,0.5296402952081788,10,10,0.015980871977493205,2022-11,13.596349424871734,0.6481421122797665,2022
2022-11-24,1.0565068723514608,0.5282534361757304,0.5282534361757304,10,10,-0.0026184922956121737,2022-11,9.898643033582566,0.7621051937715826,2022
2022-11-25,1.0450520664520622,0.5225260332260311,0.5225260332260311,10,10,-0.010842149917968613,2022-11,7.821546369701271,0.6455975729357717,2022
2022-11-26,1.0471572695501201,0.5235786347750601,0.5235786347750601,10,10,0.0020144480506172346,2022-11,7.8028807279223455,0.5719269825343029,2022
2022-11-27,1.0401219298859126,0.5200609649429563,0.5200609649429563,10,10,-0.006718512938586607,2022-11,6.689478717888453,0.32843727050173216,2022
2022-11-28,1.050037925358627,0.5250189626793135,0.5250189626793135,10,10,0.00953349332207809,2022-11,6.656841232177024,0.7118404688807013,2022
2022-11-29,1.0441397283131588,0.5220698641565794,0.5220698641565794,10,10,-0.00561712763227451,2022-11,8.466588691583166,0.5419344024151511,2022
2022-11-30,1.0408676600431241,0.5204338300215621,0.5204338300215621,10,10,-0.003133745591043513,2022-11,8.361367769957395,0.3754831274832256,2022
2022-12-01,1.0468278885476316,0.5234139442738158,0.5234139442738158,10,10,0.00572621163410969,2022-12,9.176820141243436,0.3207320137104299,2022
2022-12-02,1.0442527296835926,0.5221263648417963,0.5221263648417963,10,10,-0.0024599639465201495,2022-12,7.489498156231877,0.13918818063684393,2022
2022-12-03,1.045679529224725,0.5228397646123625,0.5228397646123625,10,10,0.0013663354670518935,2022-12,6.474380355443876,0.3724719980045169,2022
2022-12-04,1.045790169436295,0.5228950847181475,0.5228950847181475,10,10,0.00010580699772533286,2022-12,8.078239044434476,-0.12218422802906025,2022
2022-12-05,1.0654315426086072,0.5327157713043036,0.5327157713043036,10,10,0.01878137101145194,2022-12,9.77712432452531,0.6124199328876253,2022
2022-12-06,1.068599008718368,0.534299504359184,0.534299504359184,10,10,0.002972941932998907,2022-12,9.17181396221225,0.5508938521564831,2022
2022-12-07,1.0648267338837183,0.5324133669418591,0.5324133669418591,10,10,-0.0035301126090077073,2022-12,8.089912579610626,0.6201888719500183,2022
2022-12-08,1.065113549055083,0.5325567745275415,0.5325567745275415,10,10,0.00026935384155746256,2022-12,7.693543011901416,0.29485872253556317,2022
2022-12-09,1.059409953117014,0.529704976558507,0.529704976558507,10,10,-0.005354918208606785,2022-12,6.130538955515985,0.19951778148834776,2022
2022-12-10,1.0560256771348746,0.5280128385674373,0.5280128385674373,10,10,-0.0031944913979542466,2022-12,6.5696781407088345,0.24306069441012995,2022
2022-12-11,1.0598630866298842,0.5299315433149421,0.5299315433149421,10,10,0.0036338221485494593,2022-12,6.531311789440553,0.5502216346162067,2022
2022-12-12,1.0578322194929168,0.5289161097464584,0.5289161097464584,10,10,-0.0019161598913921551,2022-12,5.654020066311638,0.3230270249719728,2022
2022-12-13,1.058519308735105,0.5292596543675525,0.5292596543675525,10,10,0.0006495257277354671,2022-12,6.722703201429425,0.10298340362730721,2022
2022-12-14,1.0548395555940522,0.5274197777970261,0.5274197777970261,10,10,-0.003476321225967971,2022-12,6.3827819496955485,0.13309058591567707,2022
2022-12-15,1.058543790572571,0.5292718952862855,0.5292718952862855,10,10,0.003511657255242717,2022-12,7.415218272141244,0.4400864767282081,2022
2022-12-16,1.0383725695679233,0.5191862847839617,0.5191862847839617,10,10,-0.019055632071429907,2022-12,4.652408099455108,0.2901487118990072,2022
2022-12-17,1.0250564047487751,0.5125282023743876,0.5125282023743876,10,10,-0.01282407221589954,2022-12,2.1316772613701795,0.43619466876413837,2022
2022-12-18,1.0243595539598669,0.5121797769799334,0.5121797769799334,10,10,-0.0006798170185366992,2022-12,2.9302855612833634,0.7295817795910684,2022
2022-12-19,1.0331196982280113,0.5165598491140057,0.5165598491140057,10,10,0.00855182561072465,2022-12,4.182568332387637,1.1149466263692964,2022
2022-12-20,1.0397848574477608,0.5198924287238804,0.5198924287238804,10,10,0.0064514878877843795,2022-12,3.6077682156739677,1.2376117495474797,2022
2022-12-21,1.0541505251926306,0.5270752625963153,0.5270752625963153,10,10,0.013816000148464846,2022-12,3.809371500905323,1.8627613548639725,2022
2022-12-22,1.054413944490528,0.527206972245264,0.527206972245264,10,10,0.0002498877452528081,2022-12,1.1313157666418716,1.808809626042132,2022
2022-12-23,1.0591217082032522,0.5295608541016261,0.5295608541016261,10,10,0.004464815490465623,2022-12,-0.014999067720378179,1.8175560433117603,2022
2022-12-24,1.0697559051257777,0.5348779525628888,0.5348779525628888,10,10,0.01004058064352753,2022-12,1.2540413243908866,2.0268274990976023,2022
2022-12-25,1.0832607118553903,0.5416303559276952,0.5416303559276952,10,10,0.012624194608231498,2022-12,3.6561475384710773,2.0596815001959534,2022
2022-12-26,1.0737013530435946,0.5368506765217973,0.5368506765217973,10,10,-0.00882461507850918,2022-12,2.5348707653892744,1.7425454515962395,2022
2022-12-27,1.0739127175645076,0.5369563587822538,0.5369563587822538,10,10,0.00019685596959884144,2022-12,3.2487333174776367,1.6672636283495275,2022
2022-12-28,1.076120337321566,0.538060168660783,0.538060168660783,10,10,0.002055678940151573,2022-12,2.483949515826378,1.8598099649327657,2022
2022-12-29,1.0787764326634448,0.5393882163317224,0.5393882163317224,10,10,0.0024682140553999865,2022-12,3.3172480091570478,1.78433306773595,2022
2022-12-30,1.067635396684805,0.5338176983424024,0.5338176983424024,10,10,-0.010327474387935243,2022-12,2.5716753117847713,1.9387055122108465,2022
2022-12-31,1.07391872813603,0.536959364068015,0.536959364068015,10,10,0.005885278317612874,2022-12,2.587898152578294,2.1650692245212193,2022
2023-01-01,1.0728565159942063,0.5364282579971031,0.5364282579971031,10,10,-0.0009890991878570565,2023-01,2.7391631831578334,1.9700188069732942,2023
2023-01-02,1.0754613050309285,0.5377306525154643,0.5377306525154643,10,10,0.0024279006538991954,2023-01,2.848078687003075,2.075481308961779,2023
2023-01-03,1.069071056676682,0.534535528338341,0.534535528338341,10,10,-0.005941867293926317,2023-01,2.226152809691828,1.9548207659471464,2023
2023-01-04,1.0742367050566746,0.5371183525283373,0.5371183525283373,10,10,0.004831903686599359,2023-01,0.8264409392750638,2.1187068874132753,2023
2023-01-05,1.073782525487588,0.536891262743794,0.536891262743794,10,10,-0.00042279282298651744,2023-01,0.4850759477529998,2.1355286750874622,2023
2023-01-06,1.0708355181607734,0.5354177590803867,0.5354177590803867,10,10,-0.002744510417019841,2023-01,0.5642969025711153,2.164344407810855,2023
