date,portfolio_value,long_value,short_value,num_longs,num_shorts,daily_return,year_month,rolling_return_30d,rolling_sharpe_90d,year
2021-08-30,1.0,0.5,0.5,0,0,0.0,2021-08,0.0,,2021
2021-08-31,1.0,0.5,0.5,0,0,0.0,2021-08,0.0,,2021
2021-09-01,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-02,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-03,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-04,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-05,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-06,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-07,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-08,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-09,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-10,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-11,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-12,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-13,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-14,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-15,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-16,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-17,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-18,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-19,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-20,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-21,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-22,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-23,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-24,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-25,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-26,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-27,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-28,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-29,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-09-30,1.0,0.5,0.5,0,0,0.0,2021-09,0.0,,2021
2021-10-01,1.0,0.5,0.5,0,0,0.0,2021-10,0.0,,2021
2021-10-02,1.0,0.5,0.5,0,0,0.0,2021-10,0.0,,2021
2021-10-03,1.0,0.5,0.5,0,0,0.0,2021-10,0.0,,2021
2021-10-04,1.059183266547639,0.5295916332738195,0.5295916332738195,10,10,0.05918326654763906,2021-10,5.918326654763906,1.6733200530681511,2021
2021-10-05,1.0894668418426314,0.5447334209213157,0.5447334209213157,10,10,0.02859144045364337,2021-10,8.946684184263143,2.2445009753109177,2021
2021-10-06,1.1347299100598973,0.5673649550299487,0.5673649550299487,10,10,0.041546072334530004,2021-10,13.472991005989732,2.8109816223815773,2021
2021-10-07,1.1121807908959063,0.5560903954479531,0.5560903954479531,10,10,-0.019871794128349718,2021-10,11.218079089590628,2.2930784036319234,2021
2021-10-08,1.139493472921977,0.5697467364609885,0.5697467364609885,10,10,0.024557771766647196,2021-10,13.9493472921977,2.695280328600738,2021
2021-10-09,1.1300739414192127,0.5650369707096063,0.5650369707096063,10,10,-0.008266419884450982,2021-10,13.007394141921269,2.512156022416137,2021
2021-10-10,1.1227902662789626,0.5613951331394813,0.5613951331394813,10,10,-0.0064453084645973435,2021-10,12.279026627896261,2.373298920077747,2021
2021-10-11,1.1397331977357092,0.5698665988678546,0.5698665988678546,10,10,0.015090023458163015,2021-10,13.973319773570925,2.638810151250117,2021
2021-10-12,1.1257634464032347,0.5628817232016173,0.5628817232016173,10,10,-0.012257036436446822,2021-10,12.576344640323466,2.3677954254931035,2021
2021-10-13,1.1126478890045546,0.5563239445022773,0.5563239445022773,10,10,-0.011650367082519653,2021-10,11.264788900455457,2.1182086936862414,2021
2021-10-14,1.104595145883264,0.552297572941632,0.552297572941632,10,10,-0.007237458679308806,2021-10,10.45951458832639,1.9703652309394746,2021
2021-10-15,1.0795002067231991,0.5397501033615996,0.5397501033615996,10,10,-0.02271867593623922,2021-10,7.950020672319913,1.4828858184055294,2021
2021-10-16,1.0831001219191678,0.5415500609595839,0.5415500609595839,10,10,0.003334798060758315,2021-10,8.310012191916783,1.5438240088649342,2021
2021-10-17,1.0846362616471175,0.5423181308235587,0.5423181308235587,10,10,0.0014182804496667423,2021-10,8.463626164711746,1.569997869897723,2021
2021-10-18,1.0972504092693127,0.5486252046346564,0.5486252046346564,10,10,0.011629841328594015,2021-10,9.725040926931271,1.7720399898257502,2021
2021-10-19,1.0914306578071278,0.5457153289035639,0.5457153289035639,10,10,-0.00530394102660714,2021-10,9.143065780712778,1.6710945967279534,2021
2021-10-20,1.0918944880354293,0.5459472440177147,0.5459472440177147,10,10,0.0004249745276840855,2021-10,9.189448803542932,1.6789167988084022,2021
2021-10-21,1.0741669430201504,0.5370834715100752,0.5370834715100752,10,10,-0.0162355843073948,2021-10,7.416694302015037,1.3589201208535733,2021
2021-10-22,1.0759687725210456,0.5379843862605228,0.5379843862605228,10,10,0.001677420360590487,2021-10,7.596877252104561,1.388999875018392,2021
2021-10-23,1.0869395173324548,0.5434697586662274,0.5434697586662274,10,10,0.010196155401150042,2021-10,8.693951733245475,1.5640962498354645,2021
2021-10-24,1.0988534587136964,0.5494267293568482,0.5494267293568482,10,10,0.010960997545181428,2021-10,9.885345871369644,1.749886999088294,2021
2021-10-25,1.1073952278706913,0.5536976139353457,0.5536976139353457,10,10,0.007773346927436364,2021-10,10.739522787069134,1.88324127949292,2021
2021-10-26,1.1234183010921435,0.5617091505460717,0.5617091505460717,10,10,0.014469155020887525,2021-10,12.341830109214346,2.118730889383093,2021
2021-10-27,1.1873637051992971,0.5936818525996486,0.5936818525996486,10,10,0.056920386684985,2021-10,18.736370519929714,2.6936709885287655,2021
2021-10-28,1.1913789322807313,0.5956894661403657,0.5956894661403657,10,10,0.0033816319834032438,2021-10,19.137893228073132,2.745139878352844,2021
2021-10-29,1.191898479753607,0.5959492398768035,0.5959492398768035,10,10,0.00043608918942439345,2021-10,19.189847975360696,2.751926526596575,2021
2021-10-30,1.197021269421431,0.5985106347107155,0.5985106347107155,10,10,0.004298008391522723,2021-10,19.702126942143106,2.81694805963268,2021
2021-10-31,1.208067899959917,0.6040339499799585,0.6040339499799585,10,10,0.009228432961617461,2021-10,20.806789995991704,2.951149838411462,2021
2021-11-01,1.2226625211153166,0.6113312605576583,0.6113312605576583,10,10,0.012080960975690003,2021-11,22.26625211153166,3.1220274338200893,2021
2021-11-02,1.2087503790884666,0.6043751895442333,0.6043751895442333,10,10,-0.011378562593183372,2021-11,20.87503790884666,2.9290049062714023,2021
2021-11-03,1.2073198690639118,0.6036599345319559,0.6036599345319559,10,10,-0.0011834619035516747,2021-11,13.985927383380714,2.9105361054078127,2021
2021-11-04,1.2071698365987011,0.6035849182993506,0.6035849182993506,10,10,-0.00012426902683793095,2021-11,10.803724375585123,2.9086130404582655,2021
2021-11-05,1.2210773051083155,0.6105386525541577,0.6105386525541577,10,10,0.011520722344090073,2021-11,7.609510799257979,3.070793098304639,2021
2021-11-06,1.2113290409009627,0.6056645204504814,0.6056645204504814,10,10,-0.007983330921450538,2021-11,8.914760155602819,2.9400952900174078,2021
2021-11-07,1.2083841804511002,0.6041920902255501,0.6041920902255501,10,10,-0.0024310986944324764,2021-11,6.045730771275792,2.9020976771612417,2021
2021-11-08,1.217444298543166,0.608722149271583,0.608722149271583,10,10,0.007497713259274397,2021-11,7.7313841087449875,3.0105722298035253,2021
2021-11-09,1.22520334282397,0.612601671411985,0.612601671411985,10,10,0.0063732232267945665,2021-11,9.121300711344272,3.103626291717776,2021
2021-11-10,1.2386994337535198,0.6193497168767599,0.6193497168767599,10,10,0.011015388595367881,2021-11,8.683280983165641,3.257951676047726,2021
2021-11-11,1.230976174555634,0.615488087277817,0.615488087277817,10,10,-0.006234974350866285,2021-11,9.34590019675532,3.157261372055441,2021
2021-11-12,1.2295208078726028,0.6147604039363014,0.6147604039363014,10,10,-0.0011822866381281383,2021-11,10.504034566821495,3.1389787866026806,2021
2021-11-13,1.2354778090607006,0.6177389045303503,0.6177389045303503,10,10,0.004844977937709771,2021-11,11.848926157717221,3.210311302024741,2021
2021-11-14,1.2413625444758518,0.6206812722379259,0.6206812722379259,10,10,0.004763125142349001,2021-11,14.994192381304172,3.2805527017120326,2021
2021-11-15,1.2264061488316105,0.6132030744158052,0.6132030744158052,10,10,-0.01204837032565409,2021-11,13.231096923755835,3.078666057754789,2021
2021-11-16,1.2197726624077356,0.6098863312038678,0.6098863312038678,10,10,-0.005408882228937428,2021-11,12.459144649599075,2.993362419430574,2021
2021-11-17,1.2169110098494929,0.6084555049247464,0.6084555049247464,10,10,-0.002346054020094246,2021-11,10.905496099096034,2.957314979068854,2021
2021-11-18,1.2036352449378291,0.6018176224689146,0.6018176224689146,10,10,-0.010909396664350757,2021-11,10.28050534663738,2.7805697354303307,2021
2021-11-19,1.2045535223330908,0.6022767611665454,0.6022767611665454,10,10,0.0007629199951759702,2021-11,10.317758312010628,2.791901968498236,2021
2021-11-20,1.2054143564070776,0.6027071782035388,0.6027071782035388,10,10,0.0007146499163603881,2021-11,12.218530298270892,2.802524231165273,2021
2021-11-21,1.21241304796688,0.60620652398344,0.60620652398344,10,10,0.005806046296530809,2021-11,12.681062771565287,2.885710868175249,2021
2021-11-22,1.203069360906297,0.6015346804531485,0.6015346804531485,10,10,-0.007706686327940471,2021-11,10.684112751631837,2.764409803847491,2021
2021-11-23,1.1933057695889302,0.5966528847944651,0.5966528847944651,10,10,-0.008115568091611736,2021-11,8.59553292809383,2.6374354066880312,2021
2021-11-24,1.173095453701029,0.5865477268505145,0.5865477268505145,10,10,-0.016936410099536614,2021-11,5.932861563496772,2.3630507401249212,2021
2021-11-25,1.1866288950709298,0.5933144475354649,0.5933144475354649,10,10,0.011536521880810113,2021-11,5.626630251379705,2.5186303457261565,2021
2021-11-26,1.185474816781744,0.592737408390872,0.592737408390872,10,10,-0.000972568841008159,2021-11,-0.15908254642466035,2.5044405735812103,2021
2021-11-27,1.195199476868423,0.5975997384342115,0.5975997384342115,10,10,0.008203177283073071,2021-11,0.3206825707735117,2.617217411019103,2021
2021-11-28,1.1864661487327126,0.5932330743663563,0.5932330743663563,10,10,-0.0073070046504646324,2021-11,-0.45577128532099387,2.5065315978473355,2021
2021-11-29,1.179468966652542,0.589734483326271,0.589734483326271,10,10,-0.005897498287367409,2021-11,-1.4663317367261786,2.4184824457241,2021
2021-11-30,1.174537078189821,0.5872685390949105,0.5872685390949105,10,10,-0.004181448263720022,2021-11,-2.775574267904024,2.356920163141955,2021
2021-12-01,1.1801932637795878,0.5900966318897939,0.5900966318897939,10,10,0.004815672229338208,2021-12,-3.4735061067373008,2.42409140464171,2021
2021-12-02,1.168833968718518,0.584416984359259,0.584416984359259,10,10,-0.009624944837162808,2021-12,-3.3022873093160876,2.2786107028232205,2021
2021-12-03,1.163411068552922,0.581705534276461,0.581705534276461,10,10,-0.004639581249971436,2021-12,-3.6368821251185235,2.210823194226677,2021
2021-12-04,1.1305575203410223,0.5652787601705112,0.5652787601705112,10,10,-0.02823898542822334,2021-12,-6.34644056991519,1.762630112767971,2021
2021-12-05,1.113929330355705,0.5569646651778525,0.5569646651778525,10,10,-0.01470795575292938,2021-12,-8.774872344638817,1.5504369764345738,2021
2021-12-06,1.1060677551425082,0.5530338775712541,0.5530338775712541,10,10,-0.007057517024609106,2021-12,-8.689735175519541,1.4525246361700754,2021
2021-12-07,1.1256152384888516,0.5628076192444258,0.5628076192444258,10,10,0.017672952904973505,2021-12,-6.849555240896176,1.674843403945929,2021
2021-12-08,1.1381188859126974,0.5690594429563487,0.5690594429563487,10,10,0.011108278385278503,2021-12,-6.515732401506336,1.8171039161340443,2021
2021-12-09,1.1298859912901162,0.5649429956450581,0.5649429956450581,10,10,-0.007233773838994817,2021-12,-7.77971690104573,1.7173117717671709,2021
2021-12-10,1.13809941452226,0.56904970726113,0.56904970726113,10,10,0.007269249548589984,2021-12,-8.121422880320573,1.811557848527753,2021
2021-12-11,1.1403791608546974,0.5701895804273487,0.5701895804273487,10,10,0.002003117041751823,2021-12,-7.359769878051536,1.8381176050421,2021
2021-12-12,1.13915487212065,0.569577436060325,0.569577436060325,10,10,-0.0010735804161221552,2021-12,-7.349687388236226,1.823692231853293,2021
2021-12-13,1.1256457373320643,0.5628228686660322,0.5628228686660322,10,10,-0.011858909722641142,2021-12,-8.889845768426918,1.6580719563491624,2021
2021-12-14,1.1213111837656478,0.5606555918828239,0.5606555918828239,10,10,-0.0038507262299860567,2021-12,-9.67093467129654,1.6062620936564758,2021
2021-12-15,1.1359126040632839,0.5679563020316419,0.5679563020316419,10,10,0.013021737862812355,2021-12,-7.378758240452332,1.7697738205957039,2021
2021-12-16,1.1381355805228353,0.5690677902614176,0.5690677902614176,10,10,0.001956996032616898,2021-12,-6.692811242691333,1.7954491983370637,2021
2021-12-17,1.1307124332720593,0.5653562166360296,0.5653562166360296,10,10,-0.0065221994442576925,2021-12,-7.083391955513207,1.7070052693616082,2021
2021-12-18,1.1455927881071017,0.5727963940535509,0.5727963940535509,10,10,0.013160158495809204,2021-12,-4.822262979988212,1.8709453358079722,2021
2021-12-19,1.1448991834707054,0.5724495917353527,0.5724495917353527,10,10,-0.0006054547860260273,2021-12,-4.952402509009424,1.8629539839540135,2021
2021-12-20,1.135735315999664,0.567867657999832,0.567867657999832,10,10,-0.008004082458388795,2021-12,-5.7805052708267635,1.7543021672643708,2021
2021-12-21,1.12837695179369,0.564188475896845,0.564188475896845,10,10,-0.0064789428507796565,2021-12,-6.931309120609674,1.6673391205810069,2021
2021-12-22,1.1347214263543928,0.5673607131771964,0.5673607131771964,10,10,0.005622655222279782,2021-12,-5.681130014018176,1.7392102084260475,2021
2021-12-23,1.142625241652817,0.5713126208264085,0.5713126208264085,10,10,0.006965423508232815,2021-12,-4.247069714040819,1.8276938503990627,2021
2021-12-24,1.1359087294646462,0.5679543647323231,0.5679543647323231,10,10,-0.005878140919113095,2021-12,-3.1699657618705634,1.7490545569834135,2021
2021-12-25,1.1309406523206151,0.5654703261603076,0.5654703261603076,10,10,-0.004373658741378295,2021-12,-4.692978822750304,1.691064612888731,2021
2021-12-26,1.1355289851744343,0.5677644925872172,0.5677644925872172,10,10,0.004057094282007068,2021-12,-4.213149946356475,1.7430659487962394,2021
2021-12-27,1.1417309749342792,0.5708654874671396,0.5708654874671396,10,10,0.00546176261532616,2021-12,-4.473604864205449,1.8126650966527829,2021
2021-12-28,1.1349862517866736,0.5674931258933368,0.5674931258933368,10,10,-0.005907453941147445,2021-12,-4.338926736428661,1.733904254777025,2021
2021-12-29,1.1322536666560679,0.5661268333280339,0.5661268333280339,10,10,-0.002407593154810539,2021-12,-4.003098117153192,1.7023160464896285,2021
2021-12-30,1.135443098576215,0.5677215492881075,0.5677215492881075,10,10,0.0028168881356476216,2021-12,-3.328458533966172,1.738514913615356,2021
2021-12-31,1.1326976497538053,0.5663488248769026,0.5663488248769026,10,10,-0.0024179536833262016,2021-12,-4.024392909486451,1.7067987205727446,2021
2022-01-01,1.141595301169584,0.570797650584792,0.570797650584792,10,10,0.007855274898568743,2022-01,-2.3304137523311286,1.805610603683514,2022
2022-01-02,1.142471971023908,0.571235985511954,0.571235985511954,10,10,0.0007679340072841434,2022-01,-1.799802158927244,1.1807862038570356,2022
2022-01-03,1.1577385541530212,0.5788692770765106,0.5788692770765106,10,10,0.013362763828184798,2022-01,2.404215028687795,0.9852246181427432,2022
2022-01-04,1.1823311732888278,0.5911655866444139,0.5911655866444139,10,10,0.021241945383600136,2022-01,6.140590885714481,0.7233948081542051,2022
2022-01-05,1.2097728449708722,0.6048864224854361,0.6048864224854361,10,10,0.023209801366999017,2022-01,9.376016012238097,1.3837945606013278,2022
2022-01-06,1.2177808247670738,0.6088904123835369,0.6088904123835369,10,10,0.006619407791711884,2022-01,8.188018705393096,1.1336368958537133,2022
2022-01-07,1.2391868971556748,0.6195934485778374,0.6195934485778374,10,10,0.017577935169651893,2022-01,8.880268352802823,1.527469880555189,2022
2022-01-08,1.2229380370928884,0.6114690185464442,0.6114690185464442,10,10,-0.013112517651762357,2022-01,8.235525222905382,1.4144314559464022,2022
2022-01-09,1.242203148192332,0.621101574096166,0.621101574096166,10,10,0.01575313753854579,2022-01,9.147156420757096,1.4235366777491612,2022
2022-01-10,1.248155089361694,0.624077544680847,0.624077544680847,10,10,0.004791439450160251,2022-01,9.450885477968573,1.7000137316868318,2022
2022-01-11,1.2231665396747757,0.6115832698373879,0.6115832698373879,10,10,-0.020020388411585377,2022-01,7.3749118412433035,1.5500495176300948,2022
2022-01-12,1.221133875913718,0.610566937956859,0.610566937956859,10,10,-0.0016618045827170302,2022-01,8.482965413965292,1.6404279411914184,2022
2022-01-13,1.2150245765299637,0.6075122882649818,0.6075122882649818,10,10,-0.005002972650466453,2022-01,8.357483107374586,1.9602628454319493,2022
2022-01-14,1.230605445224998,0.615302722612499,0.615302722612499,10,10,0.012823500854223235,2022-01,8.336278761498672,2.0985362359429853,2022
2022-01-15,1.2174554824085366,0.6087277412042683,0.6087277412042683,10,10,-0.010685766804856778,2022-01,6.9692840855799965,1.895607283973462,2022
2022-01-16,1.2214001130978671,0.6107000565489336,0.6107000565489336,10,10,0.0032400615433811897,2022-01,8.020401753554228,1.7724653416074372,2022
2022-01-17,1.2287357335935984,0.6143678667967992,0.6143678667967992,10,10,0.006005911099128625,2022-01,7.257635204205193,1.9520679023216374,2022
2022-01-18,1.2018868791943678,0.6009434395971839,0.6009434395971839,10,10,-0.021850796444820353,2022-01,4.977529597925545,1.5648912440485518,2022
2022-01-19,1.2075126338601203,0.6037563169300602,0.6037563169300602,10,10,0.00468076885032942,2022-01,6.319898382069655,1.9103746697239081,2022
2022-01-20,1.1959830022054727,0.5979915011027364,0.5979915011027364,10,10,-0.009548249294742517,2022-01,5.991441982602974,1.7268249804309697,2022
2022-01-21,1.1979919718574739,0.5989959859287369,0.5989959859287369,10,10,0.0016797643848587285,2022-01,5.575865937982272,1.6005801007617781,2022
2022-01-22,1.1947875475932372,0.5973937737966186,0.5973937737966186,10,10,-0.0026748294976202125,2022-01,4.565128096152238,1.3938234318502334,2022
2022-01-23,1.1691836680534773,0.5845918340267386,0.5845918340267386,10,10,-0.021429650477472806,2022-01,2.9293672744740373,0.9205209820231456,2022
2022-01-24,1.1536418610442458,0.5768209305221229,0.5768209305221229,10,10,-0.013292870430790638,2022-01,2.0072855880677087,0.49594441704268866,2022
2022-01-25,1.1391113260921577,0.5695556630460789,0.5695556630460789,10,10,-0.012595360347738671,2022-01,0.31547771694908633,-0.6601555409865681,2022
2022-01-26,1.1491247325841991,0.5745623662920996,0.5745623662920996,10,10,0.008790542471729612,2022-01,0.6475919294688159,-0.5616652119308471,2022
2022-01-27,1.1531620207449351,0.5765810103724676,0.5765810103724676,10,10,0.0035133593823681863,2022-01,1.6014087333348304,-0.5067167489215639,2022
2022-01-28,1.1533732490805346,0.5766866245402673,0.5766866245402673,10,10,0.0001831731637007561,2022-01,1.86526951039514,-0.5802859028574732,2022
2022-01-29,1.1467261535774433,0.5733630767887217,0.5733630767887217,10,10,-0.005763178145834713,2022-01,0.993713821095632,-0.8492523747700245,2022
2022-01-30,1.1741197347817078,0.5870598673908539,0.5870598673908539,10,10,0.023888511759154296,2022-01,3.6569410236620303,-0.6237625532230932,2022
2022-01-31,1.1661648542887406,0.5830824271443703,0.5830824271443703,10,10,-0.0067751867695556856,2022-01,2.1522121800943372,-0.5461952413724365,2022
2022-02-01,1.1567005100055456,0.5783502550027728,0.5783502550027728,10,10,-0.008115785901443129,2022-02,1.2454168979643132,-0.6649764760735295,2022
2022-02-02,1.1635422628857426,0.5817711314428713,0.5817711314428713,10,10,0.005914887061097662,2022-02,0.5012970080250367,-0.5587510903785614,2022
2022-02-03,1.1715867878860005,0.5857933939430002,0.5857933939430002,10,10,0.0069138227779594885,2022-02,-0.9087458442747609,-0.6417818555155973,2022
2022-02-04,1.168801309794353,0.5844006548971765,0.5844006548971765,10,10,-0.0023775260360127115,2022-02,-3.3867130798018286,-0.5456565828174891,2022
2022-02-05,1.1673289713416322,0.5836644856708161,0.5836644856708161,10,10,-0.0012596995232491137,2022-02,-4.14293380215538,-0.5252742026351697,2022
2022-02-06,1.1588931720540825,0.5794465860270412,0.5794465860270412,10,10,-0.007226582646924551,2022-02,-6.47954923392845,-0.7835161464629231,2022
2022-02-07,1.1661146362418835,0.5830573181209417,0.5830573181209417,10,10,0.00623134587547991,2022-02,-4.6464660618523945,-0.7860838692882128,2022
