initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,num_rebalances,avg_long_positions,avg_short_positions,avg_dw_long,avg_dw_short
10000,4943.698914591144,-0.5056301085408856,-0.1168130370420366,0.3607430287981756,-0.32381231989763504,-0.4516814359198141,-0.8404274769412577,-0.13899240594462542,0.4765587240212663,2070,296,2.5903381642512078,3.5903381642512078,1.6952164531959595,2.2793624269374875
