initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_trades,num_long_trades,num_short_trades,avg_positions,avg_long_positions,avg_short_positions,avg_zscore_long,avg_zscore_short,avg_spread_long,avg_spread_short,pct_days_invested,trading_days,strategy,window,zscore_threshold
10000,15673.230009546716,0.5673230009546716,0.103395394248885,1.1472867715016246,0.09012166514702866,0.09343763030116341,-0.8436387602815933,0.12255884759772447,0.24789915966386555,13,0,13,0.5800839832033593,0.0,0.5800839832033593,0,3.7348276840606918,0,110.67399326630442,50.02999400119976,1667,short_expensive_longs,30,3.0
