initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,avg_positions,num_days
100000.0,79705.52559905198,-0.2029447440094802,-0.04277842277059407,0.7995168901959231,-0.0535053396559404,-0.9352202775255335,0.2608236536430834,1.7857519788918206,1895
