initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,7734.175409974032,-0.2265824590025968,-0.04421947237508872,0.4582744979840614,-0.09649123520861215,-0.7728944996802133,0.5231436837029894,2075,2.108433734939759,1.108433734939759,0.5,0.3746987951807229,0.12530120481927712,0.8746987951807229
