rebalance_days,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,final_value,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure,num_rebalances,total_trades,avg_positions_per_rebalance,avg_long_funding_rate,avg_short_funding_rate,total_expected_funding_income,return_per_rebalance,sharpe_per_rebalance
1,3.0209272008985972,0.2776952061052911,0.3506001427815382,0.7920567399150353,-0.38092890683461617,0.521948866377231,2074,40209.27200898597,2.835583413693346,2.589681774349084,5.42526518804243,0.44358727097396333,0.48360655737704916,-0.04001928640308582,0.9271938283510125,1914,14750,7.7063740856844305,-0.5604649056933416,2.2221303147649016,91.13836987233056,0.0015783318708979088,0.00041382274812697774
2,-0.024636249729786324,-0.004383367929098436,0.363315324622406,-0.012064913401751151,-0.66555459485631,0.5098890496864448,2074,9753.637502702137,2.824493731918997,2.570877531340405,5.395371263259402,0.43972999035679844,0.4811957569913211,-0.041465766634522665,0.9209257473481196,958,7469,7.796450939457203,-0.6147465597541343,2.2008618795678863,68.29585519274035,-2.5716335834850024e-05,-1.2593855325418739e-05
3,1.3201356921099272,0.15976549903548265,0.3692969527387432,0.43262068059496755,-0.523919346384977,0.5209840810419681,2074,23201.356921099272,2.819672131147541,2.5458052073288333,5.365477338476374,0.4457569913211186,0.4811957569913211,-0.03543876567020251,0.9269527483124397,646,5018,7.767801857585139,-0.4066554865369696,2.2766885393609875,56.86810099318927,0.0020435537029565437,0.0006696914560293616
5,0.07806950959877304,0.013326470960043135,0.36039282361231784,0.03697762576531963,-0.5510301349199928,0.5089242643511819,2074,10780.69509598773,2.8698167791706846,2.5568948891031824,5.426711668273867,0.4481677917068467,0.48674059787849566,-0.03857280617164899,0.9349083895853423,386,3074,7.963730569948186,-0.37521491167570464,2.183503030099374,49.82399764804756,0.0002022526155408628,9.579695794124255e-05
7,3.045757856514815,0.2790812233726516,0.366894175274724,0.7606586372315135,-0.4255683492111791,0.516642547033285,2074,40457.57856514815,2.8437801350048217,2.51976856316297,5.363548698167792,0.4493731918997107,0.4662487945998071,-0.016875602700096432,0.9156219864995179,281,2170,7.722419928825623,-0.4286427721724076,2.2321028918612025,42.61460034514232,0.010838995930657704,0.002706970239258055
10,-0.4238543393993861,-0.09253979361867537,0.3604119661989527,-0.25676115750161316,-0.5946005455500287,0.5050651230101303,2074,5761.456606006139,2.7540983606557377,2.583413693346191,5.3375120540019285,0.4373191899710704,0.48553519768563164,-0.048216007714561235,0.922854387656702,194,1558,8.030927835051546,-0.32234694534312264,2.239723151892414,39.27913006300034,-0.0021848161824710626,-0.0013235111211423358
30,-0.3267634696337146,-0.06730685206649478,0.38345751315484367,-0.1755262310881249,-0.5765617702092629,0.5113362276893392,2074,6732.365303662854,2.7830279652844743,2.636451301832208,5.4194792671166825,0.4493731918997107,0.4927675988428158,-0.04339440694310511,0.9421407907425265,66,536,8.121212121212121,0.04455988232844848,2.920103514694628,28.370825832519003,-0.004950961661116888,-0.002659488349820074
