date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,expected_funding_daily,daily_return,log_return
2020-02-20,9827.722298700091,1,0,0.5,0.0,0.5,0.5,0.017886,,
2020-02-21,9571.72096021256,1,0,0.5,0.0,0.5,0.5,-0.1036155,-0.026048898280468524,-0.02639418017321983
2020-02-22,9884.083865613478,1,0,0.5,0.0,0.5,0.5,-0.04314900000000001,0.032633933510947344,0.03211275512658677
2020-02-23,9388.499934453588,1,0,0.5,0.0,0.5,0.5,-0.035418000000000005,-0.05013959188306938,-0.05144024400840077
2020-02-24,8797.50457050979,1,0,0.5,0.0,0.5,0.5,-0.06593700000000001,-0.06294885956967256,-0.06501741933199237
2020-02-25,8865.671889933301,0,1,0.0,0.5,-0.5,0.5,0.086784,0.007748483547484142,0.007718618223615583
2020-02-26,8811.990734754132,0,1,0.0,0.5,-0.5,0.5,0.015,-0.006054944943329366,-0.006073350456317782
2020-02-27,8813.25378571339,0,1,0.0,0.5,-0.5,0.5,0.015,0.0001433332146250077,0.00014332294340126028
2020-02-28,8891.666485457674,0,1,0.0,0.5,-0.5,0.5,0.015,0.008897133981480732,0.008857787692192516
2020-02-29,9096.36939323833,0,1,0.0,0.5,-0.5,0.5,0.015,0.023021883256130637,0.022760877997914448
2020-03-01,8803.95153040681,0,1,0.0,0.5,-0.5,0.5,0.015,-0.032146656560460896,-0.03267470789477806
2020-03-02,8868.245006194104,0,1,0.0,0.5,-0.5,0.5,0.015,0.0073027975637121045,0.007276261252140488
2020-03-03,8345.464572565863,0,1,0.0,0.5,-0.5,0.5,0.015,-0.058949705749344994,-0.06075869316227514
2020-03-04,8368.892940818212,0,1,0.0,0.5,-0.5,0.5,0.015,0.002807317441543722,0.002803384285294184
2020-03-05,8255.886802229974,0,1,0.0,0.5,-0.5,0.5,0.015960000000000002,-0.013503116766742873,-0.013595112943355987
2020-03-06,8499.814037774784,0,1,0.0,0.5,-0.5,0.5,0.0211905,0.02954585514410435,0.029117787673092782
2020-03-07,9137.448570404244,0,1,0.0,0.5,-0.5,0.5,0.09114749999999999,0.07501746859351166,0.07233691130202811
2020-03-08,9219.315638249089,0,1,0.0,0.5,-0.5,0.5,0.1146885,0.008959510657056802,0.00891961237707454
2020-03-09,9151.91410415834,0,1,0.0,0.5,-0.5,0.5,0.04483200000000001,-0.007310904272667784,-0.007337759906010588
