strategy,dw_window,dw_method,volatility_window,rebalance_days,num_quintiles,long_percentile,short_percentile,weighting_method,initial_capital,leverage,long_allocation,short_allocation,avg_long_dw,avg_short_dw,long_symbols,short_symbols
contrarian,60,raw_returns,30,14,5,80,20,risk_parity,10000,1.0,0.5,0.5,2.230988367741894,1.750879693437484,"ADA/USD,ALGO/USD,ANKR/USD,ATH/USD,BNT/USD,BONK/USD,CHZ/USD,CRO/USD,CRV/USD,CVC/USD,DOGE/USD,ENA/USD,EOS/USD,FARTCOIN/USD,FET/USD,FLOKI/USD,GIGA/USD,GRT/USD,IOTX/USD,LDO/USD,LINK/USD,MANA/USD,MOG/USD,OXT/USD,PEPE/USD,PNUT/USD,POPCAT/USD,PYTH/USD,ROSE/USD,RSR/USD,STORJ/USD,TURBO/USD,USDT/USD,WIF/USD,XLM/USD,XTZ/USD,ZRX/USD","ADA/USD,ALGO/USD,ATH/USD,BIO/USD,BONK/USD,CRO/USD,CRV/USD,CVC/USD,DOGE/USD,ENA/USD,EOS/USD,GIGA/USD,GRT/USD,IOTX/USD,LA/USD,MAGIC/USD,MOG/USD,OXT/USD,PENGU/USD,PEPE/USD,PNUT/USD,POPCAT/USD,PYTH/USD,ROSE/USD,STORJ/USD,T/USD,TURBO/USD,USDT/USD,W/USD,WIF/USD,WLD/USD,XLM/USD,XTZ/USD,ZRX/USD"
