category,count,mean_return_zscore,mean_volume_zscore,mean_forward_return,median_forward_return,std_forward_return,positive_days_pct,sharpe_ratio
down_move_low_volume,60,-1.59963508094821,-0.019581244863326172,0.015175885127462095,0.011151738832864355,0.05440706034597983,61.66666666666667,5.3289936345831235
down_move_high_volume,31,-1.6951562973476737,2.110548849120064,-0.0016234879306270653,-0.005877235036133466,0.04758620469711986,38.70967741935484,-0.6518001080615987
up_move_low_volume,72,1.581710682593575,-0.0986731071676482,0.007605887121475008,0.00127975034288208,0.07853116048506925,52.77777777777778,1.8503517397022002
up_move_high_volume,22,2.0667374264299676,1.9042886935833172,-0.0104283954349914,-0.008792434741675237,0.047906270380824206,31.818181818181817,-4.158833769676719
