initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_total_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure,avg_long_funding_rate,avg_short_funding_rate,total_expected_funding_income
10000,12003.65668065309,0.200365668065309,0.03268490812394731,0.37313400982967376,0.08759562854875422,-0.5785159391573875,0.48191027496382055,2074,2.702989392478303,2.4508196721311477,5.153809064609451,0.4544358727097396,0.4611861137897782,-0.006750241080038571,0.9156219864995179,-0.02892171047159616,1.7540286303572412,39.3481159856381
