date,portfolio_value,num_long_positions,num_short_positions,long_exposure,short_exposure,net_exposure,gross_exposure,daily_return,log_return
2020-01-31,10000.0,9,1,0.5,0.5,1.3877787807814457e-17,1.0,,
2020-02-01,9982.850520751841,9,1,0.5,0.5,1.3877787807814457e-17,1.0,-0.0017149479248158572,-0.0017164201314208132
2020-02-02,9853.470922026121,9,1,0.5,0.5,1.3877787807814457e-17,1.0,-0.01296018591651471,-0.01304490187845587
2020-02-03,9985.593625343914,9,1,0.5,0.5,1.3877787807814457e-17,1.0,0.01340874747216736,0.013319645828385912
2020-02-04,9662.063936843515,9,1,0.5,0.5,1.3877787807814457e-17,1.0,-0.032399644992488486,-0.03293613335142569
2020-02-05,9848.033232696598,9,1,0.5,0.5,1.3877787807814457e-17,1.0,0.019247367546797456,0.01906447997834713
2020-02-06,9557.385929867727,9,1,0.5,0.5,1.3877787807814457e-17,1.0,-0.02951323334936451,-0.029957512065589012
2020-02-07,9740.534329075093,9,1,0.5,0.5,1.3877787807814457e-17,1.0,0.019163022248061656,0.018981724023799208
2020-02-08,9838.511547584634,9,1,0.5,0.5,1.3877787807814457e-17,1.0,0.01005871086733734,0.010008458735331134
2020-02-09,9612.89589061008,9,1,0.5,0.5,1.3877787807814457e-17,1.0,-0.022931889227689406,-0.023198915170391195
2020-02-10,9707.168919418848,9,1,0.5,0.5,0.0,1.0,0.009806933298929676,0.009759157431119278
2020-02-11,9658.48225100071,9,1,0.5,0.5,0.0,1.0,-0.005015537364425726,-0.005028157387100456
2020-02-12,9752.902517993667,9,1,0.5,0.5,0.0,1.0,0.00977589071856233,0.009728415854194952
2020-02-13,9607.133747479202,9,1,0.5,0.5,0.0,1.0,-0.01494619373520123,-0.015059013652432734
2020-02-14,9433.601815242504,9,1,0.5,0.5,0.0,1.0,-0.018062820482980246,-0.01822794465256041
2020-02-15,9454.852246093169,9,1,0.5,0.5,0.0,1.0,0.002252631737787558,0.002250098366702599
2020-02-16,9675.203926252325,9,1,0.5,0.5,0.0,1.0,0.02330567146093765,0.02303824141998456
2020-02-17,9718.715806759361,9,1,0.5,0.5,0.0,1.0,0.004497257198783355,0.0044871747552201165
2020-02-18,9670.172388654584,9,1,0.5,0.5,0.0,1.0,-0.00499483872869444,-0.005007354629655523
2020-02-19,9771.382368990693,9,1,0.5,0.5,0.0,1.0,0.010466202283513804,0.010411810774248263
2020-02-20,9901.570135169486,10,1,0.49999999999999994,0.5,-3.469446951953614e-17,1.0,0.013323372401426115,0.013235396834693476
2020-02-21,9889.100565498968,10,1,0.49999999999999994,0.5,-3.469446951953614e-17,1.0,-0.0012593527592383857,-0.0012601464103189136
2020-02-22,10022.185518952667,10,1,0.49999999999999994,0.5,-3.469446951953614e-17,1.0,0.013457740931263729,0.013367989870172802
2020-02-23,10028.206772796744,10,1,0.49999999999999994,0.5,-3.469446951953614e-17,1.0,0.00060079249507905,0.0006006120915210977
2020-02-24,10158.351347803076,10,1,0.49999999999999994,0.5,-3.469446951953614e-17,1.0,0.012977851170697052,0.012894360437875046
2020-02-25,10087.88408797502,10,1,0.49999999999999994,0.5,-3.469446951953614e-17,1.0,-0.006936879560017983,-0.006961051559392366
2020-02-26,10011.347596742235,10,1,0.49999999999999994,0.5,-3.469446951953614e-17,1.0,-0.007586971714318103,-0.007615899191733559
2020-02-27,9937.940301825734,10,1,0.49999999999999994,0.5,-3.469446951953614e-17,1.0,-0.007332408969636384,-0.007359423214284487
2020-02-28,9927.667720342102,10,1,0.49999999999999994,0.5,-3.469446951953614e-17,1.0,-0.0010336730923755644,-0.0010342077008451936
2020-02-29,9967.828424244806,10,1,0.49999999999999994,0.5,-3.469446951953614e-17,1.0,0.0040453311929864455,0.004037170840904165
2020-03-01,9930.568531328161,10,1,0.5,0.5,2.42861286636753e-17,1.0,-0.0037380150751810115,-0.003745018912613116
2020-03-02,9901.74035732943,10,1,0.5,0.5,2.42861286636753e-17,1.0,-0.002902973168936507,-0.002907194968038933
