initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,avg_turnover,long_total_return,short_total_return,long_sharpe,short_sharpe,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,36037.98974856136,2.603798974856136,0.25465863029657054,0.31756779739649316,0.8019031916470467,0.5508092309193576,-0.34815138965284803,0.731459468108107,0.10901162790697674,2064,0.026090116279069767,0.5671161622371907,1.2996374242681643,0.16191532364733105,0.29193571996703405,0.7538759689922481,0.7034883720930233,0.2131782945736434,0.2131782945736434,-2.1515950089634816e-19,0.4263565891472868
