initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_trades,num_long_trades,num_short_trades,avg_positions,avg_long_positions,avg_short_positions,avg_zscore_long,avg_zscore_short,avg_spread_long,avg_spread_short,pct_days_invested,trading_days,strategy,window,zscore_threshold
10000,10212.590656343938,0.021259065634393847,0.004616640263878313,3.589973384412485,0.0012859817523783248,0.004179573088276312,-0.9004991134105612,0.005126757145149421,0.4879951980792317,155,64,91,1.445110977804439,0.617876424715057,0.8272345530893821,-1.914950367589091,2.379186549542922,-70.0907407585791,57.6461783137904,99.58008398320337,1667,mean_reversion,30,1.5
