Strategy,Weight,Weight_Pct
Leverage Inverted,0.32226667648015583,32.226667648015585
Volatility Factor,0.13687700990357363,13.687700990357362
Beta Factor (BAB),0.09722107670077165,9.722107670077165
Breakout Signal,0.09363523691549583,9.363523691549583
Dilution Factor,0.05000000000000298,5.0000000000002975
Size Factor,0.05,5.0
Mean Reversion,0.05,5.0
Kurtosis Factor,0.05,5.0
Days from High,0.05,5.0
Carry Factor,0.05,5.0
ADF (Blended),0.05,5.0
