date,symbol,signal,kurtosis,kurtosis_rank,kurtosis_percentile,returns_mean_30d,returns_std_30d
2020-02-19,XRP/USD,LONG,-0.018562096681551843,3.0,100.0,0.005504525915886265,0.04103072332890517
2020-02-26,ALGO/USD,LONG,2.8216503309845944,4.0,100.0,0.014018222690570275,0.0801965482629285
2020-03-04,ALGO/USD,LONG,1.361560385926154,5.0,100.0,0.013405478536508218,0.0877171803350813
2020-03-04,XRP/USD,LONG,-0.5814948552031227,4.0,80.0,-0.002672458117067525,0.046521585170402606
2020-03-04,ZRX/USD,SHORT,-1.092019887100799,1.0,20.0,0.0036583113781881453,0.05427834420893302
2020-03-11,ALGO/USD,LONG,0.9607761855395034,5.0,100.0,-0.009366436143366155,0.09106716969146308
2020-03-11,XRP/USD,LONG,0.17427881432529402,4.0,80.0,-0.009077409119836994,0.052617685826199606
2020-03-11,ZRX/USD,SHORT,-0.5189192886001903,1.0,20.0,-0.007427518978104469,0.05979283273043139
2020-03-18,LINK/USD,LONG,10.651937012228059,6.0,100.0,-0.026226900700979692,0.12607480602403773
2020-03-18,XTZ/USD,LONG,9.155777404972545,5.0,83.33333333333334,-0.026890826191127242,0.1387439428396723
2020-03-18,ZRX/USD,SHORT,5.655084815459221,1.0,16.666666666666664,-0.022960961727528196,0.08975347933276295
2020-03-25,ALGO/USD,LONG,9.974565463822602,6.0,100.0,-0.03890340895058694,0.14380703581791454
2020-03-25,LINK/USD,LONG,8.937729008873337,5.0,83.33333333333334,-0.018305367004400795,0.13248806758195175
2020-03-25,ZRX/USD,SHORT,4.687601616527782,1.0,16.666666666666664,-0.01794579858480655,0.09420433245255855
2020-04-01,ALGO/USD,LONG,14.253165396881798,6.0,100.0,-0.02944426528381955,0.13521641285616284
2020-04-01,LINK/USD,LONG,9.871787291886687,5.0,83.33333333333334,-0.020663899887513503,0.1293850981409601
2020-04-01,ZRX/USD,SHORT,5.473125449675459,1.0,16.666666666666664,-0.016715216875643583,0.0920893505624195
2020-04-08,ALGO/USD,LONG,15.410809479516576,6.0,100.0,-0.010472215970230491,0.13691193408284408
2020-04-08,LINK/USD,LONG,9.269470133067696,5.0,83.33333333333334,-0.0089209163307346,0.13380391189036997
2020-04-08,ZRX/USD,SHORT,7.408124873054396,1.0,16.666666666666664,-0.007657875916875112,0.08915412690767437
2020-04-15,LINK/USD,LONG,0.23962946114123307,3.0,100.0,0.018572035389225236,0.06291954852052548
2020-04-22,XLM/USD,LONG,0.5601141398830709,3.0,100.0,0.01100995351621529,0.04632150991313595
2020-04-29,XLM/USD,LONG,0.6104007010591861,2.0,100.0,0.019686789116945224,0.047192733814258564
2020-05-06,XRP/USD,LONG,-0.10145622696534717,2.0,100.0,0.002225755557328814,0.03384153704451209
2020-05-13,ZRX/USD,LONG,4.945898131160959,4.0,100.0,0.024529781440977505,0.09298941429143394
2020-05-20,ZRX/USD,LONG,4.732485184352595,4.0,100.0,0.02546440005439041,0.09340777864983772
2020-05-27,ZRX/USD,LONG,3.9431436764655503,4.0,100.0,0.016113819071730474,0.09888110393084051
2020-06-03,ZRX/USD,LONG,4.210190649119994,4.0,100.0,0.015979152628837843,0.09794688336707986
2020-06-10,XLM/USD,LONG,0.8690420282960014,4.0,100.0,0.007813309055702947,0.03814515008033355
2020-06-17,XRP/USD,LONG,1.248783911503117,4.0,100.0,-0.0020583702686663005,0.025213925186602818
2020-06-24,XRP/USD,LONG,2.178327262874502,3.0,100.0,-0.0022839982145585343,0.023555408043396894
2020-07-01,XRP/USD,LONG,3.5231874789642728,3.0,100.0,-0.0059323615102068895,0.020151913355963717
