,value
initial_capital,10000.0
leverage,1.0
final_value,3754.972226758645
total_return,-0.6245027773241355
annualized_return,-0.15827197691682127
annualized_volatility,0.5214324621790938
sharpe_ratio,-0.3035330333201625
sortino_ratio,-0.3103384181025741
max_drawdown,-0.7996973611563003
calmar_ratio,-0.19791484204471085
win_rate,0.27951807228915665
trading_days,2075.0
num_trades,318.0
num_long_trades,184.0
num_short_trades,134.0
avg_positions,1.5113253012048193
avg_long_positions,0.8655421686746988
avg_short_positions,0.6457831325301204
avg_r2,0.7813394300303659
avg_reversal_z_score,0.24704009680360164
avg_signal_strength,6.549558329178456
avg_slope_magnitude,437.2087001611748
