initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_trades,num_long_trades,num_short_trades,avg_positions,avg_long_positions,avg_short_positions,avg_zscore_long,avg_zscore_short,avg_spread_long,avg_spread_short,pct_days_invested,trading_days,strategy,window,zscore_threshold
10000,12866.931301608554,0.28669313016085546,0.056745061853852974,8.42854866911889,0.006732483145260765,0.004977947609206707,-1.3399662161027057,0.04234812876021314,0.3637454981992797,38,7,31,1.0167966406718656,0.3737252549490102,0.6430713857228554,-2.8715485561571557,3.1388194656882495,-79.0258032706716,92.28961246601462,90.76184763047391,1667,mean_reversion,30,2.5
