date,symbol,signal,dw_stat,dw_rank,percentile,weight,position_size,regime,behavior
2020-03-25,ALGO/USD,LONG,2.1541079518376054,1.0,16.666666666666664,0.5,5000.0,,weak_mean_reversion
2020-03-25,XLM/USD,SHORT,2.5143822040641535,6.0,100.0,-0.25,2500.0,,strong_mean_reversion
2020-03-25,XRP/USD,SHORT,2.4521546476759943,5.0,83.33333333333334,-0.25,2500.0,,weak_mean_reversion
2020-04-01,ALGO/USD,LONG,2.1604390265129267,1.0,16.666666666666664,0.5,4881.638692771159,,weak_mean_reversion
2020-04-01,XLM/USD,SHORT,2.517394691955915,6.0,100.0,-0.25,2440.8193463855796,,strong_mean_reversion
2020-04-01,XRP/USD,SHORT,2.4641286990293674,5.0,83.33333333333334,-0.25,2440.8193463855796,,weak_mean_reversion
2020-04-08,ALGO/USD,LONG,2.191143788704402,1.0,16.666666666666664,0.5,5108.193149440343,,weak_mean_reversion
2020-04-08,XLM/USD,SHORT,2.5087374722171827,6.0,100.0,-0.25,2554.0965747201717,,strong_mean_reversion
2020-04-08,XRP/USD,SHORT,2.499996256675552,5.0,83.33333333333334,-0.25,2554.0965747201717,,weak_mean_reversion
2020-08-05,LINK/USD,LONG,1.958516974744637,1.0,20.0,0.5,5070.624554428383,,weak_momentum
2020-08-05,XRP/USD,SHORT,2.1172583798546865,4.0,80.0,-0.25,2535.3122772141915,,weak_mean_reversion
2020-08-05,ZRX/USD,SHORT,2.429276348245734,5.0,100.0,-0.25,2535.3122772141915,,weak_mean_reversion
2020-08-12,LINK/USD,LONG,1.8610796993126564,1.0,16.666666666666664,0.5,6455.607770946542,,weak_momentum
2020-08-12,ALGO/USD,SHORT,2.202866152618263,5.0,83.33333333333334,-0.25,3227.803885473271,,weak_mean_reversion
2020-08-12,ZRX/USD,SHORT,2.30472895107485,6.0,100.0,-0.25,3227.803885473271,,weak_mean_reversion
2020-08-19,LINK/USD,LONG,1.8813230290168643,1.0,16.666666666666664,0.5,5990.434233084734,,weak_momentum
