date,symbol,old_weight,new_weight,weight_change
2025-01-27,SOL/USDC:USDC,0.0,0.2367555828130914,0.2367555828130914
2025-01-27,BTC/USDC:USDC,0.0,0.5334360124624032,0.5334360124624032
2025-01-27,XRP/USDC:USDC,0.0,0.2298084047245054,0.2298084047245054
2025-02-02,BTC/USDC:USDC,0.5334360124624032,0.5314496506145339,-0.001986361847869378
2025-02-02,XRP/USDC:USDC,0.2298084047245054,0.2325516482737241,0.0027432435492187046
2025-02-02,SOL/USDC:USDC,0.2367555828130914,0.235998701111742,-0.0007568817013493823
2025-02-08,BTC/USDC:USDC,0.5314496506145339,0.7119551080266904,0.1805054574121565
2025-02-08,XRP/USDC:USDC,0.2325516482737241,0.0,-0.2325516482737241
2025-02-08,SOL/USDC:USDC,0.235998701111742,0.2880448919733096,0.052046190861567615
2025-02-14,SOL/USDC:USDC,0.2880448919733096,0.0,-0.2880448919733096
2025-02-14,BTC/USDC:USDC,0.7119551080266904,0.0,-0.7119551080266904
2025-05-27,HYPE/USDC:USDC,0.0,0.20630417039485335,0.20630417039485335
2025-05-27,BTC/USDC:USDC,0.0,0.5858008902553672,0.5858008902553672
2025-05-27,HYPE/USDC,0.0,0.2078949393497794,0.2078949393497794
2025-06-02,BTC/USDC:USDC,0.5858008902553672,0.5987081939092885,0.012907303653921343
2025-06-02,HYPE/USDC,0.2078949393497794,0.20117814322424205,-0.006716796125537355
2025-06-02,HYPE/USDC:USDC,0.20630417039485335,0.2001136628664694,-0.0061905075283839595
2025-06-08,BTC/USDC:USDC,0.5987081939092885,0.6246039643168864,0.02589577040759783
2025-06-08,HYPE/USDC,0.20117814322424205,0.18811287942682484,-0.01306526379741721
2025-06-08,HYPE/USDC:USDC,0.2001136628664694,0.1872831562562888,-0.012830506610180592
2025-06-14,BTC/USDC:USDC,0.6246039643168864,0.0,-0.6246039643168864
2025-06-14,HYPE/USDC,0.18811287942682484,0.5012586003681926,0.3131457209413677
2025-06-14,HYPE/USDC:USDC,0.1872831562562888,0.4987413996318074,0.31145824337551864
2025-06-20,HYPE/USDC:USDC,0.4987413996318074,0.49931604335372143,0.0005746437219140144
2025-06-20,HYPE/USDC,0.5012586003681926,0.5006839566462785,-0.0005746437219140699
2025-06-26,HYPE/USDC:USDC,0.49931604335372143,0.49992553382442534,0.0006094904707039106
2025-06-26,HYPE/USDC,0.5006839566462785,0.5000744661755746,-0.0006094904707039106
2025-07-02,HYPE/USDC:USDC,0.49992553382442534,0.5006573071649245,0.0007317733404991755
2025-07-02,HYPE/USDC,0.5000744661755746,0.49934269283507554,-0.0007317733404990645
2025-07-08,HYPE/USDC:USDC,0.5006573071649245,0.0,-0.5006573071649245
2025-07-08,HYPE/USDC,0.49934269283507554,0.0,-0.49934269283507554
2025-07-14,HYPE/USDC:USDC,0.0,0.20689442789029278,0.20689442789029278
2025-07-14,BTC/USDC:USDC,0.0,0.5874945703404355,0.5874945703404355
2025-07-14,HYPE/USDC,0.0,0.20561100176927175,0.20561100176927175
2025-07-20,BTC/USDC:USDC,0.5874945703404355,0.3670535311844798,-0.2204410391559557
2025-07-20,XRP/USDC:USDC,0.0,0.155754886383219,0.155754886383219
2025-07-20,HYPE/USDC,0.20561100176927175,0.15129276240053124,-0.0543182393687405
2025-07-20,ETH/USDC:USDC,0.0,0.17352129064679006,0.17352129064679006
2025-07-20,HYPE/USDC:USDC,0.20689442789029278,0.15237752938497984,-0.05451689850531294
2025-07-26,BTC/USDC:USDC,0.3670535311844798,0.3947163764935874,0.027662845309107564
2025-07-26,XRP/USDC:USDC,0.155754886383219,0.1353485037832523,-0.020406382599966688
2025-07-26,ETH/USDC:USDC,0.17352129064679006,0.19410359129714497,0.020582300650354907
2025-07-26,HYPE/USDC,0.15129276240053124,0.13787771072198438,-0.013415051678546869
2025-07-26,HYPE/USDC:USDC,0.15237752938497984,0.13795381770403103,-0.014423711680948803
2025-08-01,BTC/USDC:USDC,0.3947163764935874,0.3920082706263961,-0.0027081058671912794
2025-08-01,XRP/USDC:USDC,0.1353485037832523,0.13103937307965297,-0.00430913070359934
2025-08-01,ETH/USDC:USDC,0.19410359129714497,0.18264023790141212,-0.011463353395732845
2025-08-01,HYPE/USDC,0.13787771072198438,0.14759565668835048,0.009717945966366104
2025-08-01,HYPE/USDC:USDC,0.13795381770403103,0.1467164617041883,0.008762644000157277
2025-08-07,BTC/USDC:USDC,0.3920082706263961,0.0,-0.3920082706263961
2025-08-07,XRP/USDC:USDC,0.13103937307965297,0.40211297380366623,0.27107360072401326
2025-08-07,HYPE/USDC,0.14759565668835048,0.0,-0.14759565668835048
2025-08-07,ETH/USDC:USDC,0.18264023790141212,0.5978870261963338,0.4152467882949217
2025-08-07,HYPE/USDC:USDC,0.1467164617041883,0.0,-0.1467164617041883
2025-08-13,ETH/USDC:USDC,0.5978870261963338,0.2715979159093363,-0.32628911028699753
2025-08-13,BTC/USDC:USDC,0.0,0.7284020840906638,0.7284020840906638
2025-08-13,XRP/USDC:USDC,0.40211297380366623,0.0,-0.40211297380366623
2025-08-19,ETH/USDC:USDC,0.2715979159093363,0.30069784695941143,0.029099931050075134
2025-08-19,BTC/USDC:USDC,0.7284020840906638,0.6993021530405887,-0.029099931050075023
2025-08-25,BTC/USDC:USDC,0.6993021530405887,0.5638876567753812,-0.13541449626520752
2025-08-25,SOL/USDC:USDC,0.0,0.22219598711731023,0.22219598711731023
2025-08-25,ETH/USDC:USDC,0.30069784695941143,0.21391635610730855,-0.08678149085210288
