rebalance_period,initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,total_trades,avg_positions,num_days,num_rebalances
3,10000,9266.792484405278,-0.07332075155947222,-0.09788297646082178,0.503977388439262,-0.1942209684524733,-0.28068598479075746,0.3048327137546468,270,1.9407407407407407,270,68
