initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,avg_turnover,long_total_return,short_total_return,long_sharpe,short_sharpe,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,19529.873335277636,0.9529873335277637,0.12575222182127677,0.2668123270108857,0.47131338806601014,0.3388502107653834,-0.42533468537437397,0.2956547541157884,0.1119186046511628,2064,0.011280684754521963,-0.2535661290025869,1.6164237843576306,-0.10734090501431055,0.3627157295278425,0.7441860465116279,0.7296511627906976,0.21511627906976744,0.21511627906976744,-8.068481283613056e-19,0.43023255813953487
