initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_trades,num_long_trades,num_short_trades,avg_positions,avg_long_positions,avg_short_positions,avg_zscore_long,avg_zscore_short,avg_spread_long,avg_spread_short,pct_days_invested,trading_days,strategy,window,zscore_threshold
10000,10000.0,0.0,0.0,2.452514300024157,0.0,0.0,-0.9037735131729593,0.0,0.414765906362545,64,15,49,1.289742051589682,0.4871025794841032,0.8026394721055788,-2.5413816008296752,2.8115030345473904,-92.10066394189343,70.04414662529678,99.58008398320337,1667,mean_reversion,30,2.0
