date,portfolio_value,num_positions,positions,rebalanced,daily_return,log_return
2025-01-27,10000.0,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",True,,
2025-01-28,9877.953728764329,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.012204627123567069,-0.012279715158265408
2025-01-29,10021.849535388228,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.014567369981181244,0.014462285157422332
2025-01-30,10219.4760619467,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.01971956631963301,0.019527654513877134
2025-01-31,9973.66496384932,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.024053199655967084,-0.02434720189887966
2025-02-01,9557.230418120953,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.04175341233516283,-0.042650135735027
2025-02-02,9081.906030180362,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.04973453261515526,-0.0510138940709863
2025-02-03,9491.350571937506,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,0.045083547484030984,0.04409683196644795
2025-02-04,9073.764752830559,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.0439964592964881,-0.04499366227283291
2025-02-05,8780.954412737248,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.03226999465706537,-0.03280215071127986
2025-02-06,8662.274254508306,3,"BTC/USDC:USDC, SOL/USDC:USDC, XRP/USDC:USDC",False,-0.013515633113501901,-0.013607800693691613
2025-02-07,8746.231563707264,2,"BTC/USDC:USDC, SOL/USDC:USDC",True,0.009692294047981997,0.009645625076644033
2025-02-08,8835.548000748724,2,"BTC/USDC:USDC, SOL/USDC:USDC",False,0.01021199088897684,0.010160200798214452
2025-02-09,8855.070286871558,2,"BTC/USDC:USDC, SOL/USDC:USDC",False,0.002209516163703684,0.002207078772508055
2025-02-10,8916.414463666179,2,"BTC/USDC:USDC, SOL/USDC:USDC",False,0.0069275764965490705,0.006903691087043641
2025-02-11,8778.219684671072,2,"BTC/USDC:USDC, SOL/USDC:USDC",False,-0.015498918265659523,-0.015620282138359368
2025-02-12,8903.322079230671,2,"BTC/USDC:USDC, SOL/USDC:USDC",False,0.014251454059421409,0.0141508567335831
2025-02-13,8788.02540442362,2,"BTC/USDC:USDC, SOL/USDC:USDC",False,-0.01294984880711103,-0.013034429093946956
2025-02-14,8910.086665122579,2,"BTC/USDC:USDC, SOL/USDC:USDC",False,0.01388949793403138,0.013793922834213745
2025-02-15,8846.03999750057,2,"BTC/USDC:USDC, SOL/USDC:USDC",False,-0.007188108267533688,-0.00721406718959672
2025-02-16,8669.960948110467,2,"BTC/USDC:USDC, SOL/USDC:USDC",False,-0.019904844364241336,-0.020105614443676235
2025-02-17,8503.995260589909,2,"BTC/USDC:USDC, SOL/USDC:USDC",False,-0.01914261073537238,-0.01932820280335848
2025-02-18,8384.4535568196,0,None,True,-0.014057122576761172,-0.014156859705551032
2025-02-19,8384.4535568196,0,None,False,0.0,0.0
2025-02-20,8384.4535568196,0,None,False,0.0,0.0
2025-02-21,8384.4535568196,0,None,False,0.0,0.0
2025-02-22,8384.4535568196,0,None,False,0.0,0.0
2025-02-23,8384.4535568196,0,None,False,0.0,0.0
2025-02-24,8384.4535568196,0,None,False,0.0,0.0
2025-02-25,8384.4535568196,0,None,False,0.0,0.0
2025-02-26,8384.4535568196,0,None,False,0.0,0.0
2025-02-27,8384.4535568196,0,None,False,0.0,0.0
2025-02-28,8384.4535568196,0,None,False,0.0,0.0
2025-03-01,8384.4535568196,0,None,True,0.0,0.0
2025-03-02,8384.4535568196,0,None,False,0.0,0.0
2025-03-03,8384.4535568196,0,None,False,0.0,0.0
2025-03-04,8384.4535568196,0,None,False,0.0,0.0
2025-03-05,8384.4535568196,0,None,False,0.0,0.0
2025-03-06,8384.4535568196,0,None,False,0.0,0.0
2025-03-07,8384.4535568196,0,None,False,0.0,0.0
2025-03-08,8384.4535568196,0,None,False,0.0,0.0
2025-03-09,8384.4535568196,0,None,False,0.0,0.0
2025-03-10,8384.4535568196,0,None,False,0.0,0.0
2025-03-11,8384.4535568196,0,None,False,0.0,0.0
2025-03-12,8384.4535568196,0,None,True,0.0,0.0
2025-03-13,8384.4535568196,0,None,False,0.0,0.0
2025-03-14,8384.4535568196,0,None,False,0.0,0.0
2025-03-15,8384.4535568196,0,None,False,0.0,0.0
2025-03-16,8384.4535568196,0,None,False,0.0,0.0
2025-03-17,8384.4535568196,0,None,False,0.0,0.0
2025-03-18,8384.4535568196,0,None,False,0.0,0.0
2025-03-19,8384.4535568196,0,None,False,0.0,0.0
2025-03-20,8384.4535568196,0,None,False,0.0,0.0
2025-03-21,8384.4535568196,0,None,False,0.0,0.0
2025-03-22,8384.4535568196,0,None,False,0.0,0.0
2025-03-23,8384.4535568196,0,None,True,0.0,0.0
2025-03-24,8384.4535568196,0,None,False,0.0,0.0
2025-03-25,8384.4535568196,0,None,False,0.0,0.0
2025-03-26,8384.4535568196,0,None,False,0.0,0.0
2025-03-27,8384.4535568196,0,None,False,0.0,0.0
2025-03-28,8384.4535568196,0,None,False,0.0,0.0
2025-03-29,8384.4535568196,0,None,False,0.0,0.0
2025-03-30,8384.4535568196,0,None,False,0.0,0.0
2025-03-31,8384.4535568196,0,None,False,0.0,0.0
2025-04-01,8384.4535568196,0,None,False,0.0,0.0
2025-04-02,8384.4535568196,0,None,False,0.0,0.0
2025-04-03,8384.4535568196,0,None,True,0.0,0.0
2025-04-04,8384.4535568196,0,None,False,0.0,0.0
2025-04-05,8384.4535568196,0,None,False,0.0,0.0
2025-04-06,8384.4535568196,0,None,False,0.0,0.0
2025-04-07,8384.4535568196,0,None,False,0.0,0.0
2025-04-08,8384.4535568196,0,None,False,0.0,0.0
2025-04-09,8384.4535568196,0,None,False,0.0,0.0
2025-04-10,8384.4535568196,0,None,False,0.0,0.0
2025-04-11,8384.4535568196,0,None,False,0.0,0.0
2025-04-12,8384.4535568196,0,None,False,0.0,0.0
2025-04-13,8384.4535568196,0,None,False,0.0,0.0
2025-04-14,8384.4535568196,0,None,True,0.0,0.0
2025-04-15,8384.4535568196,0,None,False,0.0,0.0
2025-04-16,8384.4535568196,0,None,False,0.0,0.0
2025-04-17,8384.4535568196,0,None,False,0.0,0.0
2025-04-18,8384.4535568196,0,None,False,0.0,0.0
2025-04-19,8384.4535568196,0,None,False,0.0,0.0
2025-04-20,8384.4535568196,0,None,False,0.0,0.0
2025-04-21,8384.4535568196,0,None,False,0.0,0.0
2025-04-22,8384.4535568196,0,None,False,0.0,0.0
2025-04-23,8384.4535568196,0,None,False,0.0,0.0
2025-04-24,8384.4535568196,0,None,False,0.0,0.0
2025-04-25,8384.4535568196,0,None,True,0.0,0.0
2025-04-26,8384.4535568196,0,None,False,0.0,0.0
2025-04-27,8384.4535568196,0,None,False,0.0,0.0
2025-04-28,8384.4535568196,0,None,False,0.0,0.0
2025-04-29,8384.4535568196,0,None,False,0.0,0.0
2025-04-30,8384.4535568196,0,None,False,0.0,0.0
2025-05-01,8384.4535568196,0,None,False,0.0,0.0
2025-05-02,8384.4535568196,0,None,False,0.0,0.0
2025-05-03,8384.4535568196,0,None,False,0.0,0.0
2025-05-04,8384.4535568196,0,None,False,0.0,0.0
2025-05-05,8384.4535568196,0,None,False,0.0,0.0
2025-05-06,8384.4535568196,0,None,True,0.0,0.0
2025-05-07,8384.4535568196,0,None,False,0.0,0.0
2025-05-08,8384.4535568196,0,None,False,0.0,0.0
2025-05-09,8384.4535568196,0,None,False,0.0,0.0
2025-05-10,8384.4535568196,0,None,False,0.0,0.0
2025-05-11,8384.4535568196,0,None,False,0.0,0.0
2025-05-12,8384.4535568196,0,None,False,0.0,0.0
2025-05-13,8384.4535568196,0,None,False,0.0,0.0
2025-05-14,8384.4535568196,0,None,False,0.0,0.0
2025-05-15,8384.4535568196,0,None,False,0.0,0.0
2025-05-16,8384.4535568196,0,None,False,0.0,0.0
2025-05-17,8384.4535568196,0,None,True,0.0,0.0
2025-05-18,8384.4535568196,0,None,False,0.0,0.0
2025-05-19,8384.4535568196,0,None,False,0.0,0.0
2025-05-20,8384.4535568196,0,None,False,0.0,0.0
2025-05-21,8384.4535568196,0,None,False,0.0,0.0
2025-05-22,8384.4535568196,0,None,False,0.0,0.0
2025-05-23,8384.4535568196,0,None,False,0.0,0.0
2025-05-24,8384.4535568196,0,None,False,0.0,0.0
2025-05-25,8384.4535568196,0,None,False,0.0,0.0
2025-05-26,8384.4535568196,0,None,False,0.0,0.0
2025-05-27,8384.4535568196,0,None,False,0.0,0.0
2025-05-28,8384.4535568196,3,"BTC/USDC:USDC, HYPE/USDC, HYPE/USDC:USDC",True,0.0,0.0
