date,portfolio_value,cash,num_positions,num_longs,num_shorts
2021-04-02,10000.0,0,0,0,0
2021-04-03,10000.0,0,0,0,0
2021-04-04,10000.0,0,0,0,0
2021-04-05,10000.0,0,0,0,0
2021-04-06,10000.0,0,0,0,0
2021-04-07,10000.0,0,0,0,0
2021-04-08,10000.0,0,0,0,0
2021-04-09,10058.315705219828,0,1,0,1
2021-04-10,9204.73386312961,0,1,0,1
2021-04-11,9151.563661311533,0,1,0,1
2021-04-12,8489.508890286432,0,1,0,1
2021-04-13,9004.630953061574,0,1,0,1
2021-04-14,8435.76696586816,0,1,0,1
2021-04-15,7985.249556914984,0,1,0,1
2021-04-17,8945.743525241554,0,1,0,1
2021-04-18,10240.695214681837,0,1,0,1
2021-04-19,11085.129495168945,0,1,0,1
2021-04-20,10903.893430907325,0,1,0,1
2021-04-21,11272.082785432509,0,1,0,1
2021-04-22,11935.85272425819,0,1,0,1
2021-04-16,8615.859584929392,0,1,0,1
2021-04-23,12005.031158881711,0,1,0,1
2021-04-24,12808.301412154824,0,1,0,1
2021-04-25,12796.295237550741,0,1,0,1
2021-04-26,11645.417643359442,0,1,0,1
2021-04-27,11081.127436967585,0,1,0,1
2021-04-28,11217.197415813847,0,1,0,1
2021-04-29,11437.88233948888,0,1,0,1
2021-04-30,11082.842604768166,0,1,0,1
2021-05-01,10407.066491338404,0,1,0,1
2021-05-02,10788.977188268253,0,1,0,1
2021-05-03,10905.036876107713,0,1,0,1
2021-05-04,11808.930307015036,0,1,0,1
2021-05-05,11208.62157681093,0,1,0,1
2021-05-06,10819.85020867875,0,1,0,1
2021-05-07,10839.860499685554,0,1,0,1
2021-05-08,10919.329941112572,0,1,0,1
2021-05-09,11223.486364415987,0,1,0,1
2021-05-10,12080.498542107369,0,1,0,1
2021-05-11,11639.128694757304,0,1,0,1
2021-05-12,12613.344005488538,0,1,0,1
2021-05-13,12482.991252644217,0,1,0,1
2021-05-14,12187.982390943915,0,1,0,1
2021-05-15,12469.841632839747,0,1,0,1
2021-05-16,12572.179978274542,0,1,0,1
2021-05-17,13165.05631467612,0,1,0,1
2021-05-18,12991.824366817222,0,1,0,1
2021-05-19,15710.365330741524,0,1,0,1
2021-05-20,14807.043622434394,0,1,0,1
2021-05-21,15122.062775141501,0,1,0,1
2021-05-22,15483.963181064548,0,1,0,1
2021-05-23,16272.9403693328,0,1,0,1
2021-05-24,15274.140986793209,0,1,0,1
2021-05-25,15291.864387399233,0,1,0,1
2021-05-26,15183.808815962495,0,1,0,1
2021-05-27,15585.158081298952,0,1,0,1
2021-05-28,8080.769511149148,0,2,2,0
2021-05-29,7104.644637456959,0,2,2,0
2021-05-30,7608.009333329249,0,2,2,0
2021-05-31,9549.79142419518,0,2,2,0
2021-06-01,9325.136471275538,0,2,2,0
2021-06-02,9599.268596445461,0,2,2,0
2021-06-03,10111.636737568884,0,2,2,0
2021-06-04,9169.181543708568,0,1,1,0
2021-06-05,8833.413055568197,0,1,1,0
2021-06-06,9894.681312726158,0,1,1,0
2021-06-07,8986.698669719235,0,1,1,0
2021-06-08,8881.640672265377,0,1,1,0
2021-06-09,9044.050430115885,0,1,1,0
2021-06-10,8431.429353151696,0,1,1,0
2021-06-11,8059.685669853428,0,1,1,0
2021-06-12,8081.0622350921785,0,1,1,0
2021-06-13,8531.012864385877,0,1,1,0
2021-06-14,8625.382579220359,0,1,1,0
2021-06-15,8416.570033412565,0,1,1,0
2021-06-16,8000.769770536873,0,1,1,0
2021-06-17,8681.952270157053,0,1,1,0
2021-06-18,10000.0,0,1,1,0
2021-06-19,10000.0,0,1,1,0
2021-06-20,10000.0,0,1,1,0
2021-06-21,10000.0,0,1,1,0
