date,portfolio_value,num_positions,num_longs,num_shorts,long_exposure,short_exposure,net_exposure,gross_exposure,daily_return
2020-02-19,10019.99975326823,3,0,3,0.0,-5009.999876634115,-5009.999876634115,5009.999876634115,
2020-02-20,9940.01745585226,3,0,3,0.0,-4970.00872792613,-4970.00872792613,4970.00872792613,-0.007982265407729394
2020-02-21,9992.399947216478,3,0,3,0.0,-4996.199973608239,-4996.199973608239,4996.199973608239,0.005269859091985518
2020-02-22,9823.38807715859,3,0,3,0.0,-4911.694038579295,-4911.694038579295,4911.694038579295,-0.016914041766809773
2020-02-23,10114.8286732339,3,0,3,0.0,-5057.41433661695,-5057.41433661695,5057.41433661695,0.02966803243302274
2020-02-24,10114.8286732339,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-02-25,10480.487314783155,1,0,1,0.0,-5240.2436573915775,-5240.2436573915775,5240.2436573915775,0.03615074989029421
2020-02-26,10325.913380571885,1,0,1,0.0,-5162.956690285942,-5162.956690285942,5162.956690285942,-0.01474873539451138
2020-02-27,10693.196811229507,2,0,2,0.0,-8019.89760842213,-8019.89760842213,8019.89760842213,0.035569098550513045
2020-02-28,11126.077506255233,2,0,2,0.0,-8344.558129691424,-8344.558129691424,8344.558129691424,0.040481878587620646
2020-02-29,11347.646589100756,2,0,2,0.0,-8510.734941825567,-8510.734941825567,8510.734941825567,0.019914393255031193
2020-03-01,11162.256070304735,1,0,1,0.0,-2790.5640175761837,-2790.5640175761837,2790.5640175761837,-0.016337353947389
2020-03-02,11202.865815970148,1,0,1,0.0,-2800.716453992537,-2800.716453992537,2800.716453992537,0.003638130626070213
2020-03-03,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-04,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-05,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-06,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-07,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-08,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-09,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-10,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-11,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-12,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-13,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-14,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-15,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-16,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-17,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-18,11202.865815970148,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-03-19,11088.980949396402,3,3,0,5544.490474698201,0.0,5544.490474698201,5544.490474698201,-0.01016569049781868
2020-03-20,11017.143952930664,4,4,0,6885.7149705816655,0.0,6885.7149705816655,6885.7149705816655,-0.0064782324718167805
2020-03-21,10476.062227658173,4,4,0,6547.538892286358,0.0,6547.538892286358,6547.538892286358,-0.0491127035812724
2020-03-22,11086.298141399406,4,4,0,6928.936338374629,0.0,6928.936338374629,6928.936338374629,0.05825050486337613
2020-03-23,11268.654427348685,6,6,0,8921.018088317709,0.0,8921.018088317709,8921.018088317709,0.01644879865428739
2020-03-24,11248.537280296072,3,3,0,3280.8233734196874,0.0,3280.8233734196874,3280.8233734196874,-0.0017852306308896448
2020-03-25,11448.424225486971,5,5,0,4770.176760619571,0.0,4770.176760619571,4770.176760619571,0.01777003891350737
2020-03-26,11099.934841406714,6,6,0,5549.967420703357,0.0,5549.967420703357,5549.967420703357,-0.030439943280965776
2020-03-27,11073.279980848558,6,6,0,5536.639990424279,0.0,5536.639990424279,5536.639990424279,-0.0024013528853091826
2020-03-28,10852.763379326165,4,4,0,3617.5877931087216,0.0,3617.5877931087216,3617.5877931087216,-0.019914298374445583
2020-03-29,11441.130120532602,5,5,0,9534.275100443834,0.0,9534.275100443834,9534.275100443834,0.05421354180882987
2020-03-30,11778.63108231564,3,3,0,8343.197016640246,0.0,8343.197016640246,8343.197016640246,0.029498918221142256
2020-03-31,11800.880629270405,3,3,0,8850.660471952804,0.0,8850.660471952804,8850.660471952804,0.001888975620279787
2020-04-01,11927.067854973959,3,3,0,8945.300891230469,0.0,8945.300891230469,8945.300891230469,0.010693034669850388
2020-04-02,11950.780545584135,3,3,0,8963.085409188101,0.0,8963.085409188101,8963.085409188101,0.0019881408321398286
2020-04-03,11984.76290141081,2,2,0,2996.1907253527024,0.0,2996.1907253527024,2996.1907253527024,0.0028435260522987615
2020-04-04,11955.026152133632,1,1,0,1494.378269016704,0.0,1494.378269016704,1494.378269016704,-0.0024812129803316596
2020-04-05,11955.026152133632,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-06,11955.026152133632,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-07,11955.026152133632,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-08,11955.026152133632,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-09,11955.026152133632,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-10,11955.026152133632,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-11,11955.026152133632,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-12,11955.026152133632,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-13,11955.026152133632,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-04-14,12202.58520971826,1,0,1,0.0,-6101.29260485913,-6101.29260485913,6101.29260485913,0.02070752957244215
2020-04-15,11645.269594915077,2,0,2,0.0,-8733.952196186307,-8733.952196186307,8733.952196186307,-0.0456719297775795
