date,portfolio_value,cash,majors_exposure,small_caps_exposure,majors_allocation,small_caps_allocation,regime,iqr_spread,iqr_percentile,num_positions,daily_return
2021-04-10,10000.0,0,0.0,0.0,0.5,0.5,MEDIUM_SPREAD,41.04565597456222,50.0,0,
2021-04-11,9979.620406377313,0,4989.8102031886565,0.0,0.5,0.5,MEDIUM_SPREAD,46.51888805080885,100.0,10,-0.002037959362268693
2021-04-12,10359.304331745909,0,5179.652165872954,0.0,0.5,0.5,MEDIUM_SPREAD,37.56418392609408,0.0,10,0.038045928593232414
2021-04-13,10582.663425069763,0,5291.331712534881,0.0,0.5,0.5,MEDIUM_SPREAD,56.36826595409382,100.0,10,0.021561205865858524
2021-04-14,10758.123700994447,0,5379.0618504972235,0.0,0.5,0.5,MEDIUM_SPREAD,49.43179869514705,75.0,10,0.01657997319550275
2021-04-15,10879.14431341255,0,5439.572156706275,0.0,0.5,0.5,MEDIUM_SPREAD,39.649536914021795,20.0,10,0.011249230421743084
2021-04-16,10632.097128394686,0,5316.048564197343,0.0,0.5,0.5,MEDIUM_SPREAD,54.46032378303475,83.33333333333334,10,-0.022708328697624403
2021-04-17,10267.128434333543,0,5133.564217166771,0.0,0.5,0.5,MEDIUM_SPREAD,51.28242776746128,71.42857142857143,10,-0.034327065456017714
2021-04-18,9879.916451453026,0,4939.958225726513,0.0,0.5,0.5,MEDIUM_SPREAD,48.686985250260896,50.0,10,-0.03771375661238152
2021-04-19,10099.842738311125,0,5049.921369155562,0.0,0.5,0.5,MEDIUM_SPREAD,37.35595229128633,0.0,10,0.022259933870772297
2021-04-20,9874.04498108689,0,4937.022490543445,0.0,0.5,0.5,MEDIUM_SPREAD,45.32460769883363,40.0,10,-0.022356561688602228
2021-04-21,9677.578405824632,0,4838.789202912316,0.0,0.5,0.5,MEDIUM_SPREAD,43.343469546344096,36.36363636363637,10,-0.019897273674423954
