date,symbol,signal,roc_pct,cum_funding_pct,spread_pct,spread_rank,percentile,weight,position_size,volatility
2021-04-18,ETC/USD,LONG,207.22154222766216,188.034,19.187542227662163,5.0,100.0,0.25,2500.0,1.6456542805384766
2021-04-18,GRT/USD,SHORT,0.9999408319034453,420.5325,-419.53255916809655,1.0,20.0,-0.5,-5000.0,1.3994051259944342
2021-04-18,LINK/USD,LONG,31.616213273947302,202.7537,-171.1374867260527,4.0,80.0,0.25,2500.0,1.1198151176515545
2021-04-25,ETC/USD,LONG,149.1899228093986,177.24810000000002,-28.058177190601413,6.0,100.0,0.25,2570.8380533606187,1.736516087740994
2021-04-25,GRT/USD,SHORT,-18.971061093247588,365.9849,-384.9559610932476,1.0,16.666666666666664,-0.5,-5141.676106721237,1.3377118529103933
2021-04-25,LINK/USD,LONG,15.734789634036229,196.34090000000003,-180.60611036596381,5.0,83.33333333333334,0.25,2570.8380533606187,1.2338428218515904
2021-05-02,ADA/USD,LONG,11.555256970104132,133.9181,-122.36284302989588,5.0,83.33333333333334,0.25,2639.1907921930606,0.8937590169705348
2021-05-02,ETC/USD,LONG,193.9836333878887,134.2695,59.714133387888694,6.0,100.0,0.25,2639.1907921930606,1.8551354787234458
2021-05-02,GRT/USD,SHORT,-14.634663275578873,279.8568,-294.4914632755789,1.0,16.666666666666664,-0.5,-5278.381584386121,1.2490749272185555
2021-05-09,ETC/USD,LONG,527.875658700165,112.9411,414.934558700165,7.0,100.0,0.25,3855.1418545753672,2.6096707942722133
2021-05-09,GRT/USD,SHORT,-11.720052907010182,245.11290000000002,-256.8329529070102,1.0,14.285714285714285,-0.5,-7710.2837091507345,1.218881530274417
2021-05-09,XLM/USD,LONG,29.40605202677262,69.9395,-40.533447973227375,6.0,85.71428571428571,0.25,3855.1418545753672,1.397334516420398
2021-05-16,ADA/USD,LONG,63.48903043170557,44.4625,19.026530431705574,6.0,85.71428571428571,0.25,2726.5958106733556,1.4562580868633472
2021-05-16,ETC/USD,LONG,144.50286309213948,43.562200000000004,100.94066309213947,7.0,100.0,0.25,2726.5958106733556,2.7071559627134905
2021-05-16,GRT/USD,SHORT,-34.75291281639213,120.6117,-155.36461281639214,1.0,14.285714285714285,-0.5,-5453.191621346711,1.255941260064702
2021-05-23,ADA/USD,LONG,13.613242520906986,-15.402200000000006,29.015442520906994,6.0,85.71428571428571,0.25,2578.684252117962,2.0517687482699416
2021-05-23,ETC/USD,LONG,58.101929980669496,-50.459599999999995,108.56152998066949,7.0,100.0,0.25,2578.684252117962,3.2329274861317483
2021-05-23,XTZ/USD,SHORT,-39.71240313289959,62.99300000000001,-102.70540313289959,1.0,14.285714285714285,-0.5,-5157.368504235924,2.4987683779131227
2021-05-30,ADA/USD,LONG,16.324874594275606,-35.388400000000004,51.71327459427561,6.0,85.71428571428571,0.25,2643.005816064523,2.208973869505192
2021-05-30,ETC/USD,LONG,81.83966151986372,-81.92089999999999,163.7605615198637,7.0,100.0,0.25,2643.005816064523,3.4519414560369284
2021-05-30,XTZ/USD,SHORT,-41.53785951868518,53.51470000000001,-95.0525595186852,1.0,14.285714285714285,-0.5,-5286.011632129046,2.5635632465530027
2021-06-06,ADA/USD,LONG,1.371518337260591,-63.84120000000001,65.2127183372606,7.0,100.0,0.25,2298.7172617880924,2.1490340991990604
2021-06-06,CRV/USD,LONG,-32.73567114002242,-96.2176,63.481928859977586,6.0,85.71428571428571,0.25,2298.7172617880924,2.871042949487124
2021-06-06,XTZ/USD,SHORT,-45.86254072580076,1.3385000000000105,-47.20104072580077,1.0,14.285714285714285,-0.5,-4597.434523576185,2.454463060300604
2021-06-13,ETC/USD,LONG,-43.65656314778904,-141.99439999999998,98.33783685221094,6.0,85.71428571428571,0.25,2555.83898058831,2.3514551929449623
2021-06-13,GRT/USD,LONG,-49.860948477751755,-165.49939999999998,115.63845152224823,7.0,100.0,0.25,2555.83898058831,2.6695952489864805
2021-06-13,XTZ/USD,SHORT,-48.87504433512729,-21.88249999999999,-26.992544335127302,1.0,14.285714285714285,-0.5,-5111.67796117662,2.295951584189283
2021-06-20,CRV/USD,LONG,4.133975434229753,-30.829800000000013,34.96377543422977,5.0,83.33333333333334,0.25,2551.9217322947616,1.8793698450428071
2021-06-20,GRT/USD,LONG,-24.730426629160807,-101.6625,76.93207337083919,6.0,100.0,0.25,2551.9217322947616,1.982214266704253
2021-06-20,XLM/USD,SHORT,-29.067097724785608,29.39280000000001,-58.45989772478562,1.0,16.666666666666664,-0.5,-5103.843464589523,1.1648606459610045
2021-06-27,ADA/USD,LONG,-11.683508354798233,-34.0694,22.385891645201767,5.0,83.33333333333334,0.25,2468.361061069586,1.240917828469667
2021-06-27,GRT/USD,LONG,-14.15412956708627,-106.3386,92.18447043291373,6.0,100.0,0.25,2468.361061069586,1.9262199164282696
2021-06-27,XLM/USD,SHORT,-34.90078355806022,27.425500000000007,-62.326283558060226,1.0,16.666666666666664,-0.5,-4936.722122139172,1.2795559302885653
2021-07-04,ADA/USD,LONG,-14.410301434006435,-34.71770000000001,20.307398565993573,6.0,85.71428571428571,0.25,2702.522101468114,1.0739917540035733
2021-07-04,GRT/USD,LONG,-9.441257171364425,-115.4307,105.98944282863557,7.0,100.0,0.25,2702.522101468114,1.69692638893989
2021-07-04,XLM/USD,SHORT,-30.327562100098238,27.425500000000007,-57.75306210009825,1.0,14.285714285714285,-0.5,-5405.044202936228,1.2137428806207604
