initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,max_drawdown,calmar_ratio,win_rate,num_days,num_rebalances,avg_long_positions,avg_short_positions,avg_dw_long,avg_dw_short
10000,5672.123655306203,-0.43278763446937973,-0.09647579293355113,0.3752382053090466,-0.2571054641253642,-0.35869896716315897,-0.674357378614832,-0.14306330143775967,0.3589995095635115,2040,292,1.0696078431372549,1.8294117647058823,1.8016102183067308,2.207670798499817
