date,portfolio_value,cash,long_exposure,short_exposure,net_exposure,gross_exposure,num_longs,num_shorts,avg_dw,daily_return
2023-03-02,9779.196117474026,0,4889.598058737013,-4889.598058737013,0.0,9779.196117474026,2,1,2.165796022622477,
2023-03-03,9765.149442576563,0,4882.574721288282,-4882.574721288282,0.0,9765.149442576563,2,1,2.1136848547462623,-0.0014363833927375502
2023-03-04,9683.619573178368,0,4841.809786589184,-4841.809786589184,0.0,9683.619573178368,2,1,2.0973823134691023,-0.008349065201472494
2023-03-05,9759.507205135811,0,4879.753602567906,-4879.753602567906,0.0,9759.507205135811,2,1,2.105730890125216,0.007836701078967945
2023-03-06,9771.584887301637,0,4885.792443650818,-4885.792443650818,0.0,9771.584887301637,2,1,2.097588836821572,0.001237529919489111
2023-03-07,9741.159309470842,0,4870.579654735421,-4870.579654735421,0.0,9741.159309470842,2,1,2.0978438519688813,-0.003113678915109608
2023-03-08,9565.592101478653,0,4782.796050739326,-4782.796050739326,0.0,9565.592101478653,2,1,2.028028981212019,-0.018023235470699506
2023-03-09,9724.081664137098,0,4862.040832068549,-4862.040832068549,0.0,9724.081664137098,2,1,2.0029244865707447,0.016568714301955945
2023-03-10,9667.586593135324,0,4833.793296567662,-4833.793296567662,0.0,9667.586593135324,2,1,2.017422884026403,-0.005809810422523598
2023-03-11,9778.047942398,0,4889.023971199,-4889.023971199,0.0,9778.047942398,2,1,2.0257411993115904,0.011425948782409767
2023-03-12,9868.81937821336,0,4934.40968910668,-4934.40968910668,0.0,9868.81937821336,2,1,2.0011775171529047,0.009283185800488036
2023-03-13,9864.525427998338,0,4932.262713999169,-4932.262713999169,0.0,9864.525427998338,2,1,1.9639650987675152,-0.0004351027261175755
2023-03-14,9879.418994957969,0,4939.709497478984,-4939.709497478984,0.0,9879.418994957969,2,1,1.9615026069729944,0.0015098107930624494
2023-03-15,9971.633226987851,0,4985.816613493926,-4985.816613493926,0.0,9971.633226987851,2,1,2.0008014899555397,0.009333973189814548
2023-03-16,9812.369529812517,0,4906.184764906258,-4906.184764906258,0.0,9812.369529812517,2,1,2.062391031617956,-0.01597167620889761
2023-03-17,9897.402634038719,0,4948.7013170193595,-4948.7013170193595,0.0,9897.402634038719,2,1,2.008614421419807,0.008665909286013962
2023-03-18,9856.773294624682,0,4928.386647312341,-4928.386647312341,0.0,9856.773294624682,2,1,2.0679206566956494,-0.004105050680095257
