initial_capital,final_value,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,num_days,avg_long_positions,avg_short_positions,avg_long_exposure,avg_short_exposure,avg_net_exposure,avg_gross_exposure
10000,16045.435321606888,0.6045435321606889,0.10510987882316924,0.46392231524426497,0.2265678441612076,-0.5130426140962651,0.5280833815865663,1728,2.269675925925926,1.2737268518518519,0.5,0.41898148148148145,0.08101851851851852,0.9189814814814815
