strategy,dw_window,dw_method,volatility_window,rebalance_days,num_quintiles,long_percentile,short_percentile,weighting_method,initial_capital,leverage,long_allocation,short_allocation,avg_long_dw,avg_short_dw,long_symbols,short_symbols
contrarian,30,raw_returns,30,1,5,80,20,equal_weight,10000,1.0,0.5,0.5,2.247450682678475,1.5613925986183157,"ALGO/USD,BONK/USD,CRO/USD,CVC/USD,EOS/USD,GRT/USD,LDO/USD,OXT/USD,SUPER/USD,XLM/USD,XTZ/USD,ZRX/USD","ALGO/USD,BONK/USD,CRO/USD,CVC/USD,EOS/USD,GRT/USD,OXT/USD,SUPER/USD,XLM/USD,XTZ/USD,ZRX/USD"
